Gene = MAD2L2
index = 813
Annotated 5SS: [  238  9913 10612 11089 11298 14108 14803 15605 15993 16569]
Annotated 3SS: [ 9633 10211 11036 11178 14035 14701 15509 15918 16475 16833]
SMsplice 5SS: [  238 11089 11298 14108 14597 14803 15605 15993 16569]
SMsplice 3SS: [11036 11178 14035 14454 14701 15509 15918 16475 16833]
top_k =  100
Partition function (log Z): 11.265055683453214

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9999527932272264
Position 11298: 0.9984129505557136
Position 11089: 0.9949950910695166
Position 15605: 0.9921740589442866
Position 16569: 0.9796147323324542
Position 15993: 0.9790254881235063
Position 14108: 0.8697635152624736
Position 14803: 0.8367238898979187
Position 14597: 0.6967711162460979
Position 14842: 0.1531018579494604
Position 15121: 0.07381621182522716
Position 15126: 0.01385468400745904
Position 15984: 0.007783673407372447
Position 16381: 0.006975195135058612
Position 14950: 0.0062519471546100295
Position 15657: 0.004323484642714628
Position 16177: 0.003011372550629947
Position 16007: 0.002159414910034811
Position 14894: 0.0019003971062399173
Position 16259: 0.0018355581311379847
Position 16013: 0.001628970383255568
Position 16122: 0.0011037856242679333
Position 16036: 0.001035834775648674
Position 15005: 0.0008502112793588258
Position 16164: 0.0008441414949449316
Position 15607: 0.0005503989103589077
Position 15823: 0.0003762893405112197
Position 15661: 0.00034831602008527935
Position 11891: 0.0003471659456638072
Position 2769: 0.00023853340918063753
Position 15573: 0.00021204350731091016
Position 2742: 0.0002119788810066093
Position 242: 2.7327476450514337e-05
Position 658: 1.795210068152534e-05
Position 588: 1.9271956361974576e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 16475: 0.9999290329164234
Position 11036: 0.9989293154960155
Position 11178: 0.9944787261292127
Position 14701: 0.9903461901148476
Position 15918: 0.9844273878947627
Position 15509: 0.9521183986757831
Position 14035: 0.8697635152624736
Position 14454: 0.6967769122877334
Position 16833: 0.5853671308879068
Position 16783: 0.1723678755655374
Position 16780: 0.1632538540786929
Position 15050: 0.059296586529823
Position 16839: 0.03569251481919002
Position 15514: 0.023167483057477598
Position 14874: 0.018015147584067286
Position 15540: 0.017771539055745664
Position 14899: 0.013328576012713098
Position 16761: 0.005779146373374983
Position 15796: 0.005225587096471773
Position 14680: 0.004768686060855073
Position 17019: 0.004133676816682582
Position 16202: 0.0031889534169822235
Position 16121: 0.002916942392717142
Position 16935: 0.002884713318227833
Position 16237: 0.0027558410800699916
Position 15434: 0.002728749605759374
Position 15674: 0.0025135023614326004
Position 16966: 0.0023426443949082104
Position 16730: 0.0018324801913770792
Position 15933: 0.001810227072029373
Position 16913: 0.0017707578279370743
Position 16104: 0.0014216772322695396
Position 17045: 0.0013934313607244786
Position 15564: 0.0010399293542813824
Position 16646: 0.0008311465947421541
Position 16748: 0.0007668404047949451
Position 16223: 0.0006199400338609492
Position 17004: 0.0005601483394415207
Position 15879: 0.0005393429259432314
Position 15446: 0.0004510272141531781
Position 2654: 0.0004505122901872467
Position 15014: 0.0003824370504086426
Position 17082: 0.0003596090978563054
Position 15096: 0.0003557798259227146
Position 11732: 0.0003471659456638072
Position 15537: 0.0003311750615567031
Position 17149: 0.00027876226105898405
Position 16080: 0.0001370831776750334
Position 15837: 0.00012909369993306568
Position 15696: 9.892299744816566e-05
Position 16505: 6.508606512191912e-05
Position 15739: 1.0233023347845315e-06
Position 15719: 8.021089052460753e-08
