Gene = PQLC2L
index = 1066
Annotated 5SS: [  113  9944 27910 28647]
Annotated 3SS: [ 9832 27779 28557 56795]
SMsplice 5SS: [  113  9944 27910 28647 50185]
SMsplice 3SS: [ 9832 27779 28557 50009 56795]
top_k =  100
Partition function (log Z): -30.751048167815522

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.999839228544366
Position 9944: 0.9932873484537336
Position 10450: 0.4419114234660547
Position 11641: 0.2698997648657024
Position 14615: 0.024511492892221404
Position 12555: 0.012329922611573476
Position 10923: 0.011198297089228317
Position 2565: 0.000420954951723464
Position 415: 8.357283089118422e-05
Position 98: 6.640217440602759e-05
Position 1101: 1.0420766883458141e-05
Position 34: 9.654326469208707e-06
Position 153: 9.426247381694478e-06
Position 79: 3.1019951969187966e-07
Position 43: 9.066494754277541e-08
Position 117: 3.824063818363669e-08
Position 221: 1.901347620814097e-08
Position 197: 9.582200012084598e-09
Position 248: 4.386252940864494e-09
Position 261: 4.1547157434250674e-09
Position 59: 2.558610741033986e-09
Position 309: 2.608217144362412e-10
Position 321: 1.0104348454147459e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9832: 0.994375777059321
Position 14248: 0.6075697134132669
Position 11401: 0.16654305592448326
Position 10169: 0.13459767013225796
Position 10119: 0.13186956775345596
Position 10363: 0.11648187316192059
Position 11550: 0.10615918156182297
Position 10236: 0.10295346500727323
Position 12450: 0.09530718045841109
Position 10947: 0.07442292611432692
Position 15928: 0.06276144609102315
Position 14230: 0.04493082117233014
Position 11364: 0.027393586332943635
Position 10223: 0.023845011846851016
Position 10261: 0.016340245289279718
Position 10772: 0.013260480002450906
Position 10400: 0.013235445009032508
Position 12009: 0.006332442114269823
Position 10034: 0.005157487681863372
Position 10239: 0.0039766503112499355
Position 7304: 0.0017895770319852609
Position 7578: 0.0007472232911861554
Position 2365: 0.0005780254297041324
Position 8371: 0.0005646660349486705
Position 6800: 0.0003502802349020192
Position 7137: 0.0003053461243719877
Position 5831: 0.0002722741174682753
Position 4833: 0.0002514689606142179
Position 685: 0.00024397147084356954
Position 1100: 0.00019964722931677925
Position 5942: 0.00017067722728535538
Position 5275: 0.00014847712130564402
Position 1235: 9.028676456044734e-05
Position 3375: 9.000720462848272e-05
Position 307: 8.679422032439384e-05
Position 2988: 7.032402094924691e-05
Position 2424: 5.528385789167635e-05
Position 406: 3.40674515845289e-05
Position 202: 1.5017103681201835e-05
Position 270: 3.3278229826868464e-07
Position 293: 2.280656011629152e-07
Position 350: 2.1145753591686334e-07
Position 214: 8.611344384589152e-08
Position 321: 4.209815238962178e-08
Position 238: 2.7636826615472336e-08
Position 187: 1.8893614290098385e-08
