Gene = FAAP20
index = 521
Annotated 5SS: [  87  777 1136]
Annotated 3SS: [ 640  863 4992]
SMsplice 5SS: [  87  777 1136 1930]
SMsplice 3SS: [ 640  863 1798 4992]
top_k =  100
Partition function (log Z): -4.114497646903719

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.9825207446003822
Position 1136: 0.8812124521050889
Position 1930: 0.7957718737070661
Position 777: 0.5434806233828571
Position 717: 0.31490231794772666
Position 2940: 0.18671197091614455
Position 1476: 0.1813552264049506
Position 872: 0.14338477329918084
Position 747: 0.11896305698171813
Position 2947: 0.048995931633481385
Position 2480: 0.025853801031694126
Position 1013: 0.021954041120955253
Position 2466: 0.013917597793580077
Position 1706: 0.010919626458800563
Position 1674: 0.004920378595611773
Position 1261: 0.0035250812119999794
Position 535: 0.001852095213427744
Position 1550: 0.0013420015514332578
Position 450: 0.00040092426730938094
Position 2128: 0.0003440521343382407
Position 578: 0.00029141695251072553
Position 324: 0.00019906096007816116
Position 119: 0.00015360374731712088
Position 54: 0.00013922308088464363
Position 470: 2.1474921503918373e-05
Position 779: 1.4833659548022044e-05
Position 135: 2.8081892976020876e-06
Position 676: 2.232346712746403e-06
Position 608: 7.818481001584599e-07
Position 219: 1.574254640203969e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 640: 0.8761691301375769
Position 863: 0.7887798796975751
Position 1798: 0.7700246778129726
Position 4992: 0.4913468108832426
Position 2856: 0.2012033758308281
Position 1048: 0.1878645747488875
Position 1345: 0.16630248961463084
Position 2281: 0.12501416834572693
Position 1801: 0.1139689039369112
Position 2697: 0.11136474249008682
Position 4882: 0.07582680270176011
Position 567: 0.0603010219784943
Position 2897: 0.051155424915763414
Position 1012: 0.04557143824939036
Position 450: 0.026362421603063072
Position 3463: 0.02403853033754222
Position 4598: 0.018881019141560113
Position 4760: 0.017391614589802127
Position 3536: 0.015162662322953544
Position 4079: 0.012774048505631127
Position 1365: 0.012691420003866485
Position 1025: 0.011954699873721029
Position 2285: 0.01069546774673185
Position 1573: 0.009187637183648305
Position 914: 0.0075282273809434315
Position 3036: 0.005788781146062793
Position 987: 0.005768993817516236
Position 3438: 0.005389587613341603
Position 2774: 0.0044827962672528195
Position 1102: 0.0044038620490491395
Position 1350: 0.0033659466455197157
Position 1370: 0.0031486497493491816
Position 480: 0.002798130772676933
Position 592: 0.002743022056131757
Position 1606: 0.0027366712646863535
Position 1624: 0.0025845543707417006
Position 535: 0.0015095475334147128
Position 483: 0.0014430938692020173
Position 1291: 0.001326294278746068
Position 366: 0.0013020411895635696
Position 1057: 0.0008796084142063665
Position 771: 0.0007547920669635053
Position 866: 0.0002441702559733495
Position 818: 0.00015059748682789186
Position 1121: 0.00012685330802121152
Position 683: 0.0001222233089087344
Position 245: 0.00012165409667514036
Position 776: 0.00010426268188834864
Position 800: 9.605297463566836e-05
Position 871: 9.435600807541874e-05
Position 608: 4.445330274810749e-05
Position 296: 3.183299645605291e-05
Position 1135: 2.234058999539483e-05
Position 1240: 4.728769862810592e-06
Position 1260: 2.8862837758704262e-06
Position 276: 1.1370679959180545e-08
Position 407: 7.381213363527027e-09
Position 185: 6.934817523193621e-09
Position 335: 2.7067516276397373e-09
Position 258: 2.4844022649444675e-09
