Gene = PI4KB
index = 1025
Annotated 5SS: [  387  1486 12085 17447 20084 21522 24117 25464 25814 28850 33249 33640]
Annotated 3SS: [ 1283 11147 17401 19855 21293 24006 25358 25689 28583 33115 33518 34623]
SMsplice 5SS: [  387  2913 21522 24117 25464 25814 28850 33249 33640]
SMsplice 3SS: [ 2739 21293 24006 25358 25689 28697 33115 33518 34194]
top_k =  100
Partition function (log Z): -17.98873980293673

Sorted 5' Splice Sites (High to Low Probability):
Position 387: 0.9962910855516927
Position 2913: 0.946300672322433
Position 4888: 0.028924177463654544
Position 8871: 0.02286139672724211
Position 17: 0.012497555021091985
Position 50: 0.010318373367549557
Position 2114: 0.008753177848966362
Position 2233: 0.008520494298443062
Position 2816: 0.006391964643630968
Position 1650: 0.005842249550689506
Position 4696: 0.003990172919910612
Position 1977: 0.001993930892102474
Position 1486: 0.0017959945860424149
Position 2262: 0.0009735628776044346
Position 2107: 0.0006845599403751717
Position 173: 0.0006594924239052027
Position 557: 0.0006063558907776795
Position 524: 0.0005125441656336849
Position 1321: 0.0003626259050319141
Position 152: 4.3219787134246286e-05
Position 149: 2.833987609905277e-05
Position 143: 2.0391658784268705e-05
Position 22: 7.079710915263512e-06
Position 178: 1.2333841123645116e-06
Position 176: 6.674909122552449e-07
Position 376: 5.723585606860284e-08
Position 334: 2.281689398527575e-08
Position 253: 5.230130951181724e-09
Position 311: 1.144722104772859e-09
Position 273: 3.289635055743724e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2739: 0.9599032324537001
Position 15332: 0.2604616352926078
Position 17514: 0.24398540081569012
Position 11147: 0.17838556607907338
Position 8370: 0.1762638960520623
Position 4629: 0.023800458317522248
Position 4607: 0.022955287967345854
Position 8696: 0.02154414940758964
Position 2040: 0.01694438121607679
Position 5370: 0.016179321707549727
Position 277: 0.014716154028354618
Position 11839: 0.013755810959557765
Position 8587: 0.010838328251917023
Position 11808: 0.010231323412543998
Position 8952: 0.009624571520087872
Position 8366: 0.008586703147846273
Position 4758: 0.008139537642173168
Position 5179: 0.006212760540946753
Position 5529: 0.005093492674864986
Position 5727: 0.004910320047585321
Position 466: 0.00446843066704178
Position 5182: 0.004257622115525019
Position 8165: 0.0036410830676198726
Position 1569: 0.003313352837184118
Position 2785: 0.0029190916384810583
Position 7949: 0.0024931941513177277
Position 1283: 0.002173313144352127
Position 1519: 0.0020053711405020377
Position 6358: 0.0019466484779509159
Position 1951: 0.001886312213986407
Position 234: 0.001564526014369041
Position 1882: 0.0014069750919449237
Position 258: 0.0014044968123909643
Position 1153: 0.0013258147511743532
Position 201: 0.001051182087930983
Position 3144: 0.0009042009274281598
Position 2097: 0.0008283649039270758
Position 5791: 0.0008139235339439027
Position 3147: 0.0007723043487985765
Position 5294: 0.000730913581336308
Position 242: 0.0007236433163254188
Position 2106: 0.0006089877698707517
Position 5476: 0.000517254039046529
Position 1606: 0.0003719681080045243
Position 692: 0.0003529142396849105
Position 3936: 0.000347450017634083
Position 3960: 0.00033979244782698107
Position 2950: 0.00033623334667208445
Position 218: 0.0002738451277745466
Position 3021: 0.00026516310239353783
Position 3713: 0.00021981669975076
Position 786: 0.00021375289621057528
Position 3575: 0.00020145159824058666
Position 960: 0.00019885059284336745
Position 3003: 0.00015670183032107695
Position 549: 0.0001362869506125832
Position 282: 0.00013133561935224161
Position 670: 0.00010660804328545078
Position 1105: 0.00010182282577040431
Position 2741: 9.525461528745259e-05
Position 512: 8.79558438976977e-05
Position 4821: 7.943266465971272e-05
Position 591: 7.30883012672184e-05
Position 159: 8.633543203748536e-07
Position 287: 4.985487733551405e-07
Position 208: 3.748112898414985e-07
Position 163: 1.9339315443350375e-07
Position 89: 1.0641320024591275e-07
Position 167: 9.460773895834185e-08
Position 172: 5.0674563441451243e-08
Position 332: 5.0405399223843496e-08
Position 170: 3.04965067293542e-08
Position 86: 2.3630288048515572e-08
Position 384: 1.9600640664652337e-08
Position 325: 1.3400902251046908e-08
Position 308: 1.2511359314156151e-08
Position 341: 1.0174134780288176e-08
