Gene = YKT6
index = 1584
Annotated 5SS: [  191  3602  5437  6444  7150 10076]
Annotated 3SS: [ 3518  5335  6338  7083  9973 11197]
SMsplice 5SS: [ 191 3602 5437 6444 7150]
SMsplice 3SS: [3518 5335 6338 7083 7514]
top_k =  100
Partition function (log Z): -0.009438448663674492

Sorted 5' Splice Sites (High to Low Probability):
Position 5437: 0.9898251030827598
Position 191: 0.9893198109238933
Position 3602: 0.9641906308838284
Position 6444: 0.8126958471402086
Position 7150: 0.6138527421306246
Position 3932: 0.19479287976882095
Position 4079: 0.13768056718265897
Position 3299: 0.11774020749914324
Position 3308: 0.10847812636623877
Position 10076: 0.06136948259038127
Position 10556: 0.060781328841851015
Position 3069: 0.04975704951265253
Position 10221: 0.045517817820682815
Position 7721: 0.03949324368010671
Position 3051: 0.03614693972255918
Position 3624: 0.029308131942541074
Position 6086: 0.01929457853336053
Position 7193: 0.01877468136280696
Position 4872: 0.015737351244310048
Position 4583: 0.015078827984869415
Position 5866: 0.014620510592216017
Position 3333: 0.01259854539131117
Position 208: 0.009670283636020767
Position 5378: 0.007915895164565204
Position 1722: 0.0062252946017726084
Position 4573: 0.005376322973046387
Position 4350: 0.005112737144962143
Position 5811: 0.002532446133903137
Position 6294: 0.0023770657838732556
Position 5639: 0.0016149323242811804
Position 5815: 0.001324319033425358
Position 309: 0.0008899638200229161
Position 7247: 0.000186601490246354
Position 132: 0.00011994162006241119

Sorted 3' Splice Sites (High to Low Probability):
Position 5335: 0.9977407973300835
Position 3518: 0.9738755046386376
Position 6338: 0.8271632669351607
Position 7083: 0.7012402735225656
Position 7514: 0.47712917443817987
Position 10504: 0.18572177420146585
Position 2988: 0.14769153569517726
Position 9973: 0.14447433191649878
Position 3886: 0.1286071144739778
Position 11197: 0.1256623156394954
Position 10555: 0.08134833758135233
Position 3140: 0.07800086536556265
Position 4009: 0.07469878601770244
Position 3846: 0.06818153464181127
Position 9040: 0.05411289302066326
Position 3173: 0.03102598325966341
Position 3751: 0.02923688697123602
Position 3118: 0.028019709171951485
Position 7760: 0.020969463953806985
Position 3708: 0.020928208160450264
Position 4485: 0.0204551509579158
Position 3525: 0.018636024373024498
Position 5976: 0.015279654199495386
Position 3145: 0.015169259949762003
Position 3194: 0.014313808077367639
Position 5741: 0.013758382198296974
Position 7530: 0.01203512437819071
Position 7357: 0.01039732162819685
Position 4655: 0.0085748743764026
Position 4533: 0.007162476867907444
Position 2967: 0.006434256403594153
Position 5787: 0.006137783498276539
Position 7487: 0.005158206704062978
Position 4225: 0.005112737144962143
Position 7038: 0.00444019459596692
Position 2883: 0.004081656911763566
Position 3958: 0.004005059223467152
Position 3809: 0.003983148966379384
Position 6546: 0.002819066541302122
Position 1566: 0.002722132938480738
Position 3773: 0.002582798160074196
Position 5925: 0.001906893277004018
Position 1621: 0.0018789090312674782
Position 1650: 0.001624252632024396
Position 6125: 0.0016016896024668211
Position 5567: 0.001601251446824477
Position 5900: 0.0014645173012385673
Position 3375: 0.0008708849379886237
Position 3825: 0.000249910336381364
Position 3281: 0.00010014253378181843
Position 5551: 1.2383093205127611e-05
Position 5588: 1.2977842515752718e-06
Position 5095: 2.009172419186221e-07
