Gene = DR1
index = 470
Annotated 5SS: [ 978 8184]
Annotated 3SS: [ 8019 14604]
SMsplice 5SS: [ 978 3576 4114 8184 9555]
SMsplice 3SS: [ 3495  4030  8019  9410 12509]
top_k =  100
Partition function (log Z): -10.686106468637862

Sorted 5' Splice Sites (High to Low Probability):
Position 8184: 0.9974845657503583
Position 4114: 0.9829079890969256
Position 978: 0.8413997940474347
Position 3576: 0.6469198124622686
Position 9555: 0.5372930791005408
Position 1969: 0.503601011643843
Position 360: 0.33802648841003125
Position 13031: 0.12340376846785349
Position 9888: 0.08628692851589131
Position 8879: 0.07374786138211212
Position 1252: 0.06923869535920404
Position 1076: 0.042465213959974664
Position 2765: 0.02591753478209116
Position 1537: 0.013364097673540033
Position 753: 0.01323352157748201
Position 349: 0.009276984029750012
Position 459: 0.00767899569648909
Position 265: 0.002722312344576889
Position 4589: 0.0026920893875475808
Position 694: 0.0006197406114276543
Position 251: 0.0004892923537370143
Position 420: 0.0004135739820685606
Position 234: 0.00041097137532918195

Sorted 3' Splice Sites (High to Low Probability):
Position 4030: 0.9516462700455476
Position 8019: 0.9247750014051529
Position 3495: 0.631997340539379
Position 9410: 0.5171487468620176
Position 14604: 0.41325591056826805
Position 12509: 0.4081508523259655
Position 1871: 0.27417370508113714
Position 801: 0.2179663226689825
Position 1766: 0.18846111313468783
Position 12934: 0.10665009426626776
Position 10003: 0.08598872643563119
Position 9720: 0.08139613433250337
Position 7734: 0.07340047643854776
Position 8773: 0.06771581651701158
Position 12872: 0.06310399702859179
Position 1145: 0.05095485533140639
Position 917: 0.03673179976875759
Position 3864: 0.0312617190513783
Position 9360: 0.027029176660981973
Position 2660: 0.02362061659396512
Position 8287: 0.017709649657151563
Position 1802: 0.01625645035293915
Position 3550: 0.014922471922889716
Position 1781: 0.012803198579014753
Position 1839: 0.011906544496063515
Position 1156: 0.010795850411322668
Position 9699: 0.007653289331242343
Position 8800: 0.007300644521398383
Position 10362: 0.007179396540781819
Position 1411: 0.0063083111997055095
Position 647: 0.004123769014195136
Position 597: 0.003749840853096671
Position 8259: 0.002727782319287687
Position 2587: 0.0022523393140633603
Position 1170: 0.002132305018350521
Position 8423: 0.0018565108625714886
Position 4374: 0.0015037540084614329
Position 9227: 0.0013508880302154098
Position 4393: 0.0011883353790861477
Position 10854: 0.0011624002840455677
Position 1503: 0.0010941875728467624
Position 7031: 0.0010780622452872279
Position 1247: 0.0010106446585791873
Position 8427: 0.0008361866728253855
Position 1482: 0.0007727861983021179
Position 5578: 0.0007464599110086821
Position 1374: 0.000608332240125476
Position 1333: 0.0006013668316936742
Position 1056: 0.0005531943246301377
Position 748: 0.0005523766542601332
Position 1080: 0.00040783649990567053
Position 1344: 0.0002617210752350603
Position 730: 0.0002594925835907207
Position 1200: 0.00018123501908744695
Position 1016: 9.597175356837573e-05
Position 531: 6.696993956303336e-05
Position 1223: 6.054360664078704e-05
Position 803: 4.861391795609455e-05
Position 2671: 4.457887406267964e-05
Position 827: 6.281546030214462e-07
Position 510: 2.1711716837831805e-07
Position 671: 2.066928397594005e-07
Position 962: 9.11607243815828e-08
Position 949: 8.622476656163473e-08
Position 702: 8.029974484545063e-08
Position 609: 4.462939925276187e-08
