Gene = GET4
index = 585
Annotated 5SS: [  249  9583 10099 10968 14515 15867 17264 17420]
Annotated 3SS: [ 9503 10016 10817 14375 15725 17187 17346 18781]
SMsplice 5SS: [  249  9583 10099 10968 14515 15867 17264 17420 18929]
SMsplice 3SS: [ 9503 10016 10817 14375 15725 17187 17346 18781 19387]
top_k =  100
Partition function (log Z): 14.017057309992527

Sorted 5' Splice Sites (High to Low Probability):
Position 14515: 1.0000000000000024
Position 249: 1.0
Position 17420: 0.9955058747477347
Position 9583: 0.9887221116668492
Position 17264: 0.9843684204489866
Position 15867: 0.9617011695093829
Position 10968: 0.8904496791693599
Position 10099: 0.7857440868614634
Position 10145: 0.21373734370095088
Position 7644: 0.17598087093664014
Position 5829: 0.15939049260673976
Position 15420: 0.10915578913218991
Position 7686: 0.09483469160635052
Position 15454: 0.09299277579013347
Position 2754: 0.09178534560767602
Position 18267: 0.06996576498779875
Position 10527: 0.051178014700626
Position 12300: 0.0341877320586158
Position 17734: 0.018778684290952575
Position 12751: 0.016582424772266437
Position 16591: 0.014689105956140126
Position 10392: 0.01426585894454737
Position 17838: 0.011090752988587424
Position 17828: 0.011059793401053385
Position 11952: 0.011030285595808868
Position 18157: 0.009441526940299233
Position 11864: 0.007967547562244952
Position 6661: 0.007687298855484072
Position 5878: 0.007407289865661528
Position 12457: 0.006858929407244632
Position 5560: 0.006220995495943908
Position 11417: 0.006137320205123984
Position 12660: 0.005486376074518147
Position 5355: 0.0050118814232297864
Position 18179: 0.004938325798325907
Position 11294: 0.004740914301027347
Position 9638: 0.003940355324628473
Position 17460: 0.0036324375577968106
Position 16317: 0.002804263999275432
Position 17743: 0.0027446797992849163
Position 11616: 0.0017484730645605353
Position 16932: 0.0016255659075726779
Position 16626: 0.0015305431190195727
Position 17254: 0.0013953133962239933
Position 17217: 0.00018080484324569046
Position 17493: 7.846843552397072e-05
Position 17464: 6.474042197859037e-05
Position 14388: 2.5836283180065817e-05
Position 9972: 1.3968033972692751e-05
Position 16897: 2.331448428952275e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10016: 0.9979176892727276
Position 17346: 0.995120769353831
Position 9503: 0.9926624669914773
Position 14375: 0.9444934163983141
Position 17187: 0.9326822536868524
Position 10817: 0.6650260332268638
Position 15725: 0.6576958483583198
Position 18781: 0.469622385164377
Position 17945: 0.3971640140699069
Position 7581: 0.27081556254299044
Position 15618: 0.2385342652203127
Position 10884: 0.2192033359684314
Position 15372: 0.09997406542071538
Position 5741: 0.09086788785517495
Position 15344: 0.0728714565966191
Position 2584: 0.05860620784451595
Position 14417: 0.055442894494168754
Position 15783: 0.05150395252204448
Position 17668: 0.04822470539594256
Position 17630: 0.04526564007614893
Position 17161: 0.04463200639083609
Position 18094: 0.04352400384909987
Position 5738: 0.03978482200668018
Position 19387: 0.03128248926300658
Position 10321: 0.028577962540816033
Position 10383: 0.022327576734076038
Position 5779: 0.021540675803216607
Position 18008: 0.02006403977723449
Position 2634: 0.020025020527819095
Position 12210: 0.017554299268905182
Position 17912: 0.016832667275840412
Position 12620: 0.015781993283864745
Position 5708: 0.01460439680732979
Position 15543: 0.013963341252611837
Position 15296: 0.013601249637175059
Position 18066: 0.012553238337853337
Position 16463: 0.011077401087328746
Position 11863: 0.01103028559580886
Position 18814: 0.009895051272274103
Position 12103: 0.009675405400577677
Position 17724: 0.009446763320419367
Position 15347: 0.008846813333059264
Position 2710: 0.007338426592805103
Position 17963: 0.007202632715929302
Position 12180: 0.006958027389132941
Position 12299: 0.006858929407244632
Position 15102: 0.006858742090849053
Position 11218: 0.0063965024603660475
Position 17132: 0.006317405681714671
Position 12663: 0.006286807562919846
Position 10726: 0.006126443419747423
Position 2421: 0.005815690642535987
Position 18041: 0.00542283506240853
Position 10227: 0.005389419202520444
Position 10368: 0.004984443877298679
Position 17362: 0.0047571824110948305
Position 11283: 0.004481732045785283
Position 16428: 0.0043941866211685
Position 18276: 0.004293126226539104
Position 5289: 0.0042417646235703155
Position 11787: 0.004204598101425551
Position 11790: 0.003762949460819401
Position 6525: 0.0033330642824565566
Position 10250: 0.003207778137663102
Position 5398: 0.003018959597966729
Position 6469: 0.0026253655538172995
Position 17224: 0.0024054694098802377
Position 5207: 0.00226320510438282
Position 18819: 0.0020595471713400764
Position 17548: 0.0017826510594808106
Position 11509: 0.0017484730645605353
Position 6576: 0.00172886901921022
Position 5345: 0.0017089475932538342
Position 9971: 0.0016490742246681816
Position 16832: 0.0016278973560016302
Position 18243: 0.0015290493817164757
Position 16232: 0.0012740325472717687
Position 17979: 0.0011362099498197357
Position 16176: 0.0009692868593908664
Position 16411: 0.0007480613666624543
Position 16154: 0.0005609445926127967
Position 10488: 0.0004381237152112148
Position 9854: 0.00040356223791455464
Position 10584: 9.38665543162923e-05
Position 14478: 8.952539069998725e-05
Position 10055: 2.2244848028982915e-05
Position 17394: 1.9370443105302968e-05
Position 10024: 1.743925348288222e-05
Position 17367: 5.258132488506004e-06
Position 17391: 4.823178653740144e-06
Position 9857: 1.8547038490975827e-06
Position 9883: 1.732829567712405e-06
Position 9759: 3.7066373516654426e-07
