Gene = CCNH
index = 315
Annotated 5SS: [  342  1796  3730  5044  8176 11318 13626 17976]
Annotated 3SS: [ 1672  3655  4832  8011 11246 13513 17914 18534]
SMsplice 5SS: [  146   342  1796  2025  5044  7264  8176 11318 13626 17976]
SMsplice 3SS: [  238  1672  1942  4832  7124  8011 11246 13513 17866 18534]
top_k =  100
Partition function (log Z): 7.346272532620596

Sorted 5' Splice Sites (High to Low Probability):
Position 13626: 1.0000000000000002
Position 5044: 0.9988037953599831
Position 1796: 0.9905500125346169
Position 342: 0.9764180138704707
Position 17976: 0.9214116562641037
Position 146: 0.8531680986210032
Position 11318: 0.7768857716109964
Position 7264: 0.7423475330623853
Position 8176: 0.6221475422893892
Position 2025: 0.5635856536034469
Position 10236: 0.5362686910060062
Position 585: 0.4226935342627163
Position 18615: 0.24415807840604375
Position 3730: 0.14489498830524233
Position 12474: 0.11824414342724265
Position 140: 0.10490760138568843
Position 2377: 0.10406551542246098
Position 18365: 0.09016487889109107
Position 4121: 0.08328159613085864
Position 18470: 0.0719713712011898
Position 6907: 0.053496955685454504
Position 2020: 0.0296677441642914
Position 14516: 0.028767114273556688
Position 17668: 0.027847322810332444
Position 602: 0.017446406728772783
Position 2343: 0.013187574111773777
Position 751: 0.010581008494385294
Position 552: 0.009354073869239608
Position 3932: 0.009206717137290616
Position 18559: 0.004459677830363911
Position 60: 0.003742619671418322
Position 7399: 0.002761746691802216
Position 1744: 0.0019547252501093335
Position 347: 0.0014549766974519978
Position 152: 0.001321630397277118
Position 26: 0.0013075087434838203
Position 13782: 0.0009050570517291482
Position 75: 0.00021961260253866715
Position 81: 0.00010411909138663135
Position 183: 2.4683606165478418e-05
Position 37: 2.225241689175139e-06
Position 189: 8.179033864011362e-07
Position 211: 2.0878382743758163e-08
Position 238: 1.722379684561785e-08
Position 227: 1.718947599563222e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4832: 0.9988037953599828
Position 13513: 0.9906193054320621
Position 1672: 0.9260152430299781
Position 7124: 0.7451092797541877
Position 11246: 0.7187981229928885
Position 18534: 0.6742798284965086
Position 238: 0.6720064341735642
Position 1942: 0.5663917115875615
Position 8011: 0.5486289047296706
Position 9994: 0.5362686910060062
Position 17914: 0.4747931447072699
Position 18712: 0.4509602016429311
Position 17866: 0.410910442900588
Position 268: 0.2442265756118956
Position 460: 0.19479694161130603
Position 3655: 0.14489498830524228
Position 418: 0.12245127451003464
Position 12373: 0.11824414342724264
Position 2281: 0.11385895607702434
Position 18250: 0.08674957701390631
Position 7980: 0.07351863755971853
Position 18193: 0.07078885270138717
Position 482: 0.06526063763767766
Position 11222: 0.05808764861810781
Position 6828: 0.053496955685454504
Position 18173: 0.050710132438730876
Position 497: 0.04782037932543227
Position 17900: 0.042891565535315375
Position 18139: 0.042547765498011654
Position 1511: 0.04221307343938471
Position 4010: 0.032735414702168536
Position 241: 0.03194808944518003
Position 17575: 0.027847322810332444
Position 14487: 0.027785310143844194
Position 4028: 0.025799962843194527
Position 1897: 0.024315862808551886
Position 1691: 0.023248737627216187
Position 3889: 0.02027286513726221
Position 17173: 0.017763833432766656
Position 3982: 0.01368007058552401
Position 13363: 0.009380694567937522
Position 547: 0.006695975031640079
Position 196: 0.004683485775234912
Position 514: 0.00423925821804875
Position 14410: 0.0039474013224153285
Position 14633: 0.0037175419421108975
Position 2263: 0.003348086068137247
Position 573: 0.0026078371197584575
Position 1878: 0.0016921240708908504
Position 634: 0.0016663435836909086
Position 278: 0.001347243217896557
Position 13847: 0.0013453616787649934
Position 665: 0.001189245336105065
Position 13715: 0.001039891042120921
Position 662: 0.000980961600876711
Position 16402: 0.0008555687041688632
Position 1437: 0.0008163233542154535
Position 13951: 0.0006282215045989243
Position 1911: 0.0005199236374597939
Position 1771: 0.0004050002411270637
Position 316: 0.000341650500996948
Position 272: 0.00022264369999832711
Position 245: 0.00011707232092303947
Position 1980: 0.00010615600208408492
Position 248: 8.916526457291602e-05
Position 13717: 8.186089561770219e-05
Position 2221: 4.6047389073098813e-05
Position 14303: 3.944562791274564e-05
Position 2006: 3.378726648242966e-05
Position 367: 2.6214733691707266e-05
Position 275: 2.4702949785391098e-05
Position 165: 4.712367055347861e-06
Position 13743: 1.8866891085920315e-06
Position 1407: 1.9248751272792325e-07
Position 90: 6.672922760649344e-08
Position 324: 6.327606002845927e-08
Position 286: 1.2438076959592957e-08
