Gene = ZC3HAV1L
index = 1594
Annotated 5SS: [ 377 1487 7328 9322]
Annotated 3SS: [1350 7068 9195 9468]
SMsplice 5SS: [ 377 1111 1487 7415 9322]
SMsplice 3SS: [ 979 1350 7275 9195 9468]
top_k =  100
Partition function (log Z): 1.0087631049208226

Sorted 5' Splice Sites (High to Low Probability):
Position 1487: 0.9999038745202947
Position 9322: 0.9482146248640885
Position 377: 0.8881683940169041
Position 7415: 0.879308849100743
Position 1111: 0.7878420474325709
Position 658: 0.3140261266253141
Position 714: 0.25909098737906755
Position 879: 0.11703430937013114
Position 7989: 0.1074336198233245
Position 697: 0.06323421858455043
Position 7395: 0.05688927883014246
Position 225: 0.040470719602875974
Position 9338: 0.03031266354786033
Position 171: 0.0231306290429603
Position 1071: 0.009890809200243515
Position 8979: 0.008841530353651513
Position 48: 0.007247874070242971
Position 7328: 0.006750190928335785
Position 2485: 0.0052786534641739175
Position 571: 0.00462913173397672
Position 811: 0.004626072898926739
Position 2637: 0.003817337004488908
Position 2084: 0.002392713997374224
Position 9652: 0.00224048198427524
Position 3312: 0.001835479972316846
Position 10020: 0.0011029839138037378
Position 356: 0.0009567353278523381
Position 404: 0.0004922230217871124
Position 273: 0.00036401657892609456
Position 53: 0.0002389470638584336
Position 129: 9.436683508801714e-05
Position 232: 8.175125556579986e-05
Position 1926: 3.8986969425799234e-05
Position 2027: 3.6180062132788216e-05
Position 99: 2.9066365089336657e-05
Position 107: 2.198793860579645e-05
Position 255: 4.537070382399026e-06
Position 9553: 2.3943025434357287e-06
Position 27: 1.0682845290793529e-07
Position 154: 9.154797252291495e-08
Position 29: 2.526300463330055e-09
Position 74: 3.192781400271061e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9195: 0.9999993953258808
Position 7275: 0.8934550547783822
Position 1350: 0.8015574591401504
Position 979: 0.7173298936191255
Position 9468: 0.4304770958319766
Position 514: 0.3006245498001131
Position 9434: 0.27581827327923253
Position 550: 0.2673197631564968
Position 9921: 0.16249193405241122
Position 1399: 0.15854483993415847
Position 547: 0.14077286075027864
Position 7663: 0.1074336198233245
Position 7068: 0.04949326408083918
Position 1048: 0.0484882926226126
Position 9899: 0.045663463480835255
Position 1204: 0.03974241873722458
Position 9885: 0.034357787074445846
Position 825: 0.017355887887465775
Position 938: 0.01681671131176089
Position 2350: 0.00909599046866282
Position 8946: 0.008841530353651513
Position 9835: 0.007639530125110792
Position 10260: 0.0053135557497950734
Position 764: 0.004919316631212582
Position 10063: 0.004221659175705547
Position 1065: 0.00417430243333853
Position 10221: 0.0030507876964758606
Position 9957: 0.0028356378793582123
Position 9644: 0.0025722522579111656
Position 10089: 0.002374640751311813
Position 1892: 0.0022978353683095897
Position 3189: 0.001835479972316847
Position 9595: 0.0017094167388566257
Position 906: 0.0012137641309147341
Position 9855: 0.000978613998702667
Position 9664: 0.0009231130175598925
Position 585: 0.0009020822902163942
Position 804: 0.000897496566988647
Position 607: 0.000778304738616899
Position 9568: 0.0007457974272747387
Position 9482: 0.0007001947497269398
Position 1950: 0.00013793316803134033
Position 296: 3.4544001715258144e-05
Position 1664: 3.2112492591881476e-05
Position 1105: 3.115509865286234e-05
Position 1462: 2.9081316409041374e-05
Position 1214: 2.2291698263857577e-05
Position 167: 1.4222647514861581e-05
Position 1484: 7.7836940881041e-06
Position 311: 1.8089945578583809e-06
Position 441: 1.9595534137851396e-07
