Gene = SUB1
index = 1353
Annotated 5SS: [  284 56952 60053 67437]
Annotated 3SS: [56878 59929 67327 69371]
SMsplice 5SS: [  284  3365  5063  8154 39286 39542 60053 67437]
SMsplice 3SS: [ 3297  5004  8018 39195 39423 59929 67327 69371]
top_k =  100
Partition function (log Z): -35.7168758836317

Sorted 5' Splice Sites (High to Low Probability):
Position 8154: 0.9000997698834218
Position 284: 0.8944368382961279
Position 3365: 0.7530300834281556
Position 5063: 0.7000039612642546
Position 6651: 0.34521191391974226
Position 6607: 0.29591243687639096
Position 1159: 0.26470974911241185
Position 946: 0.16608556679123646
Position 6620: 0.06584468210008909
Position 345: 0.04658208474636613
Position 1823: 0.031192312100791878
Position 702: 0.02156170438434292
Position 486: 0.013383275940556431
Position 2823: 0.012409680852713899
Position 95: 0.00403203254451947
Position 1816: 0.0029559293476941395
Position 381: 0.00182597425343113
Position 414: 0.001737406253900095
Position 299: 0.0011746427708137258
Position 117: 0.0008873315328201468
Position 924: 0.00019295638761645387
Position 1577: 6.623033889123343e-05
Position 41: 2.080422287228741e-05
Position 278: 4.733499345562307e-06
Position 15: 2.792140086168076e-06
Position 6: 1.3896089776700328e-06
Position 349: 1.6408229882581574e-08
Position 220: 1.3980520425403311e-08
Position 320: 2.771002958591621e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8018: 0.9214567563360824
Position 3297: 0.7586501143166561
Position 6463: 0.7220025020923284
Position 5004: 0.7000039612642518
Position 12682: 0.3528607835173991
Position 1040: 0.23068733745720896
Position 14601: 0.1834021764513957
Position 8994: 0.1226013190722259
Position 874: 0.10162838089519574
Position 14238: 0.07673290264876291
Position 10922: 0.05543793489504391
Position 8926: 0.055412536558968425
Position 6786: 0.05150254430631565
Position 1691: 0.03449919002308276
Position 8750: 0.030659055466918148
Position 8298: 0.022993061272710155
Position 1036: 0.015814809309939032
Position 848: 0.01428413064193206
Position 2615: 0.012682886437011676
Position 702: 0.008978373839319287
Position 988: 0.008736842813107031
Position 468: 0.008596750654044251
Position 1060: 0.007531113726112029
Position 188: 0.004942474780175559
Position 526: 0.0043143634341560495
Position 380: 0.0042885866653699645
Position 892: 0.003676245242905807
Position 5407: 0.0026052735389085592
Position 780: 0.002150353350691332
Position 6698: 0.0021287858129874393
Position 621: 0.0010500602759865097
Position 853: 0.0003344499209302056
Position 876: 0.00022298684722022816
Position 792: 0.00017071455318069857
Position 669: 0.00015296737263268017
Position 1466: 6.623033889123343e-05
Position 726: 6.580258157111866e-05
Position 539: 2.882999612336154e-05
Position 567: 3.370514309098409e-06
Position 588: 2.9170316883886695e-06
Position 470: 2.0084252333852484e-06
Position 572: 1.9922435591107562e-06
Position 405: 1.2598486315211697e-06
Position 625: 1.1789861463107052e-06
