Gene = KY
index = 755
Annotated 5SS: [  198  3588  7707 21402 23267 25970 30274 31875 40828 42374]
Annotated 3SS: [ 3524  7643 21326 23203 25886 30164 31756 40638 42182 46547]
SMsplice 5SS: [  144  3588  7707 21417 23134 23267 25970 30274 31875 40828 42374]
SMsplice 3SS: [ 3524  7643 21326 23025 23203 25886 30164 31756 40638 42182 46547]
top_k =  100
Partition function (log Z): -6.172367158688523

Sorted 5' Splice Sites (High to Low Probability):
Position 3588: 0.9999999999999977
Position 7707: 0.9999999999999964
Position 21417: 0.9999999999999964
Position 23134: 0.9999999999999963
Position 31875: 0.9999891531283246
Position 23267: 0.8032686410154369
Position 25970: 0.7659421820279084
Position 30274: 0.6646130626995697
Position 144: 0.6552852990790935
Position 198: 0.34471470092090345
Position 30195: 0.23593322989461882
Position 29972: 0.223984934002948
Position 37501: 0.15505202956529987
Position 30468: 0.08848889152559346
Position 37299: 0.06522342851617716
Position 38627: 0.06485370118023881
Position 37521: 0.05330182819450688
Position 30377: 0.009566912870352932
Position 30662: 0.009381481356105743
Position 32968: 0.004190342150910499
Position 32403: 4.2711895722867905e-05
Position 32002: 1.728790087458676e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 7643: 0.9999999999999964
Position 21326: 0.9999999999999964
Position 31756: 0.9729759600187788
Position 23025: 0.96256591340093
Position 30164: 0.820505700576525
Position 23203: 0.8032686410154369
Position 25886: 0.7130849582552548
Position 3524: 0.6142549105444974
Position 37380: 0.3782967027143163
Position 39769: 0.2771119249565027
Position 29818: 0.23267487839313156
Position 3381: 0.20820853469798056
Position 3453: 0.16546679297610284
Position 37618: 0.1352783905403729
Position 37825: 0.11909566221663452
Position 30329: 0.09805580439594631
Position 30044: 0.07135064762747977
Position 37064: 0.06522342851617705
Position 38491: 0.06485370118023868
Position 25936: 0.05285722377265382
Position 32162: 0.052531809976231074
Position 33243: 0.04737395757851522
Position 22827: 0.03743408659906628
Position 33021: 0.029070214943133395
Position 35636: 0.02878778877506562
Position 33049: 0.02798176577663041
Position 31719: 0.027023924202679565
Position 32634: 0.023025275342268083
Position 33505: 0.021671212924788876
Position 34924: 0.014172826990405724
Position 36010: 0.013418974280764266
Position 3237: 0.01206976178141679
Position 30585: 0.00938148135610576
Position 34883: 0.008919629846625615
Position 33449: 0.008230556490214822
Position 34642: 0.006600853151272432
Position 33091: 0.0055699247182230205
Position 32930: 0.005154877672128756
Position 32042: 0.0034573113523835323
Position 32514: 0.0026211337321838217
Position 34812: 0.0021879158722838874
Position 33485: 0.0012437465105948381
Position 32555: 0.000784455444899397
Position 31961: 6.556807741922786e-06
