Gene = MIOS
index = 846
Annotated 5SS: [  201   817  1252  6898  7325 16501 18934 21692 22692 28261 29590 39200]
Annotated 3SS: [  734  1153  5563  7225 16245 18763 21625 22532 28107 29384 39069 40123]
SMsplice 5SS: [  201   817  1252  6806  7325 16501 18934 22692 28261 29590 39200]
SMsplice 3SS: [  734  1153  6667  7073 16245 18763 22532 28107 29384 39069 40123]
top_k =  100
Partition function (log Z): -12.120309741379568

Sorted 5' Splice Sites (High to Low Probability):
Position 1252: 0.9994944139033461
Position 16501: 0.9990422981737237
Position 18934: 0.9983041192847744
Position 817: 0.9981323472521483
Position 7325: 0.8901061771382469
Position 6806: 0.746295314503242
Position 29590: 0.5398013667163735
Position 201: 0.5001285883500531
Position 613: 0.4310406493221859
Position 9737: 0.06518155643664487
Position 2520: 0.06419253240050203
Position 8250: 0.0546531384211749
Position 500: 0.0372035600707494
Position 205: 0.012865961369512898
Position 219: 0.009255319119730302
Position 325: 0.00671606454884905
Position 826: 0.0013815874736135935
Position 89: 0.0013148664089348721
Position 639: 0.00053159493402589
Position 1229: 0.0004982697308929837
Position 570: 0.0004931803604425643
Position 175: 0.0002065145249203107
Position 320: 0.0001973527314674261
Position 57: 0.00015939450021726896
Position 982: 0.000118005365241318
Position 65: 0.00011218275310650975
Position 804: 9.501421692174701e-05
Position 698: 4.6844430032111734e-05
Position 5283: 2.5078759508315546e-06
Position 2630: 1.882974223723227e-06
Position 850: 3.1970549804628057e-08
Position 127: 5.9944514899063805e-09
Position 154: 4.40131254221122e-09
Position 277: 4.116661725776775e-09
Position 225: 3.846976890428055e-09
Position 293: 2.086419604955077e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 16245: 0.9998081036381894
Position 18763: 0.9990422981737237
Position 29384: 0.9846219673539189
Position 1153: 0.982668872407584
Position 7073: 0.8901213717955656
Position 6667: 0.746295314503242
Position 734: 0.6857753595932573
Position 29944: 0.30040063527669436
Position 697: 0.29325037976125884
Position 30851: 0.2394007314396785
Position 9582: 0.06518155643664487
Position 8146: 0.03406188423925792
Position 2408: 0.02900661840311517
Position 2433: 0.027239398439515557
Position 8040: 0.020598256682249252
Position 1109: 0.01723426578708449
Position 754: 0.01178076827028158
Position 769: 0.006316097742044269
Position 20164: 0.0053875615748740216
Position 2343: 0.0050025115858065945
Position 20827: 0.004496179662211511
Position 2318: 0.0029507434733640602
Position 21625: 0.0028869159411497977
Position 715: 0.0013122719158454046
Position 19204: 0.0009114947526223829
Position 544: 0.000358561645228129
Position 702: 0.0002850056542687459
Position 617: 0.000256285836976121
Position 639: 0.0002251172452978657
Position 364: 0.00020815289652619678
Position 323: 0.00013205877625668556
Position 1186: 6.801547925415166e-05
Position 5563: 5.41079605163947e-05
Position 424: 5.106108510936205e-05
Position 7401: 2.479441170688666e-05
Position 549: 2.4036187315850773e-05
Position 907: 2.384642365293487e-05
Position 963: 2.3312659091179996e-05
Position 10550: 1.849811474315073e-05
Position 8620: 1.842966042495676e-05
Position 7519: 1.538183453180652e-05
Position 1849: 1.2054223664545098e-05
Position 7941: 3.972199502211943e-06
Position 1552: 3.034945016526216e-06
Position 5146: 2.800884887603571e-06
Position 3750: 2.4423817756656393e-06
Position 5219: 2.0384429002030457e-06
Position 5673: 1.9852585477558134e-06
Position 3562: 1.6119896222306575e-06
Position 2491: 8.278347308652887e-07
Position 1533: 7.65015238235263e-07
Position 4009: 7.13051697732522e-07
Position 2114: 5.889720961708329e-07
Position 1830: 5.331842682570439e-07
Position 1350: 4.6972692276265546e-07
Position 1662: 4.043295848634684e-07
Position 2438: 1.0780316470689814e-07
Position 495: 3.177875410463328e-08
Position 910: 1.7853592186849424e-08
Position 476: 1.3888036210341088e-08
Position 489: 1.277043358989584e-08
Position 438: 2.1115851493187384e-09
Position 407: 2.1082002995652387e-09
Position 499: 1.2129669859684034e-09
Position 306: 9.106259861084443e-10
Position 370: 1.0972574063561175e-10
