Gene = STPG1
index = 1349
Annotated 5SS: [   52 12407 29824 34073 40024 44052 52875]
Annotated 3SS: [12268 29721 33901 39914 43885 52683 55105]
SMsplice 5SS: [   52  3023 12407 16655 22165 29824 34073 40024 44052]
SMsplice 3SS: [ 2907 12268 16522 22045 29721 33901 39914 43885 55105]
top_k =  100
Partition function (log Z): -21.689435460183194

Sorted 5' Splice Sites (High to Low Probability):
Position 12407: 0.9999996544965242
Position 22165: 0.9979917949188238
Position 29824: 0.9388309048175274
Position 52: 0.9130376724353779
Position 16655: 0.770115598458436
Position 3023: 0.6297347587487265
Position 34073: 0.5518019037642107
Position 12674: 0.5481929415684746
Position 1592: 0.09364325134366737
Position 1421: 0.09107241010336571
Position 627: 0.03756713666822996
Position 160: 0.032646757066461314
Position 4475: 0.018231711693968068
Position 505: 0.004561955794279957
Position 189: 0.0034181755927360914
Position 353: 0.00222018661279464
Position 1164: 0.0014227091023132565
Position 934: 0.0010684234667921878
Position 89: 0.0009557965970903576
Position 273: 0.0007439310174766346
Position 387: 0.0007197521101453624
Position 4033: 0.0005561412834103373
Position 717: 0.0005517136926818736
Position 14: 0.0005493799214328332
Position 1292: 0.000536409922190451

Sorted 3' Splice Sites (High to Low Probability):
Position 12268: 0.999999654496528
Position 22045: 0.999599511857083
Position 29721: 0.971942491578945
Position 16522: 0.7701460706542125
Position 33901: 0.7032755069793353
Position 2907: 0.5867617390978028
Position 12509: 0.3769701240140614
Position 35572: 0.3445049684500057
Position 1395: 0.1731230549999341
Position 12523: 0.16730306580148188
Position 33851: 0.15821552305571326
Position 34884: 0.13049685300713484
Position 34431: 0.07680008230706842
Position 29922: 0.0509766445365915
Position 2939: 0.020699759478797628
Position 2846: 0.017344799739388093
Position 4372: 0.016488761845686824
Position 31132: 0.015285864789197344
Position 30026: 0.011077365456690923
Position 1329: 0.010223648226442597
Position 28248: 0.009795334542535002
Position 26349: 0.00878990456262866
Position 2807: 0.004928460432737122
Position 22262: 0.004896028430725658
Position 24010: 0.0025680358039905753
Position 12536: 0.0020025176204119593
Position 12546: 0.001980522494022521
Position 4368: 0.0017431194820520027
Position 1542: 0.0005689550848487807
Position 3790: 0.0005561412834103373
Position 1333: 0.00034250268397849673
Position 1060: 0.000261835176050837
Position 1034: 0.00019571083743706274
Position 19316: 0.00018120345410633235
Position 14056: 3.926790087145359e-05
Position 12729: 3.6728393804994844e-05
Position 14302: 3.2385746923468025e-05
Position 13253: 8.76392293155782e-06
Position 15105: 8.032663524392767e-06
Position 3119: 1.303080476404824e-07
