Gene = STIL
index = 1347
Annotated 5SS: [  112  1200  3872  9259 11914 12587 14243 18383 20690 24713 26597 31803
 33907 42072 44513 51245 53859]
Annotated 3SS: [  990  3784  9150 11800 12398 13994 18298 20602 24561 26486 31687 32937
 41905 44280 51033 53607 62224]
SMsplice 5SS: [  112   301  3872  9259 11914 12587 18383 26597 31791 42072 44513 53859]
SMsplice 3SS: [  217  3784  9150 11800 12398 18298 26486 31687 41905 44280 53607 62224]
top_k =  100
Partition function (log Z): -11.308770413921904

Sorted 5' Splice Sites (High to Low Probability):
Position 18383: 0.9999856489719592
Position 112: 0.9885254093511777
Position 12587: 0.9792310627938077
Position 3872: 0.9419955958230835
Position 11914: 0.9396679546603993
Position 31791: 0.813947764626605
Position 301: 0.7174469770682221
Position 14243: 0.5625602126766985
Position 9259: 0.5106731659940014
Position 32470: 0.4081844650148873
Position 32532: 0.24424332518488617
Position 12221: 0.19189291080001156
Position 31803: 0.18603788434535384
Position 33202: 0.14714324269744805
Position 33907: 0.10806491736719666
Position 3928: 0.05800418861344173
Position 1200: 0.02909766967557693
Position 33031: 0.02509534520351874
Position 1983: 0.018244094440714915
Position 12260: 0.01666564969004433
Position 314: 0.010621768507266663
Position 514: 0.008605575735365354
Position 1783: 0.006024429436835581
Position 2491: 0.004813246002704254
Position 284: 0.003799408715781117
Position 354: 0.0032950938758776814
Position 1086: 0.002168864233490178
Position 172: 0.0019607841360915423
Position 5901: 0.001658785211116333
Position 5791: 0.0015792000591260142
Position 1919: 0.0005060599637607087
Position 1233: 0.0004333944159218275
Position 560: 0.00038690051476996214
Position 106: 7.952660396735044e-05
Position 4718: 1.5453040756018853e-05
Position 4865: 1.5171151161521377e-05
Position 116: 3.6379029813540014e-06
Position 135: 3.368982793188604e-06
Position 176: 2.476653435471685e-06
Position 126: 3.0135126758819156e-07
Position 45: 1.2710810567307664e-07
Position 3880: 6.564613301238691e-08
Position 4008: 2.162333448102739e-08
Position 38: 1.3289260217829045e-08
Position 180: 7.217874166478521e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3784: 0.9999900141051595
Position 18298: 0.9999856489719585
Position 31687: 0.9999856489719574
Position 12398: 0.9792440988676133
Position 11800: 0.9524667306638324
Position 217: 0.6959576710550868
Position 32342: 0.4565815485031883
Position 9150: 0.4513514402488309
Position 32937: 0.4405946157025384
Position 13994: 0.31510524969859166
Position 33393: 0.27947837219221067
Position 12148: 0.1957597844866234
Position 14178: 0.18822618353610124
Position 32445: 0.15488603001178253
Position 33722: 0.11298864628705811
Position 37197: 0.1033789387453263
Position 34867: 0.08727678065666317
Position 9165: 0.05932172574517106
Position 14074: 0.059230073897702074
Position 34061: 0.05219151735283286
Position 34753: 0.04794457084570228
Position 34422: 0.04569084399936873
Position 33433: 0.040009273217692175
Position 33371: 0.035666847732187784
Position 32345: 0.034033728973823944
Position 32320: 0.030975386606070625
Position 200: 0.02412018217558091
Position 1697: 0.01736836727461551
Position 1041: 0.009239721277294636
Position 1128: 0.007603050749703612
Position 434: 0.005888229074892946
Position 192: 0.005695551992014155
Position 987: 0.0053624663251678716
Position 826: 0.0050741567858750575
Position 2404: 0.004813246002704254
Position 32596: 0.0041618369220176145
Position 32725: 0.0041234949024009015
Position 1721: 0.0034461942119593065
Position 1822: 0.0031878488743489666
Position 220: 0.003046166895405502
Position 32053: 0.0027345117890308582
Position 990: 0.0021206988963431454
Position 1125: 0.0019194645447718865
Position 5597: 0.0015792000591260068
Position 5763: 0.0009505602218989235
Position 1825: 0.0007721734803874129
Position 5759: 0.0007082249892174079
Position 1169: 0.0003745133131588032
Position 4500: 1.9486244098540276e-05
Position 230: 1.9028057173639478e-05
Position 4601: 1.1158446357137152e-05
Position 3761: 9.857592233135485e-06
Position 1172: 5.856432673954647e-06
Position 227: 2.874736616520813e-06
Position 438: 5.623644443351531e-07
Position 342: 4.887022270492903e-07
Position 369: 2.6772455491630015e-07
Position 250: 1.4066812181267826e-07
Position 458: 1.3174758912990273e-07
Position 264: 3.571083478842642e-08
Position 267: 1.4409553475618813e-08
Position 241: 7.2883572824798285e-09
Position 300: 6.043443531616555e-09
Position 295: 5.847099048258878e-09
Position 246: 2.8452905350231596e-09
Position 321: 2.530245930494636e-09
Position 3808: 8.600475576708408e-12
