Gene = SKP2
index = 1260
Annotated 5SS: [  204   976 11690 14596 16381 18376 19667 24950 25226]
Annotated 3SS: [  703 11577 14451 16245 18276 19535 24897 25117 29750]
SMsplice 5SS: [  204   976 11690 14596 16381 18376 25226 26744]
SMsplice 3SS: [  703 11577 14451 16245 18276 25117 26530 31772]
top_k =  100
Partition function (log Z): -0.18794990754359864

Sorted 5' Splice Sites (High to Low Probability):
Position 976: 0.9999999999999983
Position 11690: 0.9999999999999982
Position 16381: 0.9832976392693668
Position 25226: 0.9687946527048196
Position 14596: 0.9530732945587302
Position 18376: 0.891299699066441
Position 26744: 0.8846986932857376
Position 204: 0.7475809415350455
Position 19667: 0.3231205114410516
Position 28223: 0.26789415259409577
Position 504: 0.22244128197140547
Position 25661: 0.11774086103224271
Position 25709: 0.08787388076999757
Position 25438: 0.0774707175099531
Position 20645: 0.07171293897752776
Position 20303: 0.0655863149591876
Position 31903: 0.0634513685127001
Position 30887: 0.06143295420909564
Position 27616: 0.05633446134215374
Position 17006: 0.04979587619440181
Position 29810: 0.04438309261593083
Position 25561: 0.044036744058608544
Position 25718: 0.04348498690579664
Position 25796: 0.041146144911013906
Position 20188: 0.03333545524832883
Position 16755: 0.03187839429063927
Position 25230: 0.031205347295179
Position 27960: 0.025031916181549346
Position 16900: 0.020436003194435035
Position 291: 0.018569009543570363
Position 16885: 0.015372585070972904
Position 31888: 0.014087334644719956
Position 27490: 0.0115492277045924
Position 555: 0.005859895131466603
Position 606: 0.002512945144656435
Position 27510: 0.001023870509387011
Position 156: 0.0008685317067471247
Position 432: 0.0007871123522505205
Position 26868: 0.0005974752065892886
Position 27066: 0.0005220153643723294
Position 838: 0.00047734077760153013
Position 295: 0.0003401399916575333
Position 308: 0.0003087347217449595
Position 166: 0.0002540671238521736

Sorted 3' Splice Sites (High to Low Probability):
Position 11577: 0.9999999999999983
Position 16245: 0.9832976392693668
Position 14451: 0.9530732945587302
Position 25117: 0.9281115408488687
Position 18276: 0.8157074022268961
Position 703: 0.7665847973145259
Position 26530: 0.7616572944950085
Position 31772: 0.5055221566881072
Position 29750: 0.3993381048089774
Position 19535: 0.24105419593240435
Position 28078: 0.19095617298911471
Position 25311: 0.17078962775248238
Position 26724: 0.14848610717436336
Position 30792: 0.1430072223246442
Position 946: 0.12163037300584059
Position 27878: 0.11544428950590542
Position 20078: 0.09892177020751639
Position 16814: 0.08560446445980974
Position 25521: 0.0798733908986675
Position 32011: 0.07753870315742008
Position 18352: 0.07559229683954503
Position 27395: 0.07442154931828568
Position 20546: 0.07171293897752776
Position 19471: 0.0707168494277647
Position 25071: 0.06879038837788753
Position 25610: 0.06841119719318925
Position 25656: 0.045379912351679416
Position 825: 0.03863974837513577
Position 675: 0.03179670120653573
Position 821: 0.023237138915273927
Position 25435: 0.02137928226500901
Position 25743: 0.020697739706586536
Position 854: 0.018111241182686328
Position 16529: 0.014445229762193779
Position 19581: 0.01134946608088253
Position 29850: 0.011104782481753377
Position 16674: 0.007882272540759537
Position 16466: 0.006507871986069449
Position 25471: 0.006099100076884509
Position 24974: 0.0030980707732424645
Position 16585: 0.003043020001616501
Position 25458: 0.0026532641704572787
