Gene = UTP11L
index = 1541
Annotated 5SS: [  124  3679  5029  5836  6411  6642 10068]
Annotated 3SS: [ 3616  4925  5721  6316  6510  9956 10802]
SMsplice 5SS: [  124  3679  5029  5836  6411 10068]
SMsplice 3SS: [ 3616  4925  5721  6316  9956 10802]
top_k =  100
Partition function (log Z): 8.040193361157998

Sorted 5' Splice Sites (High to Low Probability):
Position 5836: 0.9986938843681586
Position 10068: 0.9896022217622418
Position 124: 0.9802856435947883
Position 5029: 0.9598765672659175
Position 3679: 0.8766566976619459
Position 6411: 0.8711618230683651
Position 6642: 0.47488123290832
Position 10982: 0.33511056173351317
Position 434: 0.2199007693787355
Position 5274: 0.16465395037444439
Position 4103: 0.07792783472723862
Position 3697: 0.07382216875117467
Position 10256: 0.06223312910366235
Position 7503: 0.06179192873747156
Position 1580: 0.05009340596634626
Position 738: 0.04999970527239276
Position 391: 0.049036191218972285
Position 3492: 0.04801290273671945
Position 10298: 0.04639173837760918
Position 5260: 0.031076277265306755
Position 10720: 0.027068610946892824
Position 5607: 0.021919572003379774
Position 6668: 0.019251950350832374
Position 10941: 0.016268374257178603
Position 549: 0.01417441348626926
Position 1555: 0.010961430793036516
Position 742: 0.010820097924693045
Position 5017: 0.009819801570357854
Position 11003: 0.009127027811162085
Position 5609: 0.008975185266413726
Position 5048: 0.008129155023415699
Position 446: 0.007617932081280609
Position 4107: 0.0059431069720312394
Position 4052: 0.0057715684832155886
Position 3193: 0.0056532139842324905
Position 243: 0.004770070524247364
Position 10839: 0.004549980849976678
Position 5156: 0.004268423828006473
Position 4275: 0.003932160296842193
Position 10824: 0.0037095299748553627
Position 10986: 0.0034601230200509924
Position 6428: 0.0031732749490580347
Position 6130: 0.0028348254666410856
Position 383: 0.0015574884930096731
Position 546: 0.0014704479658346698
Position 5147: 0.0011148861479491805
Position 3113: 0.00040574924253933183
Position 147: 0.00023002291067269136
Position 6268: 0.00021122003850309993
Position 237: 0.0002073135005410286
Position 223: 0.00018281410385300267
Position 209: 0.0001493921708095133
Position 6293: 0.00014815485882572747
Position 218: 9.282450958625048e-05
Position 537: 5.25193760205654e-05
Position 428: 4.131651602834111e-05
Position 534: 3.6656955111322554e-05
Position 414: 3.210404317741765e-05
Position 198: 2.466414851060255e-05
Position 90: 1.4955185833110703e-05
Position 53: 6.917923132786785e-06
Position 167: 4.490250159897617e-06
Position 159: 1.6402795356518416e-06
Position 14: 1.604520491731286e-06
Position 247: 2.3978181454486904e-07
Position 189: 2.5504555738708156e-08
Position 169: 6.1655235787542745e-09
Position 331: 3.960670805357507e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9956: 0.9932298607532547
Position 5721: 0.9926556513018036
Position 4925: 0.9799855873475092
Position 3616: 0.9139872545430069
Position 10802: 0.8841358724332596
Position 6316: 0.7126431801484415
Position 6510: 0.41222443418088106
Position 11125: 0.3066593418364624
Position 319: 0.29094526611108845
Position 5146: 0.1956227059052434
Position 11674: 0.16003373403116214
Position 6276: 0.0969787467652314
Position 10192: 0.08744986095283523
Position 3383: 0.0845045146068334
Position 7386: 0.061791928737471545
Position 6473: 0.05609344680285826
Position 1401: 0.05522468581639199
Position 3917: 0.051335447767290134
Position 6361: 0.05077456062934804
Position 652: 0.04440474408608563
Position 4002: 0.03262773562217167
Position 5373: 0.027597462351043885
Position 10172: 0.024278784319821146
Position 10592: 0.02320284374200498
Position 6251: 0.02058979210143214
Position 6546: 0.012579884919015391
Position 610: 0.010997757520699274
Position 11121: 0.007282893452664348
Position 6109: 0.006431814441233864
Position 11626: 0.005951530423434329
Position 4007: 0.005679326793023631
Position 3132: 0.0056532139842324905
Position 4167: 0.003932160296842193
Position 10601: 0.0038657672048878445
Position 5692: 0.003382383944382351
Position 5187: 0.0033307682226451753
Position 5349: 0.003299157778144393
Position 6279: 0.0019311848198257742
Position 5742: 0.0016494262972480214
Position 10229: 0.0012336370008300187
Position 5648: 0.0010045599653305422
Position 6191: 0.0005307512246591203
Position 2805: 0.00040574924253933183
Position 5960: 0.0004042536328901365
Position 6518: 0.00025967710067781774
Position 6013: 0.00020269040962106336
Position 9655: 0.00019717168652606817
Position 425: 8.730805611896044e-05
Position 494: 4.0354493919326995e-05
Position 378: 2.385737517285616e-05
Position 6198: 1.8064464429834565e-05
Position 371: 1.692953413393789e-05
Position 325: 1.0701579141859332e-05
Position 223: 7.01374654189022e-06
Position 395: 4.000611028577395e-06
Position 428: 2.2645628865274044e-06
Position 407: 2.225012423085688e-06
