Gene = MSL2
index = 887
Annotated 5SS: [875]
Annotated 3SS: [43107]
SMsplice 5SS: [  875  1149  3896 42995]
SMsplice 3SS: [ 1048  3816 42818 43107]
top_k =  100
Partition function (log Z): -28.175466243683452

Sorted 5' Splice Sites (High to Low Probability):
Position 3896: 0.8534492143807445
Position 875: 0.8186978807687448
Position 1149: 0.7256679933507436
Position 1452: 0.43261079506838734
Position 1989: 0.3562184484799343
Position 265: 0.09831251019688443
Position 2471: 0.04886460676554405
Position 2905: 0.028373616882858256
Position 2984: 0.021439896576663987
Position 940: 0.02117209907720476
Position 2812: 0.013389279798818392
Position 2021: 0.010177430049922482
Position 935: 0.010008163194864686
Position 6445: 0.005038846301933064
Position 2869: 0.004116003931305897
Position 252: 0.0012871204735246376
Position 617: 0.0009411222411007091
Position 963: 0.0008960471930878588
Position 494: 0.0005147643924513663
Position 514: 0.0004162059682985873
Position 967: 0.00037807743126505925
Position 554: 0.00025178965382464724
Position 28: 0.00024013886049442242
Position 363: 0.00020653421591319894
Position 556: 5.5698973469683153e-08
Position 522: 5.25555453007245e-08
Position 468: 9.662149372797347e-09
Position 143: 1.748618635870342e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3816: 0.8960190522630445
Position 1048: 0.5833353978398264
Position 13934: 0.3564941560026569
Position 1338: 0.24773080451888582
Position 1926: 0.1951921404940959
Position 7127: 0.1933772959818452
Position 1369: 0.13512236977225905
Position 992: 0.13016419501170698
Position 1840: 0.11869631681278098
Position 7147: 0.11562724962111069
Position 6127: 0.08923445579418908
Position 6554: 0.06014346188550692
Position 2743: 0.05669766464987296
Position 8179: 0.05046865980779304
Position 2367: 0.04886460676554414
Position 7416: 0.036355588727930245
Position 1902: 0.032867158280518914
Position 1837: 0.019401707231634806
Position 4080: 0.01654706034088755
Position 6574: 0.015063605789236857
Position 4008: 0.01085673588714938
Position 2775: 0.010621132539773665
Position 1009: 0.008804005141000928
Position 4100: 0.0049595505015467434
Position 4051: 0.004196026278284765
Position 5848: 0.0034133797123888573
Position 1083: 0.00321660184662297
Position 1052: 0.0028464556396864318
Position 974: 0.0022175453617419064
Position 4381: 0.0016289784537769545
Position 3364: 0.0010174550200786714
Position 920: 0.0005642923984645694
Position 1408: 0.00039074368252883747
Position 1787: 0.00023855571082625126
Position 1232: 0.00011620474338248629
Position 1026: 7.347361903806216e-05
Position 679: 3.9093795641213185e-05
Position 709: 2.0745909645407178e-05
Position 773: 1.7783316735696013e-05
Position 781: 9.759192217695094e-06
Position 573: 7.278612977743994e-06
Position 852: 5.592580345549224e-06
Position 724: 2.5786955236570845e-06
Position 338: 8.133547543171571e-07
Position 802: 4.534832181236567e-07
Position 810: 3.2645935975172817e-07
Position 830: 1.9381800571604286e-07
