Gene = FPGT
index = 565
Annotated 5SS: [ 149 1620 3199]
Annotated 3SS: [1451 3105 6178]
SMsplice 5SS: [ 149 1620 3199]
SMsplice 3SS: [1451 3105 6178]
top_k =  100
Partition function (log Z): -4.241513872063082

Sorted 5' Splice Sites (High to Low Probability):
Position 3199: 0.9400021732364974
Position 149: 0.8886975634746904
Position 1620: 0.659337587395689
Position 1634: 0.28006974539347135
Position 3457: 0.23633694197338379
Position 931: 0.2043238907099547
Position 3367: 0.12894011371164776
Position 6245: 0.1244761152158661
Position 215: 0.06667624889796553
Position 4437: 0.05905954295679476
Position 3645: 0.038866464218041165
Position 4064: 0.013214174572640897
Position 132: 0.009674135039366621
Position 59: 0.009500813162931356
Position 2607: 0.008728407061208508
Position 195: 0.004229181701940911
Position 2266: 0.003835579143613573
Position 956: 0.002193137110176637
Position 1682: 0.0018031011405111091
Position 555: 0.001559819548962344
Position 1652: 0.001130778458033382
Position 94: 0.0010072981247972283
Position 4161: 0.0004515269337281247
Position 1143: 0.00044775081802748544
Position 252: 3.8288712330217096e-07
Position 414: 2.1982637694695588e-07
Position 276: 2.1568152603653847e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3105: 0.9768876115919248
Position 6178: 0.8903503954162066
Position 1451: 0.8648736105719059
Position 3302: 0.23019084540171741
Position 3363: 0.09543748433473548
Position 867: 0.0696383334503853
Position 6753: 0.06545306908655149
Position 4321: 0.059986894916737456
Position 825: 0.04999352922421974
Position 3563: 0.049080257607830906
Position 1537: 0.04173624174504408
Position 8290: 0.03675114102086974
Position 848: 0.031995419450879546
Position 697: 0.031973244451074016
Position 3412: 0.02703804166107974
Position 1385: 0.023938288126841057
Position 6709: 0.018415969452240825
Position 7205: 0.017446180115630372
Position 7339: 0.017217083555651914
Position 4019: 0.01039409700955636
Position 1516: 0.009490136661541243
Position 2479: 0.008728407061208502
Position 6337: 0.007925324742028745
Position 6949: 0.007821946837354658
Position 6588: 0.006481251087696008
Position 5197: 0.005887674230183696
Position 3793: 0.005109118681283308
Position 5956: 0.004427025420160196
Position 4937: 0.0039514749895318
Position 3258: 0.0023748406578802572
Position 2113: 0.002065498958241443
Position 2073: 0.001770080185372129
Position 3569: 0.0015724484780602203
Position 1499: 0.0013820406100293415
Position 902: 0.0013756019416948746
Position 4636: 0.0010257858724178732
Position 925: 0.0009287712799889585
Position 1487: 0.0009178407734610737
Position 499: 0.0006303260042795186
Position 750: 0.0005596327730899072
Position 1031: 0.0004477508180274851
Position 357: 0.0003304091268942669
Position 738: 0.00024597191646876236
Position 877: 0.00019166654683751906
Position 3313: 7.705198775138133e-05
Position 3236: 4.4038663518307464e-05
Position 1324: 3.0538988823719517e-06
