Gene = AASS
index = 1
Annotated 5SS: [  306  4462  7448 15260 15516 16944 17190 18749 20225 20705 32202 32452
 35078 35373 40775 40980 42120 47811 52323 54226 54961 55985]
Annotated 3SS: [ 4284  7362 15191 15368 16864 17061 18599 20101 20592 32141 32383 34955
 35245 40663 40870 41978 47642 52226 54109 54871 55807 57214]
SMsplice 5SS: [  306  4462  7448 15260 15516 16944 17190 18749 20705 32202 32452 40775
 40980 47811 52323 54674 54961 55985]
SMsplice 3SS: [ 4345  7362 15103 15368 16864 17061 18599 20592 32141 32315 40663 40870
 47642 52226 54494 54871 55807 57214]
top_k =  100
Partition function (log Z): -7.827534090890467

Sorted 5' Splice Sites (High to Low Probability):
Position 306: 0.9998742835679503
Position 17190: 0.998436468561098
Position 7448: 0.9978483436763168
Position 18749: 0.9911623590159974
Position 16944: 0.989496254448899
Position 20705: 0.8919216791252147
Position 4462: 0.8000177107014852
Position 15516: 0.652543422377728
Position 15502: 0.3474296775932848
Position 8374: 0.3191834004981667
Position 12277: 0.25643790263798205
Position 18207: 0.19636648445491922
Position 21058: 0.08228566248763423
Position 7740: 0.07420662482792763
Position 4646: 0.06466708926615668
Position 7024: 0.0567978316653734
Position 659: 0.0563603382677055
Position 17612: 0.05585582444281259
Position 6917: 0.03855792890167861
Position 20717: 0.029832088971575285
Position 5839: 0.027323698231317646
Position 7086: 0.019953008384124327
Position 18183: 0.015174652239508011
Position 2924: 0.011416560427208065
Position 3844: 0.00887848812382485
Position 5343: 0.007274224544004524
Position 3111: 0.00435608549938165
Position 2093: 0.004193162964497384
Position 19305: 0.0036559415937682162
Position 19026: 0.002865373687782003
Position 7503: 0.0012413437382829584
Position 7571: 0.0009127550571291508
Position 17239: 0.0007333085535429837
Position 15968: 0.00044420535298958844
Position 17235: 0.00037937947586722497
Position 17144: 0.00036513694514611454
Position 7606: 0.00020054657647077166
Position 7452: 0.0001766264820468088
Position 329: 4.9502164609064635e-05
Position 264: 3.152929225521751e-05
Position 88: 1.9300080548454786e-05
Position 310: 1.3050853796550062e-05
Position 105: 6.297285808506159e-06
Position 135: 5.162949070066442e-06
Position 427: 8.738059551584896e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7362: 0.999999999999998
Position 15368: 0.9999730999710134
Position 17061: 0.9827952856881883
Position 18599: 0.9498098338525871
Position 16864: 0.6791481594614736
Position 4345: 0.6395851831814792
Position 20592: 0.5932077800137441
Position 21276: 0.37055309249981366
Position 20945: 0.3427474184875174
Position 20644: 0.3285459880830458
Position 16740: 0.3001599147736249
Position 8226: 0.27297720829217575
Position 12145: 0.256437902637982
Position 18047: 0.12156988102816157
Position 6848: 0.10758238260221815
Position 22579: 0.08185887308629859
Position 4176: 0.08136811979422051
Position 4558: 0.06466708926615665
Position 17430: 0.05535047558383868
Position 4284: 0.05285510483724548
Position 21925: 0.05272068341891869
Position 7700: 0.04333599745303073
Position 21229: 0.04233591015766178
Position 19404: 0.04085939926100168
Position 18559: 0.03223701104493312
Position 25757: 0.03017347021625198
Position 521: 0.028391102221797176
Position 5691: 0.027323698231317597
Position 4251: 0.02620930288854006
Position 21433: 0.02501941131669113
Position 18163: 0.02102907390565195
Position 18114: 0.020871607900791227
Position 8148: 0.01846803066002739
Position 22757: 0.017818287069256283
Position 18129: 0.01658711401579572
Position 567: 0.016560548699701118
Position 7528: 0.015523349715935664
Position 22396: 0.014995703733066006
Position 17949: 0.013475513077002458
Position 24230: 0.01338290845780827
Position 20891: 0.012594994927037431
Position 22515: 0.01122346597519911
Position 17917: 0.011194782445540593
Position 18403: 0.01094650690178818
Position 7570: 0.010864299674011644
Position 8279: 0.010514399617766658
Position 17068: 0.010321624714363114
Position 16525: 0.010188180213800259
Position 8166: 0.009844672335332455
Position 23792: 0.008751400741428264
Position 6715: 0.007726386348958041
Position 23436: 0.00768143917750532
Position 2847: 0.007503192920369292
Position 455: 0.007192068067655603
Position 17882: 0.006813164321483637
Position 17113: 0.00659514347244107
Position 18973: 0.006448023632963688
Position 7651: 0.004862593515197534
Position 19251: 0.004673618165311918
Position 3621: 0.004554826126143087
Position 2985: 0.004324210210912548
Position 1982: 0.004193162964497384
Position 8019: 0.004099130535066006
Position 5181: 0.00403876236449396
Position 2663: 0.0036814441413007947
Position 3744: 0.0034355800818758656
Position 8089: 0.0032799590577979646
Position 5220: 0.003235462179510564
Position 482: 0.0031356740166797147
Position 20795: 0.0026649148106231628
Position 539: 0.0010809452618718892
Position 3566: 0.0005479905504069428
Position 18947: 0.00045960562115955736
Position 15857: 0.0004442053529895885
Position 17500: 0.0004004285371595631
Position 3661: 0.0003400913653989614
Position 2895: 0.0002637986540070657
Position 17092: 0.00015996007824953327
Position 17449: 0.00010492032181433898
Position 17142: 2.604037821021299e-05
Position 17121: 1.6239204203519716e-05
Position 18517: 1.3364230359817751e-05
