Gene = PLEKHN1
index = 1036
Annotated 5SS: [ 118  307 3927 4105 4262 4510 4712 4908 5654 5928 6514 6830 7144 7555
 7868]
Annotated 3SS: [ 206 3779 4023 4188 4381 4615 4826 5577 5790 6363 6688 7002 7335 7818
 7944]
SMsplice 5SS: [ 118  307 3927 4105 4510 4712 4908 5654 5928 6514 6830 7144 7555]
SMsplice 3SS: [ 206 3779 4023 4381 4579 4826 5577 5776 6363 6688 7002 7335 7944]
top_k =  100
Partition function (log Z): 44.7850493014607

Sorted 5' Splice Sites (High to Low Probability):
Position 4510: 0.9998808503029679
Position 4908: 0.9993910276021558
Position 307: 0.996939572709121
Position 5654: 0.9952810157117353
Position 4105: 0.9905918480058848
Position 118: 0.9883370179971592
Position 6830: 0.9741847864682046
Position 5928: 0.9414984795147587
Position 3927: 0.9107234627733246
Position 4712: 0.8149343854843032
Position 7144: 0.7969265558190007
Position 7555: 0.5789126823322607
Position 6514: 0.5768831038729428
Position 6562: 0.3939918560027109
Position 2528: 0.25281347958187067
Position 2277: 0.22502706272197212
Position 7868: 0.21627157351800932
Position 735: 0.2062294321008912
Position 6295: 0.19071574464464755
Position 4723: 0.18057047292558498
Position 5264: 0.15153230826244735
Position 5048: 0.12018837020265859
Position 5097: 0.10561788973228338
Position 2249: 0.09883089431334778
Position 8087: 0.09823002926476954
Position 5111: 0.09745240539277288
Position 514: 0.0774954434645491
Position 4262: 0.0717580609026822
Position 5209: 0.05651841299310552
Position 7213: 0.046241689855056944
Position 2580: 0.045573413825967565
Position 5215: 0.03302564228346561
Position 7179: 0.03163733773141469
Position 8092: 0.02574993815590824
Position 423: 0.022787854896534017
Position 5478: 0.01956852894113368
Position 6566: 0.019326866949375278
Position 3864: 0.018695211317435876
Position 2153: 0.016934583666171912
Position 5508: 0.016546384902517756
Position 1620: 0.014631564933024538
Position 5403: 0.014307947899296628
Position 5188: 0.011950484991951367
Position 7254: 0.010718197651942407
Position 3900: 0.010487201566688965
Position 133: 0.009780848574491848
Position 4113: 0.008520654790010887
Position 7172: 0.007955805452388196
Position 5842: 0.005218306071911786
Position 5699: 0.004718212772955659
Position 5902: 0.0037950952197203193
Position 7126: 0.003681907344807621
Position 4716: 0.003425437186108082
Position 427: 0.001157902998202828
Position 129: 0.0011145726963323636
Position 6760: 0.0009714538312737739
Position 21: 0.0005923260302619182
Position 4344: 0.0004914203659700148
Position 815: 0.0004857540616283834
Position 4350: 0.000442587750127051
Position 360: 0.0002506126930841625
Position 4685: 0.00023643705349688603
Position 4735: 0.00016206752708002584
Position 4925: 0.00014958802985972215
Position 325: 0.00014378764355279313
Position 4346: 8.210035874525491e-05
Position 51: 7.347202764130418e-05
Position 334: 4.849126697409093e-05
Position 369: 4.169284134616238e-05
Position 518: 3.9361553340559e-05
Position 373: 3.6417058372970534e-05
Position 634: 3.0958385389529505e-06
Position 650: 3.8039074820087084e-07
Position 53: 1.5128256310982803e-07
Position 331: 3.189728706258663e-09
Position 371: 2.143520558147991e-10
Position 362: 1.992429548856721e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 206: 0.9995122498890023
Position 4023: 0.9978642678864469
Position 5577: 0.9886850352424055
Position 4381: 0.9870597892435562
Position 4826: 0.9837953047022321
Position 3779: 0.9404257818959708
Position 7002: 0.9334604540211634
Position 4579: 0.9247123373763453
Position 6688: 0.9151458352345002
Position 6363: 0.909350919031747
Position 7944: 0.6712853527856997
Position 5012: 0.5427198920349671
Position 7335: 0.527397429338828
Position 5776: 0.47886504900907845
Position 5790: 0.3201290582902347
Position 2107: 0.24804889830716736
Position 7916: 0.24781668682909028
Position 7818: 0.21627157351800966
Position 609: 0.18952549087494727
Position 2503: 0.16243235991636462
Position 6157: 0.14835497592380353
Position 5766: 0.1338195172374213
Position 2421: 0.10915155782818484
Position 2087: 0.07972566571587003
Position 4615: 0.07441862902704602
Position 4188: 0.0720955593488399
Position 8342: 0.06642686844123498
Position 382: 0.06311521056656723
Position 6397: 0.059220463182289164
Position 7310: 0.05083754713756237
Position 5379: 0.04689272280993242
Position 7467: 0.04404163365812137
Position 5231: 0.043159767296773406
Position 8567: 0.04101499620187317
Position 6671: 0.038535417348673905
Position 416: 0.03351630769211236
Position 2315: 0.026802975663289062
Position 6028: 0.023394570206800074
Position 6452: 0.02163044461099317
Position 8249: 0.01653810277756984
Position 6714: 0.014811045706405299
Position 1524: 0.014631564933024538
