Gene = FDPS
index = 552
Annotated 5SS: [  114  1114  1354  3544  9170  9440  9902 10077 10837 11077]
Annotated 3SS: [  936  1190  3402  9088  9316  9812 10003 10758 10941 11556]
SMsplice 5SS: [  114  1114  1354  3544  9170  9440  9902 10077 10837 11077]
SMsplice 3SS: [  936  1211  3402  9088  9316  9812 10003 10758 10941 11556]
top_k =  100
Partition function (log Z): 24.296428079406326

Sorted 5' Splice Sites (High to Low Probability):
Position 10837: 0.9999242341829984
Position 1114: 0.9952561316832452
Position 1354: 0.9692130028459431
Position 9170: 0.9677565785919501
Position 114: 0.9390367436615005
Position 3544: 0.9285808230184932
Position 10077: 0.825593855746655
Position 11077: 0.7996147588184539
Position 9440: 0.6354655457330287
Position 4664: 0.4918012705404975
Position 9902: 0.43384749169564146
Position 9912: 0.34558365004935576
Position 1602: 0.17804400831037717
Position 720: 0.15206995118353037
Position 11094: 0.1181556184122245
Position 1863: 0.08673940960548723
Position 3733: 0.08490086635383806
Position 3553: 0.04729645907168872
Position 225: 0.04226736286912506
Position 11365: 0.029571963077543614
Position 9197: 0.02561593009049974
Position 3531: 0.02396621736736593
Position 229: 0.021393340732697046
Position 1378: 0.021282188705601644
Position 9481: 0.01625336170985346
Position 10081: 0.00992648724475726
Position 2595: 0.008905539747831056
Position 100: 0.005261978045564898
Position 1291: 0.004394595933987566
Position 3797: 0.004038227303669994
Position 1129: 0.0038831726567279804
Position 10004: 0.003736276027789145
Position 10195: 0.002236802551619647
Position 2908: 0.002076765490773939
Position 489: 0.002043698142817907
Position 9193: 0.001976793990649428
Position 1801: 0.0018292929721386462
Position 1737: 0.0017878681271585029
Position 9160: 0.0017046650546776938
Position 9442: 0.0016037034953866837
Position 3097: 0.0015964476313720674
Position 1285: 0.001460888907922149
Position 775: 0.0014178229170201781
Position 1051: 0.0004849980370387968
Position 9175: 0.00039082848110621494
Position 184: 0.00037736720106596545
Position 727: 0.00035848538502893925
Position 3588: 5.848696002362209e-05
Position 3585: 2.811820722417716e-05
Position 416: 2.2035130640510747e-05
Position 1012: 1.9993006246480943e-05
Position 3572: 1.8643711062193478e-05
Position 1087: 1.8199548420965724e-05
Position 1560: 1.4803334418447614e-05
Position 3597: 1.1451135920005695e-05
Position 3523: 1.097610939412579e-05
Position 126: 1.0187141882717134e-05
Position 1123: 6.391274926262355e-06
Position 257: 1.5987243584249752e-06
Position 128: 2.914604398538848e-07
Position 212: 2.3282943953435704e-07
Position 66: 2.1103939722089036e-07
Position 173: 1.4303391427004558e-07
Position 320: 1.3317068998522415e-07
Position 3: 2.1676085860862006e-09
Position 210: 5.3480735544603944e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3402: 0.9999667467408866
Position 9088: 0.997444796208882
Position 10758: 0.9942363679316456
Position 11556: 0.9455300973168612
Position 10003: 0.81010340018645
Position 10941: 0.7717300689031114
Position 1211: 0.7228413617866708
Position 9316: 0.6476185132539669
Position 936: 0.49865718629459416
Position 900: 0.46749668497354047
Position 4403: 0.4363417483552998
Position 9812: 0.3986239513912792
Position 9720: 0.3237508523209082
Position 1190: 0.2742620259239508
Position 10973: 0.17757884502931415
Position 1483: 0.13308741926712855
Position 3661: 0.08881324326646128
Position 606: 0.06157318586248841
Position 1447: 0.03872909674894023
Position 9758: 0.036186293895250334
Position 579: 0.03603942519138762
Position 1694: 0.03520045237398896
Position 4442: 0.03231659308882628
Position 1479: 0.029827037902087246
Position 9858: 0.026762019531428517
Position 986: 0.0242358539907632
Position 525: 0.02358679410800492
Position 11234: 0.020057213506334635
Position 224: 0.019147307559789863
Position 11004: 0.016853637370186657
Position 10059: 0.016658168151544087
Position 4331: 0.014953529730861363
Position 628: 0.014292256895532427
Position 1722: 0.010977691763611465
Position 11184: 0.010788985376513651
Position 1736: 0.008941559828490488
Position 2495: 0.008905539747831056
Position 9780: 0.00883987783895778
Position 1643: 0.007798473742149316
Position 960: 0.007363402718426016
Position 4278: 0.005639223247904245
Position 10762: 0.005540031738621369
Position 357: 0.004639594637039115
Position 9362: 0.004406193984605501
Position 2843: 0.003673213122146007
Position 1669: 0.0029057930246928266
Position 673: 0.0026931702173809803
Position 4307: 0.002550176117605317
Position 254: 0.0014648207195626054
Position 11710: 0.0013279878371894548
Position 11276: 0.001311154885972474
Position 9385: 0.0012979036996949918
Position 11688: 0.0011960529043094318
Position 11297: 0.0009679318573169405
Position 1058: 0.0007073784051693626
Position 543: 0.0005105134308979187
Position 800: 0.0003671717744963457
Position 1074: 0.0003421198606718059
Position 445: 0.0003367695525537114
Position 497: 0.0001533042197932048
Position 10566: 0.0001360630780096113
Position 1192: 0.00012662283647793207
Position 3732: 0.00012585039104667553
Position 382: 0.00012436068590044878
Position 695: 0.00011584864807102762
Position 617: 4.454556050418429e-05
Position 388: 3.681632842941154e-05
Position 1281: 2.9671989067883375e-05
Position 10446: 1.2136755833479769e-05
Position 1249: 9.741984869747595e-06
Position 1227: 8.54276583066415e-06
Position 1254: 6.8919019810973e-06
Position 1257: 6.224271384445656e-06
Position 3219: 4.4288402841171005e-06
Position 1269: 3.7730452765486665e-06
Position 1234: 3.6775864355712972e-06
Position 359: 1.3217981231355779e-06
Position 339: 4.776277596472461e-07
Position 198: 8.066378153120963e-08
Position 188: 7.715185951134886e-08
Position 203: 2.046760696341545e-09
Position 237: 1.5708632257007538e-10
Position 143: 1.6450852522520477e-11
