Gene = AT2G02635
index = 26
Annotated 5SS: [ 84 225]
Annotated 3SS: [ 141 5549]
SMsplice 5SS: [ 84 523]
SMsplice 3SS: [400 611]
Partition function (log Z): -21.799764834870672

Sorted 5' Splice Sites (High to Low Probability):
Position 523: 0.6714137099079397
Position 84: 0.3485861577809659
Position 732: 0.2793516150440588
Position 103: 0.17323848850575138
Position 5403: 0.10564206238683736
Position 741: 0.07673969592559729
Position 506: 0.023658689267953215
Position 1085: 0.019869536978512743
Position 233: 0.016224586092006082
Position 3543: 0.013140753712139056
Position 779: 0.012773277109572727
Position 1850: 0.009163671003195355
Position 818: 0.0077175651366479196
Position 2462: 0.005462717670496296
Position 1695: 0.0048812267371043765
Position 241: 0.004571133332830462
Position 532: 0.004438524048531184
Position 225: 0.003873333460208021
Position 1962: 0.003022425306043435
Position 1054: 0.0030087976392826556
Position 944: 0.002765250557214544
Position 94: 0.002618022540533475
Position 1480: 0.002193369751135471
Position 5060: 0.0021010450800665157
Position 4145: 0.001997552345721662
Position 115: 0.001786982683357236
Position 1105: 0.0017161884506213978
Position 244: 0.0015915777762600222
Position 868: 0.0015890308231537385
Position 318: 0.0014026277403748767
Position 2772: 0.0013412686422385692
Position 973: 0.0013027980644244705
Position 1277: 0.0011594897889710648
Position 1137: 0.0009927686089608383
Position 1209: 0.0009339251798836282
Position 4911: 0.00074045958438704
Position 4480: 0.0005963431956175977
Position 1921: 0.0005910019390773196
Position 5358: 0.0004911329449731377
Position 3967: 0.0004844864148923219
Position 87: 0.0004709935094371481
Position 288: 0.00044690616021346083
Position 442: 0.0004170102139847294
Position 1462: 0.00036324544813103976
Position 1896: 0.0003153142098214674
Position 1252: 0.0003137961594791321
Position 4730: 0.0003056024175278915
Position 2635: 0.00027405605020543845
Position 1876: 0.0002667398872721557
Position 2638: 0.0002604538377448229
Position 5905: 0.00025535902686095354
Position 5003: 0.00024879705820609693
Position 2791: 0.00021990770332366925
Position 5476: 0.00020828424272898365
Position 4935: 0.00020513998323573717
Position 1532: 0.00019978577729508177
Position 765: 0.00017641897388359862
Position 1828: 0.00017534453290800193
Position 2786: 0.00017154552228535675
Position 1966: 0.00016487956383252526
Position 4525: 0.00015974988066730852
Position 693: 0.00015246628890450064
Position 4457: 0.00013436756747649668
Position 351: 0.00013326081097086566
Position 4045: 0.00012591670564531963
Position 1334: 0.000125254460232134
Position 4421: 0.00010860033154354732
Position 1103: 0.0001082824160404066
Position 2989: 0.00010533799581144652
Position 1413: 0.00010471206153323964
Position 3893: 0.00010431059724770412
Position 2413: 0.00010361752117283276
Position 560: 0.00010142349528500181
Position 938: 9.937782956605197e-05
Position 1182: 9.059958529821668e-05
Position 1241: 8.77987081703532e-05
Position 2957: 6.754361170918592e-05
Position 4469: 6.645439916652364e-05
Position 3855: 5.920187941219277e-05
Position 3988: 5.897147490720476e-05
Position 376: 5.677834238115124e-05
Position 1864: 5.480080877931146e-05
Position 57: 5.401796002988571e-05
Position 1148: 5.3174571357892974e-05
Position 600: 5.148589249943849e-05
Position 2974: 4.814012696246948e-05
Position 4380: 4.70695745115171e-05
Position 5702: 4.516237466785631e-05
Position 2289: 4.3846253098073255e-05
Position 3902: 4.245595773188961e-05
Position 2255: 4.202092132754656e-05
Position 2157: 4.193699301171848e-05
Position 1390: 4.108215250473182e-05
Position 38: 3.9659699645699714e-05
Position 1072: 3.932911937819269e-05
Position 4297: 3.9242242134943336e-05
Position 4374: 3.824356528955137e-05
Position 1770: 3.60351720362068e-05
Position 4005: 3.402323625687861e-05
Position 5317: 3.3306322030860815e-05
Position 990: 3.2968191387036746e-05
Position 3849: 3.1311332172608666e-05
Position 1365: 3.111972577035459e-05
Position 3941: 3.110310633978957e-05
Position 2474: 2.981862875679009e-05
Position 4003: 2.968173555001962e-05
Position 3408: 2.8970531153165856e-05
Position 2830: 2.8946880108482282e-05
Position 1036: 2.877798303839122e-05
Position 2250: 2.8378626577830976e-05
Position 1879: 2.8011796423977152e-05
Position 3887: 2.7542582978174105e-05
Position 30: 2.680997369062358e-05
Position 2360: 2.643723290362807e-05
Position 1465: 2.633704183208831e-05
Position 2139: 2.5158396469878092e-05
Position 4389: 2.4726893588256e-05
Position 825: 2.4527152831715417e-05
Position 5654: 2.3754447502486646e-05
Position 5442: 2.3693657991966006e-05
Position 5322: 2.160767069657938e-05
Position 1549: 1.879469979481631e-05
Position 162: 1.6698760455453936e-05
Position 4270: 1.665366597235549e-05
Position 1000: 1.610147728229469e-05
Position 3930: 1.580287608741935e-05
Position 3922: 1.5045705318892378e-05
Position 1372: 1.308613348481425e-05
Position 2046: 1.3073247567041442e-05
Position 5549: 1.2777287488676689e-05
Position 4212: 1.2290684732908965e-05
Position 4172: 1.2142781844475826e-05
Position 4564: 1.212586735739527e-05
Position 4279: 1.2104342975372696e-05
Position 479: 1.2037128569605019e-05
Position 783: 1.1948424834689476e-05
Position 1558: 1.1363283635660612e-05
Position 4949: 1.04685928943348e-05
Position 5536: 1.0116365931890947e-05
Position 1267: 9.700527664670852e-06
