Gene = LOC101742730
index = 538
Annotated 5SS: [156]
Annotated 3SS: [755]
SMsplice 5SS: [156]
SMsplice 3SS: [755]
Partition function (log Z): -3.290899208141499

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.9978549091090894
Position 132: 0.0015934426055838858
Position 502: 0.0014887142659961658
Position 548: 0.0005598245931545
Position 419: 0.00027487108800093986
Position 382: 0.00017306297318284885
Position 160: 0.0001571949213675864
Position 833: 0.00014593552355126
Position 123: 0.00012683170237685562
Position 146: 8.827786448228626e-05
Position 426: 3.988779047966706e-05
Position 606: 3.944622960905563e-05
Position 855: 1.927544711038954e-05
Position 999: 1.582210619032149e-05
Position 499: 1.1033331373183473e-05
Position 25: 9.849733442125498e-06
Position 529: 7.593247561893706e-06
Position 526: 7.351947260758711e-06
Position 671: 6.13947611269211e-06
Position 553: 4.81056938782415e-06
Position 868: 4.247910052196421e-06
Position 57: 3.895217761888726e-06
Position 646: 3.329070214224525e-06
Position 411: 3.295427265552164e-06
Position 917: 2.846789676568846e-06
Position 95: 2.5724916748089758e-06
Position 269: 2.513617460601391e-06
Position 90: 1.507807501386667e-06
Position 225: 1.4807466200520828e-06
Position 344: 1.232017803445136e-06
Position 1003: 9.635569615894951e-07
Position 958: 9.413524410191542e-07
Position 118: 7.45977524635897e-07
Position 293: 6.651548818275597e-07
Position 229: 5.677555593515368e-07
Position 541: 5.042464975770551e-07
Position 566: 4.920614498957222e-07
Position 593: 3.5992072491572985e-07
Position 860: 3.0577580882968885e-07
Position 789: 3.001469599593666e-07
Position 78: 2.741331155166989e-07
Position 977: 2.2393025679812513e-07
Position 354: 1.808555699918862e-07
Position 816: 1.7337878470025745e-07
Position 130: 1.6804659463671179e-07
Position 320: 7.498089578340909e-08
Position 431: 7.036489624842128e-08
Position 87: 6.96557991977609e-08
Position 1019: 4.845488273097187e-08
Position 756: 1.3620341149337643e-08
Position 939: 9.836778797136479e-09
Position 759: 7.264776579230265e-09
Position 822: 6.861451387501595e-09
Position 243: 3.1919294602379036e-09
Position 728: 1.275441808070524e-09
Position 777: 1.20898973226375e-09
Position 713: 1.4044454967408307e-10
Position 779: 5.417311235446547e-11
Position 791: 4.3055882788069367e-11
Position 748: 3.950506396315604e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 755: 0.9925311833309398
Position 315: 0.005910316510281619
Position 802: 0.001808045107177736
Position 646: 0.0004415386594935925
Position 692: 0.0004364271922226238
Position 946: 0.0004342218780153571
Position 723: 0.00038686876212105085
Position 1104: 0.00015315652435062018
Position 269: 9.62824632091538e-05
Position 289: 8.253727710522748e-05
Position 243: 6.032457162115175e-05
Position 274: 4.566500643824523e-05
Position 589: 4.555078739811082e-05
Position 658: 4.4533804074560524e-05
Position 731: 4.299765896735653e-05
Position 1003: 3.9274142978799926e-05
Position 868: 2.495736281342991e-05
Position 484: 2.0937798271660562e-05
Position 293: 1.4221567586942002e-05
Position 426: 1.3436198967088802e-05
Position 541: 7.222955017428515e-06
Position 666: 6.023198899688477e-06
Position 846: 5.459100116576427e-06
Position 490: 1.8602230367240803e-06
Position 333: 7.233083098911466e-07
Position 431: 6.870728305484113e-07
Position 809: 6.110731238424253e-07
Position 370: 6.006052382185467e-07
Position 816: 5.366466006203671e-07
Position 418: 4.387426180475203e-07
Position 411: 4.0373020575791654e-07
Position 404: 3.2608032553011513e-07
Position 351: 2.5183245205917774e-07
Position 439: 2.397255783978854e-07
Position 526: 1.3616944328859638e-07
Position 547: 1.2625063402433264e-07
Position 879: 1.0080729705877633e-07
Position 328: 5.379593433751288e-08
Position 107: 5.120248445334326e-08
Position 87: 2.7925038349174052e-08
Position 494: 1.1124980649013928e-08
Position 335: 3.045673122613234e-10
Position 112: 2.278090741725375e-10
Position 363: 2.0125781372088939e-10
Position 160: 1.0624572489871166e-15
