Gene = LOC101742736
index = 540
Annotated 5SS: [156]
Annotated 3SS: [242]
SMsplice 5SS: [156]
SMsplice 3SS: [914]
Partition function (log Z): -11.06870256190737

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.8544215900114576
Position 571: 0.11046898344956169
Position 1054: 0.04978994002625266
Position 39: 0.03218337713196548
Position 722: 0.02611456269291464
Position 1506: 0.007803867400837075
Position 794: 0.006301125085269193
Position 315: 0.00442151198590852
Position 160: 0.0034263159223959353
Position 1098: 0.0029098556286220535
Position 690: 0.002448431776461663
Position 660: 0.002120893062137137
Position 864: 0.0015866429105424915
Position 496: 0.001510208356270954
Position 44: 0.001401437572584946
Position 925: 0.0013046871865977287
Position 1569: 0.001224042402572396
Position 575: 0.001156475339431165
Position 961: 0.0008320627850324585
Position 944: 0.00046863454481048216
Position 202: 0.00041747550909963365
Position 269: 0.00032273684641138587
Position 510: 0.000247695482991028
Position 468: 0.00024531769934378546
Position 247: 0.00018728977176263437
Position 458: 0.00017984129790209825
Position 1708: 0.00014112038718927294
Position 478: 0.0001211992823441096
Position 1510: 8.495005359373271e-05
Position 967: 5.863550631600523e-05
Position 500: 5.2782094656320824e-05
Position 85: 4.032075298794369e-05
Position 1109: 3.5086877855623686e-05
Position 170: 2.7678711321197628e-05
Position 1485: 2.6219078232693863e-05
Position 183: 2.4340968771410068e-05
Position 1325: 2.0930444603209905e-05
Position 1627: 1.7200956130055366e-05
Position 1371: 1.5283998476704416e-05
Position 303: 1.3653051235365585e-05
Position 837: 1.2000071800640234e-05
Position 1757: 1.114531015545651e-05
Position 1388: 8.816882333952978e-06
Position 1350: 6.669241306921885e-06
Position 1440: 6.030267408173282e-06
Position 1420: 5.756729359248999e-06
Position 1030: 4.7848840461747925e-06
Position 1231: 4.017503039932506e-06
Position 817: 2.9844018699850943e-06
Position 1218: 2.75758464779768e-06
Position 1305: 2.205253838240553e-06
Position 1577: 2.1633392002223237e-06
Position 1844: 2.0734751749502385e-06
Position 1315: 2.0550918787797256e-06
Position 83: 2.026925063430366e-06
Position 983: 1.6799445639773926e-06
Position 1412: 1.4407387435076326e-06
Position 1791: 1.4361265908555988e-06
Position 1376: 1.2309108068535654e-06
Position 1273: 1.1105551688484047e-06
Position 543: 9.448812056896864e-07
Position 1448: 4.892327333032814e-07
Position 1343: 4.5229735404832564e-07
Position 901: 3.7557169233949167e-07
Position 1256: 3.4640057850243687e-07
Position 853: 2.844266351958915e-07
Position 1591: 2.6593335690793557e-07
Position 1033: 2.6401924436977516e-07
Position 1307: 2.3004578757564895e-07
Position 1212: 1.9566508215012725e-07
Position 1446: 1.331953787677735e-07
Position 1633: 8.983884104059376e-08
Position 1329: 8.330970631392928e-08
Position 1194: 8.02293301935037e-08
Position 1911: 6.008246558082807e-08
Position 1609: 5.1812596798629434e-08
Position 1541: 4.93444668850064e-08
Position 1865: 4.536385039500342e-08
Position 1223: 4.0743960382542014e-08
Position 1641: 3.810893825029834e-08
Position 1594: 1.9336378534093597e-08
Position 914: 1.2152242822176686e-08
Position 1313: 6.3546494192220996e-09
Position 1320: 4.2899687431743345e-09
Position 1928: 9.072960797628761e-12
Position 1915: 2.4905915269151504e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 914: 0.5723730784520051
Position 242: 0.14602882067987594
Position 1568: 0.06980268609813108
Position 438: 0.044764765276717376
Position 1459: 0.04078135278924523
Position 556: 0.037154644607611385
Position 1126: 0.030099371337118607
Position 1900: 0.027809297221367144
Position 462: 0.026011666569694523
Position 297: 0.0221955299336207
Position 335: 0.01891373936342108
Position 387: 0.010610251547814562
Position 1786: 0.009023906013841393
Position 1440: 0.007024358998747826
Position 1840: 0.00669979543102386
Position 1481: 0.005913144213930661
Position 280: 0.0052645373596543815
Position 853: 0.0035549160341495174
Position 1343: 0.002922485268704895
Position 1928: 0.0028405132904684985
