Gene = LOC101738577
index = 307
Annotated 5SS: [285 623]
Annotated 3SS: [358 815]
SMsplice 5SS: [285 623]
SMsplice 3SS: [358 815]
Partition function (log Z): -3.048280960783109

Sorted 5' Splice Sites (High to Low Probability):
Position 285: 0.9931253909341896
Position 623: 0.8921854370864396
Position 610: 0.01140275821821445
Position 542: 0.0021631030801960434
Position 650: 0.0019259257920766588
Position 667: 0.0015816026474483166
Position 289: 0.0012861416864675499
Position 12: 0.0006257310275554568
Position 298: 0.0006183934944205029
Position 680: 0.0005517803086593032
Position 551: 0.0005309992486592959
Position 628: 0.0004672983125760022
Position 455: 0.000356904622443269
Position 559: 0.00023390269003934226
Position 195: 0.00017045066811012717
Position 7: 0.00015523626625412316
Position 156: 0.00011721579588145915
Position 532: 7.635246076701015e-05
Position 898: 3.4777893679920244e-05
Position 371: 2.9575006024948143e-05
Position 944: 1.4641358212749049e-05
Position 174: 1.4628427159665344e-05
Position 187: 1.3146684507273004e-05
Position 959: 9.16074739289021e-06
Position 58: 7.463335379140057e-06
Position 64: 6.5187748202085165e-06
Position 342: 4.942891667980826e-06
Position 360: 4.4693477464401004e-06
Position 407: 4.165775209285447e-06
Position 800: 2.4803248352318035e-06
Position 828: 2.1194851101012617e-06
Position 853: 1.4801870624031768e-06
Position 1096: 1.2430152196345685e-06
Position 670: 1.133465377111459e-06
Position 904: 8.878024773947263e-07
Position 1123: 7.402744401458133e-07
Position 165: 7.351976755597636e-07
Position 1024: 5.167510135496447e-07
Position 113: 3.220438622771785e-07
Position 318: 3.0687109046751457e-07
Position 1083: 2.7761725217310606e-07
Position 736: 2.3579952522933185e-07
Position 176: 2.3265867685582698e-07
Position 77: 2.1425032735321864e-07
Position 1012: 1.843553254170315e-07
Position 115: 1.8404664041397422e-07
Position 1075: 1.832314576593298e-07
Position 830: 1.7554403407024507e-07
Position 181: 1.1862494271279247e-07
Position 1130: 1.1636081815941472e-07
Position 302: 7.16662778345756e-08
Position 1045: 6.540036944188494e-08
Position 380: 2.160885812427072e-08
Position 798: 1.3119344268628118e-09
Position 327: 1.2115027162479339e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 358: 0.9612937836961263
Position 815: 0.6888010091573846
Position 914: 0.07923465283210998
Position 917: 0.07830891044277959
Position 868: 0.03248732165805633
Position 1024: 0.02530484617424469
Position 944: 0.009225091271090087
Position 458: 0.005708139340575721
Position 736: 0.005317287554460953
Position 1036: 0.0037464630228881716
Position 744: 0.00361737821470453
Position 871: 0.0025076987622625934
Position 427: 0.0019636578010653553
Position 840: 0.0015068940660327445
Position 557: 0.00126606405007245
Position 954: 0.0011097942463160124
Position 824: 0.0010080969446297169
Position 817: 0.0008681083434793953
Position 891: 0.0007025540359928308
Position 1207: 0.00046578438534327526
Position 784: 0.00044360976644128704
Position 884: 0.00032409349103243164
Position 407: 0.00032231768839150246
Position 951: 0.00030778460905845083
Position 846: 0.0002861183101537121
Position 1089: 0.0002418158276783239
Position 776: 0.00023980195322219984
Position 402: 0.0001397813867080741
Position 877: 0.00013848307709826563
Position 1000: 0.0001050758735963722
Position 102: 0.00010079614433698028
Position 179: 8.0759021063876e-05
Position 537: 7.29804241766824e-05
Position 492: 7.196712926642943e-05
Position 1045: 4.541963153562522e-05
Position 1187: 3.989610070663443e-05
Position 460: 3.663848842278445e-05
Position 591: 3.415596757660054e-05
Position 570: 3.272339603420561e-05
Position 1012: 3.229160724521907e-05
Position 1081: 3.098354303819856e-05
Position 1009: 1.812901611551524e-05
Position 1095: 1.8030467448267955e-05
Position 919: 1.2402845593544578e-05
Position 545: 1.221820158753427e-05
Position 778: 1.2177959208226303e-05
Position 898: 1.2167248550034774e-05
Position 525: 1.1704093707761846e-05
Position 201: 1.0531888253898499e-05
Position 1157: 1.0176407393578998e-05
Position 512: 8.03352207163299e-06
Position 173: 7.2934077372692065e-06
Position 113: 5.000431686312157e-06
Position 594: 3.890124173283788e-06
Position 435: 3.3638824063006696e-06
Position 959: 3.193708263950545e-06
Position 574: 2.1004109921319333e-06
Position 468: 1.7323994581220973e-06
Position 967: 1.3644656644809065e-06
Position 613: 1.3510619176272526e-06
Position 1115: 1.315538366895884e-06
Position 956: 7.84053846295176e-07
Position 170: 7.063762607430116e-07
Position 432: 5.580828022208257e-07
Position 622: 4.814104373854293e-07
Position 679: 4.3423424270669973e-07
Position 478: 4.1185952844362595e-07
Position 284: 3.379415928220116e-07
Position 826: 2.5960502388395334e-07
Position 195: 2.578788425714438e-07
Position 442: 2.3544530381382715e-07
Position 481: 1.1128052486640865e-07
Position 610: 8.857653804942672e-08
Position 472: 7.40441811620016e-08
Position 257: 5.314921387002016e-08
Position 1130: 4.563358646042055e-08
Position 628: 3.012103548005496e-08
Position 670: 2.9868283578426876e-08
Position 236: 1.4968494883565707e-08
Position 245: 9.426588878927056e-09
Position 650: 7.830833105325894e-09
Position 559: 7.731392611135645e-09
Position 226: 6.829316503231784e-09
Position 302: 4.669023638827341e-09
Position 667: 3.119910970229422e-09
Position 216: 1.947989773232983e-09
Position 203: 7.617651326508015e-10
Position 214: 2.0317800396959525e-10
Position 596: 1.215374037225637e-10
Position 289: 3.2209533896317687e-14
