Gene = LOC119629853
index = 861
Annotated 5SS: [635]
Annotated 3SS: [723]
SMsplice 5SS: [635]
SMsplice 3SS: [723]
Partition function (log Z): -9.562065747443505

Sorted 5' Splice Sites (High to Low Probability):
Position 635: 0.9112216097145828
Position 446: 0.024381176478056123
Position 423: 0.020753970373095783
Position 1164: 0.01969658084759285
Position 128: 0.012786198835592177
Position 1031: 0.00898773027150302
Position 787: 0.006482684114766343
Position 766: 0.006168825537547397
Position 220: 0.005433977756310299
Position 368: 0.004646917717402469
Position 97: 0.004372199039366364
Position 34: 0.003951199728511758
Position 1003: 0.0034454447018368688
Position 19: 0.003261469720104748
Position 411: 0.0027624629210567316
Position 215: 0.002008127775175053
Position 837: 0.0018338870139160005
Position 1325: 0.0017046390376800526
Position 959: 0.0014629233326451374
Position 1329: 0.0013124442294699303
Position 404: 0.0009054550454992123
Position 848: 0.000670336442292236
Position 586: 0.0005751939963981848
Position 853: 0.00047735084364613947
Position 757: 0.00040490334400899346
Position 983: 0.0003584025153341012
Position 330: 0.00034991509370517737
Position 1144: 0.00021597999487105897
Position 592: 0.0002019379141331174
Position 1038: 0.00018969382959782373
Position 867: 0.00018400015525871935
Position 59: 0.00015562204850965575
Position 1010: 0.00012701978412851133
Position 639: 0.00012322181744189238
Position 1308: 0.00011459400317600363
Position 1468: 0.00011413077143309607
Position 76: 0.0001091871586784264
Position 1312: 0.00010446095900298838
Position 820: 9.7795248768765e-05
Position 1178: 9.669596603971629e-05
Position 184: 9.029344871043624e-05
Position 781: 8.536310060078943e-05
Position 54: 6.665824205896362e-05
Position 464: 6.344502229000379e-05
Position 1668: 5.010620379829368e-05
Position 647: 4.707519984230505e-05
Position 1604: 4.3939192783980105e-05
Position 702: 4.088325788225665e-05
Position 892: 3.380337132236972e-05
Position 333: 3.1357752215318474e-05
Position 1534: 2.9889933834472753e-05
Position 65: 2.8214145433405283e-05
Position 1020: 2.7458561636409e-05
Position 623: 2.5237154036740854e-05
Position 1418: 2.411689055610423e-05
Position 911: 2.2900639240008743e-05
Position 1113: 2.0036887741369225e-05
Position 524: 1.9939661009601205e-05
Position 827: 1.948938266605038e-05
Position 1600: 1.8782615191714628e-05
Position 317: 1.8109801617954195e-05
Position 440: 1.669683559486289e-05
Position 996: 1.5892488328310964e-05
Position 487: 1.4103765265477657e-05
Position 461: 1.275054822756479e-05
Position 1590: 1.231699369531121e-05
Position 1150: 6.7512757122859685e-06
Position 373: 6.56766135479775e-06
Position 682: 6.15689844428971e-06
Position 1067: 5.3014055401318195e-06
Position 1168: 4.643103414183677e-06
Position 1035: 4.631347822802742e-06
Position 248: 4.538321603615704e-06
Position 1581: 4.453722793600165e-06
Position 889: 4.373340555967014e-06
Position 1280: 3.717299225910268e-06
Position 559: 3.4048100022429338e-06
Position 1373: 3.328279826460671e-06
Position 1709: 3.1311631418205392e-06
Position 243: 2.980951312614215e-06
Position 549: 2.738697719967233e-06
Position 291: 2.549176084045158e-06
Position 948: 2.0234888942785908e-06
Position 1366: 1.9679849931201695e-06
Position 1194: 1.8643819775227638e-06
Position 26: 1.8269972091167398e-06
Position 1062: 1.6479206224039246e-06
Position 770: 1.529844427251952e-06
Position 716: 1.4306148749731753e-06
Position 1501: 1.3156956603418071e-06
Position 1443: 1.1348031536101481e-06
Position 529: 1.1305081489549474e-06
Position 933: 7.587516353857035e-07
Position 277: 7.432555942993745e-07
Position 736: 7.036671812581976e-07
Position 1191: 6.898763900775542e-07
Position 710: 6.798781771923795e-07
Position 987: 5.290907284552604e-07
Position 1173: 5.23607538105629e-07
Position 674: 4.9855950488511e-07
Position 1685: 4.586902552975169e-07
Position 1133: 4.5430233185198165e-07
Position 1361: 3.9151475697148383e-07
Position 1641: 3.233075872103484e-07
Position 1086: 3.0621915388800933e-07
Position 1057: 2.9034120456797897e-07
Position 718: 2.5213874027160505e-07
Position 1696: 2.4871416112690334e-07
Position 1123: 2.2583378388351303e-07
Position 1322: 2.1618013315049322e-07
Position 1524: 2.106676114260298e-07
Position 518: 1.9549337710102113e-07
Position 1481: 1.917582464780176e-07
Position 1157: 1.833745678904835e-07
Position 887: 1.2852186392797404e-07
Position 521: 1.1625488195423215e-07
Position 794: 9.988231294729493e-08
Position 1094: 9.923079477723075e-08
Position 1472: 9.133477537866181e-08
Position 1713: 7.1093248891023e-08
Position 1454: 6.236113478799142e-08
Position 1556: 6.024721359106405e-08
Position 1538: 4.2689410704268116e-08
Position 595: 4.003708902723068e-08
Position 1702: 3.232917802792728e-08
Position 1487: 2.6950979381246976e-08
Position 1116: 2.6674384375745094e-08
Position 1104: 2.573469754727573e-08
Position 1246: 1.9273705189038652e-08
Position 1566: 1.9128268725707962e-08
Position 1459: 1.5544077590472555e-08
Position 1213: 1.5414792099903912e-08
Position 1096: 1.2807254596613063e-08
Position 1405: 1.1243799979952074e-08
Position 1518: 1.0172892855780524e-08
Position 1676: 6.673491795934496e-09
Position 1707: 3.1794273076812807e-09
Position 1631: 6.124810957277931e-10
Position 1721: 1.1734889383670098e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 723: 0.9411115871520047
Position 1506: 0.042280229275129866
Position 1421: 0.02092848135954969
Position 1112: 0.006441542777460215
Position 939: 0.0053993699648749935
Position 1641: 0.004714485700029475
Position 1774: 0.0037685982304893604
Position 1441: 0.0031691489767711172
Position 1002: 0.003157875873580224
Position 570: 0.002771687430196563
Position 480: 0.002677499541682103
Position 1707: 0.0024648277036502467
Position 1233: 0.0016396259539974995
Position 1603: 0.0015485860290432168
Position 574: 0.0015222127403755755
Position 1051: 0.0011609034801371898
Position 367: 0.0009762165100603839
Position 1624: 0.0008950662985542163
Position 1487: 0.0008112096653492331
Position 1432: 0.0007943190231520495
Position 1538: 0.0006618926172340972
Position 1556: 0.0004870675830965019
Position 289: 0.00045580537666265825
Position 1779: 0.0004485962830374639
Position 734: 0.0003743214930869669
Position 1459: 0.0003194710939984136
Position 1062: 0.0002942584434538133
Position 933: 0.0002077577606017874
Position 499: 0.00020205795606535154
Position 1322: 0.00016485801152964222
Position 453: 0.00012362794338185092
Position 1121: 0.00012033001779726253
Position 1721: 0.00011895652660297171
Position 1026: 0.00011577968778207946
Position 384: 8.733439792410252e-05
Position 1241: 6.524860021149312e-05
Position 1178: 5.855551176530328e-05
Position 333: 5.829824416234257e-05
Position 1513: 5.262684229948997e-05
Position 1524: 4.6712167541410286e-05
Position 837: 4.418598980614328e-05
Position 421: 3.835558696622355e-05
Position 330: 3.5861200196088915e-05
Position 1086: 3.5101169824184854e-05
Position 259: 2.9737595968580072e-05
Position 1168: 2.3730124073956e-05
Position 1010: 2.1780926652675306e-05
Position 623: 2.1214851311254872e-05
Position 220: 2.0359196103502146e-05
Position 1594: 1.929096626411722e-05
Position 1067: 1.826928433271319e-05
Position 634: 1.636514988072238e-05
Position 150: 1.4662413947388097e-05
Position 176: 1.4004041571757613e-05
Position 1133: 1.3723220972439146e-05
Position 1267: 1.3558699038156192e-05
Position 1366: 1.2276863159371903e-05
Position 631: 1.1391845449861617e-05
Position 1328: 1.1025165789712667e-05
Position 606: 9.787423577169047e-06
Position 580: 9.204632316884359e-06
Position 1016: 8.712361297468764e-06
Position 803: 8.534465311462687e-06
Position 1787: 8.16014038511181e-06
Position 398: 7.917305563190113e-06
Position 311: 7.675266552380173e-06
Position 1272: 6.023394684309663e-06
Position 1283: 5.889150971833144e-06
Position 1373: 5.846418622766545e-06
Position 1361: 5.6949056057370536e-06
Position 549: 5.4064945973974325e-06
Position 856: 4.021813088915775e-06
Position 1071: 3.1086192053019514e-06
Position 687: 2.595332009159755e-06
Position 595: 2.561224325000239e-06
Position 118: 1.766082867935512e-06
Position 487: 1.3896580073572667e-06
Position 378: 1.3453429939942929e-06
Position 694: 1.3392147643232689e-06
Position 291: 1.134573335324709e-06
Position 1123: 8.58021435561821e-07
Position 620: 5.645599125175237e-07
Position 647: 4.4002242963378284e-07
Position 584: 3.465034770705125e-07
Position 736: 2.6089393302538704e-07
Position 88: 2.2536256922580827e-07
Position 674: 1.8325371807489795e-07
Position 1280: 1.6315791454706056e-07
Position 653: 1.5014615359474045e-07
Position 417: 1.4961612042433134e-07
Position 848: 1.4533021001260527e-07
Position 440: 1.2942810481837848e-07
Position 184: 1.27706443960813e-07
Position 1141: 1.1331928504606659e-07
Position 609: 1.0257810923275034e-07
Position 97: 7.542169306950996e-08
Position 338: 7.259012543925957e-08
Position 395: 6.89182329554968e-08
Position 764: 4.551106803666006e-08
Position 128: 4.17314056339969e-08
Position 617: 3.8721793646197456e-08
Position 853: 3.581582331864046e-08
Position 702: 3.069885007173748e-08
Position 82: 2.8970249365637532e-08
Position 1308: 2.5633201924047664e-08
Position 192: 7.631709197322289e-09
Position 689: 7.057541900393997e-09
Position 691: 1.7293665223385465e-09
Position 745: 8.660040535928671e-10
Position 644: 4.780174197173544e-11
