Gene = LOC101744904
index = 657
Annotated 5SS: [ 294 1764]
Annotated 3SS: [1567 1845]
SMsplice 5SS: [ 294  938 1764]
SMsplice 3SS: [ 749 1567 2322]
Partition function (log Z): 5.460267481892808

Sorted 5' Splice Sites (High to Low Probability):
Position 1764: 0.9791468247946244
Position 294: 0.9758814174295073
Position 938: 0.5822336739799802
Position 499: 0.21750826848897292
Position 508: 0.18689679316837216
Position 1409: 0.038355772024377004
Position 822: 0.03636008229485046
Position 1053: 0.03524687612427424
Position 1011: 0.034817917900143304
Position 2101: 0.025342090085490317
Position 677: 0.022897545946807978
Position 1707: 0.01816220509561067
Position 250: 0.017075472026466188
Position 1027: 0.008587369330335668
Position 1936: 0.008370518855390975
Position 2075: 0.007627812351534842
Position 886: 0.006073546947174505
Position 975: 0.006001248819570156
Position 2425: 0.005445002756419894
Position 834: 0.004084423700413468
Position 656: 0.003988763316995413
Position 947: 0.0033518401853615512
Position 102: 0.0021601231842268863
Position 1439: 0.0019448028179684426
Position 503: 0.0019069629294077668
Position 2440: 0.0017442888099787
Position 1320: 0.0017174323903708499
Position 444: 0.0014472649570614535
Position 38: 0.0013663331886145454
Position 818: 0.0013142331802280974
Position 1273: 0.0011762203046644115
Position 857: 0.0010482843250590101
Position 2033: 0.0008504411471229991
Position 1047: 0.000629816202513771
Position 1841: 0.0004919110815960844
Position 1171: 0.00045884535782498236
Position 798: 0.0004507257453844616
Position 1852: 0.00043518279185911137
Position 1153: 0.0004247737658291373
Position 1115: 0.00040162210882155124
Position 1892: 0.0003611541006988366
Position 2339: 0.00033174415892481545
Position 2251: 0.00030781641070070303
Position 231: 0.00030547465461433943
Position 1240: 0.0002982098520283576
Position 730: 0.00024814784714035563
Position 1433: 0.00023453461029995643
Position 607: 0.00022454773566161706
Position 1123: 0.00021090421277058157
Position 1726: 0.000193639694868069
Position 2195: 0.0001804159729149997
Position 2448: 0.00016808185711045067
Position 2516: 0.00015320374157145293
Position 1175: 0.00014859812208917775
Position 2454: 0.00014254256585745972
Position 472: 0.00013027190816608918
Position 2522: 0.00012552202099470086
Position 1291: 0.00012363623370450024
Position 262: 0.0001104469308275678
Position 2023: 0.00010743780372552282
Position 850: 0.0001049215528061572
Position 1617: 9.782010034399044e-05
Position 556: 8.803614661548894e-05
Position 1697: 8.564757779670562e-05
Position 1015: 7.720572042463734e-05
Position 2113: 7.409228126480891e-05
Position 2558: 6.817758824289459e-05
Position 2210: 6.60810664297058e-05
Position 306: 5.864462248192297e-05
Position 2156: 5.576102576887398e-05
Position 1929: 5.1235364387577844e-05
Position 911: 5.096031129781139e-05
Position 2160: 4.97895577676638e-05
Position 908: 4.7578887849883664e-05
Position 1225: 4.536527077120247e-05
Position 804: 4.410829651181811e-05
Position 2397: 4.387846047124211e-05
Position 1413: 4.344822220356176e-05
Position 2546: 3.6070493697915996e-05
Position 2219: 3.5045916940751085e-05
Position 2256: 3.366360314736549e-05
Position 1200: 1.936247749400317e-05
Position 106: 1.8780289699256893e-05
Position 2639: 1.6051082535873453e-05
Position 1452: 1.6049389834220238e-05
Position 951: 1.5823794640562923e-05
Position 1057: 1.5767870444304668e-05
Position 320: 1.4534267252073897e-05
Position 1946: 1.426006979471857e-05
Position 2227: 1.4050076031134311e-05
Position 2381: 1.3814360251513242e-05
Position 1503: 1.2839276226320658e-05
Position 298: 1.2446177916995278e-05
Position 135: 1.0141850458058643e-05
Position 2459: 9.260132059622951e-06
Position 1995: 8.73656832184515e-06
Position 739: 8.60333997243411e-06
Position 1355: 7.274965635586794e-06
Position 942: 6.873984281662624e-06
Position 1231: 6.6235257474732065e-06
Position 2171: 6.438391758287361e-06
Position 2716: 6.393618597250407e-06
Position 899: 6.329391572081291e-06
Position 1934: 5.993890991829402e-06
Position 1246: 5.473684506338651e-06
Position 1146: 5.074684499631971e-06
Position 161: 4.823723607895398e-06
Position 890: 4.717534461964393e-06
Position 813: 4.493940981402498e-06
Position 960: 4.037144696827611e-06
Position 1986: 3.7118067393710667e-06
Position 1233: 3.63110397944572e-06
Position 1157: 3.623253300877283e-06
Position 114: 3.3860988314854754e-06
Position 1411: 3.331742940559927e-06
Position 2496: 3.031248549795298e-06
Position 14: 2.679575647808277e-06
Position 2344: 2.5663386884742284e-06
Position 758: 2.538836040034276e-06
Position 519: 2.455894486744273e-06
Position 1652: 2.433409822767339e-06
Position 1972: 2.2435359632878048e-06
Position 1638: 2.1526717271997073e-06
Position 167: 2.092423505334614e-06
Position 1074: 1.7021178859016453e-06
Position 2236: 1.453049436900811e-06
Position 82: 1.3464591583692615e-06
Position 378: 1.3335829476702217e-06
Position 42: 1.2869204230565183e-06
Position 2303: 1.2249839386433265e-06
Position 699: 1.1709295753983921e-06
Position 1923: 1.0820691091018517e-06
Position 1383: 9.950473710222621e-07
Position 121: 9.052265840301593e-07
Position 663: 7.723060113163181e-07
Position 2618: 7.583849442001764e-07
Position 211: 7.148314020664056e-07
Position 2573: 6.886391971113661e-07
Position 151: 6.745318635151834e-07
Position 1492: 6.510807453545185e-07
Position 2660: 6.318249836565744e-07
Position 1108: 6.126665742985447e-07
Position 674: 6.018111506936333e-07
Position 922: 5.981811523637011e-07
Position 2323: 5.750775770875842e-07
Position 95: 5.283757033414278e-07
Position 579: 5.260232833569772e-07
Position 1905: 5.199661090722638e-07
Position 1342: 5.020042397546299e-07
Position 1082: 4.4041712069478587e-07
Position 1940: 4.2561546167480624e-07
Position 842: 4.146921700379518e-07
Position 1255: 4.030378886996656e-07
Position 1289: 3.666550822329114e-07
Position 449: 3.64265753706209e-07
Position 1166: 3.6057672442121243e-07
Position 1093: 3.0820152944543155e-07
Position 1148: 3.040931179161044e-07
Position 732: 3.0206655264725106e-07
Position 2593: 2.3536044129021072e-07
Position 1137: 2.2707926068846505e-07
Position 63: 2.0509633902587912e-07
Position 2208: 1.496840780246676e-07
Position 592: 1.318653265135753e-07
Position 89: 9.48643117726423e-08
Position 1072: 8.55555736968819e-08
Position 2149: 8.311742764797605e-08
Position 222: 6.649585747476591e-08
Position 1829: 6.448851839129803e-08
Position 1180: 6.279698432675123e-08
Position 1194: 5.2807796039534297e-08
Position 216: 5.2682371006269285e-08
Position 1463: 4.906473480295818e-08
Position 2647: 4.32794924598702e-08
Position 1700: 3.848357973760112e-08
Position 2347: 2.6816668023177612e-08
Position 2331: 2.2791645674745634e-08
Position 2246: 1.9519998303481216e-08
Position 577: 1.625299375949357e-08
Position 600: 1.4401263130115486e-08
Position 2598: 1.2947241812223242e-08
Position 1253: 1.2303880214936055e-08
Position 1203: 7.064428197247193e-09
Position 1835: 6.071466667406404e-09
Position 1549: 3.757379940896211e-09
Position 1525: 2.702041966145644e-09
Position 756: 2.427629892006582e-09
Position 1845: 2.339192040689567e-09
Position 1517: 1.4430948360350411e-09
Position 1542: 8.908318069142461e-10
Position 2316: 8.038697820662332e-10
Position 1561: 6.044763688825855e-12
Position 1554: 3.564027779941712e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1567: 0.9947169034658014
Position 2322: 0.8143984068143562
Position 749: 0.5510875025352114
Position 393: 0.4153010124905517
Position 2612: 0.1138945507264411
Position 773: 0.07044349027370433
Position 868: 0.04582356348073634
Position 1851: 0.04277309784994287
Position 1872: 0.031705781745685
Position 620: 0.028190743452392097
Position 899: 0.02787189185298482
Position 1174: 0.021932789799847877
Position 1845: 0.01802685091165297
Position 1190: 0.01519973784071231
Position 2286: 0.014695167013433968
Position 916: 0.006188347778666398
Position 1580: 0.004342825258198805
Position 1203: 0.0037126342944600156
Position 2344: 0.0036244743742038575
Position 842: 0.0026323683952675543
Position 2728: 0.0026215022539543623
Position 2598: 0.002572322091827132
Position 437: 0.002490964265796986
Position 181: 0.0014190283316227752
Position 2778: 0.001179726415383881
Position 2303: 0.0010063479962128064
Position 211: 0.0009374082016638671
Position 1929: 0.0008959001978240738
Position 1157: 0.0008408677749824298
Position 2156: 0.0007407668441921321
Position 821: 0.0006990868134603749
Position 1268: 0.0006789817644965406
Position 1208: 0.0006710334629665911
Position 2616: 0.0005601471937749648
Position 798: 0.0005239449974560545
Position 2493: 0.0004130089527969196
Position 151: 0.00039103742705131754
Position 2496: 0.000390999778925245
Position 1300: 0.0003511636293387834
Position 2647: 0.0002439701124473989
Position 1591: 0.00023588518688145069
Position 853: 0.00023255904864334296
Position 1542: 0.00015421230594121491
Position 1625: 0.0001468751456964809
Position 674: 0.00013050624247019777
Position 571: 0.0001258193024155021
Position 2448: 0.00011337921059941374
Position 1372: 0.00010224143537085005
Position 2657: 9.350548438858714e-05
Position 1582: 9.226186718869453e-05
Position 480: 8.53375732296638e-05
Position 2553: 8.439089716719707e-05
Position 1222: 8.361927606353065e-05
Position 1517: 7.177819887166714e-05
Position 2384: 6.846563404743252e-05
Position 2202: 6.768836918153913e-05
Position 216: 6.323623574098492e-05
Position 1616: 6.1027891997142494e-05
Position 878: 5.601338802133572e-05
Position 230: 5.3868286584258826e-05
Position 1877: 5.3582245066553926e-05
Position 106: 5.355453918588127e-05
Position 694: 5.0003720437446844e-05
Position 114: 4.320227658343141e-05
Position 2227: 4.12888775888257e-05
Position 1638: 3.988359789404704e-05
Position 2381: 3.5379051093687354e-05
Position 802: 3.475563450140067e-05
Position 407: 2.8242198248825534e-05
Position 938: 2.7039263780770687e-05
Position 1600: 2.6539465305353145e-05
Position 1995: 2.6191663697468075e-05
Position 1146: 2.5746973256005217e-05
Position 2168: 2.3017082085320932e-05
Position 2522: 2.1837896755571616e-05
Position 2784: 2.1798035036833817e-05
Position 813: 2.063921061402477e-05
Position 1857: 1.6885582050358762e-05
Position 1815: 1.677446430333922e-05
Position 1884: 1.649030187356641e-05
Position 2674: 1.627979333796701e-05
Position 1050: 1.4039728695672099e-05
Position 2454: 1.3624388079210406e-05
Position 1934: 1.3622652599306545e-05
Position 1874: 1.2718592367959366e-05
Position 1860: 1.2528222966014603e-05
Position 2113: 1.1955096180631237e-05
Position 2311: 1.1799835183324333e-05
Position 1940: 1.0339707882341928e-05
Position 850: 9.141782199093046e-06
Position 2681: 8.509817621210846e-06
Position 249: 8.250703092299114e-06
Position 2014: 7.6168886465156664e-06
Position 193: 7.491280428838445e-06
Position 487: 6.680577583838329e-06
Position 1649: 6.0041030297727834e-06
Position 2033: 5.799972701413841e-06
Position 2020: 4.336238538392684e-06
Position 1015: 3.8164302790644175e-06
Position 262: 3.1682018346758206e-06
Position 1011: 2.6783220860884024e-06
Position 1678: 2.3142809374657396e-06
Position 2425: 2.1387278009982554e-06
Position 1604: 1.8545048648467672e-06
Position 2618: 1.8395521241304343e-06
Position 1057: 1.7259436464966766e-06
Position 1669: 1.5574722383522783e-06
Position 1881: 1.4735724299579138e-06
Position 1798: 1.4505587745212485e-06
Position 1700: 1.0637305621011014e-06
Position 503: 9.062456212555705e-07
Position 507: 9.055480760758561e-07
Position 1503: 8.400011396377237e-07
Position 1047: 7.318686874071535e-07
Position 2780: 7.168875859305275e-07
Position 1675: 6.792477142487462e-07
Position 95: 6.448239085121955e-07
Position 2428: 6.361326549158454e-07
Position 1613: 4.922297430260164e-07
Position 2023: 4.4368558928191084e-07
Position 242: 4.1440327186370717e-07
Position 1733: 2.4218739855385696e-07
Position 1409: 2.2613637073838146e-07
Position 1121: 2.2421108502363218e-07
Position 1697: 1.8461968217073395e-07
Position 273: 1.303961430256278e-07
Position 1694: 1.2602257269599487e-07
Position 1673: 1.150614633492438e-07
Position 2431: 1.1376816131100513e-07
Position 1706: 1.0956716801424781e-07
Position 1730: 9.894761516833343e-08
Position 1715: 7.940152965034886e-08
Position 1712: 3.1370650307644713e-08
Position 1736: 2.9341501040004978e-08
Position 283: 1.3583135069649908e-08
Position 1123: 1.1144560512424377e-08
Position 291: 9.095649888378293e-09
Position 288: 7.521038486154393e-09
Position 2006: 6.98887763746916e-09
Position 2004: 4.834319664615989e-09
Position 276: 3.98818593344928e-09
Position 1726: 2.788000856242548e-09
Position 1757: 2.6086212140009203e-09
Position 1739: 1.2574297065791741e-09
Position 1763: 8.856059786498808e-10
Position 1723: 7.73892558061249e-10
Position 1748: 3.8897897804502505e-10
Position 293: 1.4152214011884687e-10
Position 298: 9.9779782264057e-11
Position 1768: 2.0244107517799636e-11
Position 1741: 1.1510369506177933e-11
