Gene = TMEM183A
index = 1423
Annotated 5SS: [  189   478  1425  7663  8755 11176 13563]
Annotated 3SS: [  387  1256  7502  8573 11094 13406 15468]
SMsplice 5SS: [  189   478  1425  3101  7663  8755 10534 11176 11903]
SMsplice 3SS: [  387  1256  2953  7502  8573 10369 11114 11789 15468]
top_k =  100
Partition function (log Z): 10.485619005560512

Sorted 5' Splice Sites (High to Low Probability):
Position 478: 0.9938727283515825
Position 11903: 0.9890844465358021
Position 8755: 0.988483143312259
Position 11176: 0.9874208716157261
Position 1425: 0.9531437378181002
Position 189: 0.9446488995378254
Position 10534: 0.7205053339759555
Position 7663: 0.7010013293300358
Position 3101: 0.5659790706273659
Position 13563: 0.48034851539719364
Position 11347: 0.20344969134939475
Position 13144: 0.1532984260101954
Position 13248: 0.09976710487288802
Position 14830: 0.09035531359415515
Position 7651: 0.08907945338489802
Position 11009: 0.0865616698534544
Position 7605: 0.08396537144227435
Position 15569: 0.07894432256437561
Position 11369: 0.06743203362171954
Position 14547: 0.04569992125342166
Position 14349: 0.04547153034416413
Position 11357: 0.04066874143641134
Position 261: 0.03465856903855774
Position 11538: 0.021780738009837375
Position 14219: 0.019880546595821693
Position 11455: 0.013733338038783162
Position 12733: 0.012979028575381538
Position 9304: 0.01226659995737562
Position 298: 0.006284346314086208
Position 528: 0.003973461981336928
Position 1320: 0.002333933387091746
Position 324: 0.001694342327262987
Position 3155: 0.0007704010228733989
Position 1713: 0.0007349919051655544
Position 14503: 0.0007260750353593295
Position 12598: 0.00032985925605116297
Position 2239: 0.00032439104983777984
Position 1813: 0.0002594276981728584
Position 157: 0.00014996300869135674
Position 11: 8.456452164095634e-05
Position 125: 5.0115873072710675e-05
Position 431: 5.490386076216826e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11789: 0.9890844465358023
Position 8573: 0.9884831433122588
Position 387: 0.9340663910040126
Position 15468: 0.874747718332979
Position 7502: 0.8453419142610911
Position 1256: 0.8018102473115691
Position 11114: 0.5668413088363082
Position 2953: 0.5452529828649926
Position 10369: 0.44991152877108226
Position 11094: 0.42248544434755025
Position 13414: 0.41601098170998646
Position 11267: 0.1823472047371739
Position 14701: 0.1600560523357212
Position 11317: 0.14223689858729033
Position 10433: 0.1349227781881287
Position 10372: 0.11805414749636736
Position 13070: 0.1015524178988331
Position 14121: 0.09963498260794422
Position 10894: 0.0767925645199908
Position 13396: 0.06275080335544703
Position 1280: 0.05282539792522838
Position 14442: 0.048267357301193525
Position 13165: 0.0481060915707822
Position 313: 0.04690271039375996
Position 13034: 0.04648450677780938
Position 13067: 0.046364375404979494
Position 16366: 0.03883900350719749
Position 15943: 0.030674184379339445
Position 7505: 0.028704239896117527
Position 1298: 0.027643774955107663
Position 1344: 0.025659982154139935
Position 1125: 0.022566390720204815
Position 15407: 0.019427276245085227
Position 10460: 0.017616879520377635
Position 1288: 0.014250201091768116
Position 12681: 0.012979028575381543
Position 2972: 0.01132473992880109
Position 13126: 0.010558139230679206
Position 10820: 0.00975066334525475
Position 15967: 0.009431134677838673
Position 9211: 0.009173019174538569
Position 1347: 0.008466132185367684
Position 3083: 0.00744708011835526
Position 11420: 0.006175588969962533
Position 11202: 0.005990204298688755
Position 10926: 0.004232418471658233
Position 11396: 0.002734733019878884
Position 2924: 0.002724668738089728
Position 9181: 0.0023887272745762565
Position 288: 0.0023111116269450395
Position 13246: 0.001586730331759971
Position 368: 0.0015810438576327505
Position 11275: 0.001455943513392233
Position 1300: 0.0009309992322710177
Position 9239: 0.0007048535082607941
Position 1455: 0.000547182589546155
Position 833: 0.00046557263481908703
Position 1324: 0.00043569534699732133
Position 974: 0.0004088785955790123
Position 2120: 0.0003243910498377797
Position 12479: 0.0002873540152941043
Position 1712: 0.0002594276981728585
Position 354: 0.00021011433052930988
Position 1014: 0.00020220836775982135
Position 430: 0.000140077570291526
Position 265: 9.662885607889775e-05
Position 338: 7.258569192171438e-05
Position 12309: 4.250524075705867e-05
Position 260: 3.684757842282993e-05
Position 11245: 4.111278177626745e-06
Position 317: 1.300790332642857e-08
Position 323: 1.132190732575758e-08
Position 473: 3.021007176798773e-09
Position 320: 1.7322527874330645e-09
