Gene = CTBS
index = 417
Annotated 5SS: [  226  3883  4534  8624 10730 11208]
Annotated 3SS: [ 3743  4324  8451 10631 11045 19264]
SMsplice 5SS: [  226  3883  4534  8624 11220]
SMsplice 3SS: [ 3743  4324  8451 11045 24220]
top_k =  100
Partition function (log Z): -6.551337762362753

Sorted 5' Splice Sites (High to Low Probability):
Position 8624: 0.9999999999999999
Position 3883: 0.9965361783304292
Position 4534: 0.8451885951596607
Position 226: 0.783284506076292
Position 11220: 0.6691698587388143
Position 10730: 0.5489520936801978
Position 11208: 0.2801626197428307
Position 433: 0.15371359171254034
Position 3692: 0.11424280233973311
Position 3680: 0.09462314407528208
Position 4872: 0.09262921317805942
Position 549: 0.08703469477732276
Position 2689: 0.08116340234651366
Position 10693: 0.0770129750841169
Position 6319: 0.058150868376693914
Position 2718: 0.027211404359658985
Position 14139: 0.008028822830987284
Position 13811: 0.004865567954361823
Position 10257: 0.00471379053305596
Position 252: 0.001550577589612274
Position 865: 0.000994464652624009
Position 1280: 0.000890586183275535
Position 284: 0.000612315928384239
Position 307: 0.0004565123070374075
Position 278: 0.0004378795623636664
Position 14: 0.00034559572351470927
Position 110: 3.324203103393789e-06
Position 312: 8.665524441776638e-08
Position 82: 6.727291164479538e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8451: 1.0000000000000004
Position 11045: 0.972645373734895
Position 3743: 0.6949280822166131
Position 4324: 0.5210282901624254
Position 10631: 0.3376846685166627
Position 19264: 0.3155020468331228
Position 4364: 0.27743551380359105
Position 10549: 0.25113419328669545
Position 3797: 0.21648662548595776
Position 11909: 0.20212101052743098
Position 16450: 0.13706280607248889
Position 13994: 0.13387057314863776
Position 2599: 0.10114200756791747
Position 3519: 0.09463318052599021
Position 11309: 0.08238396165770502
Position 3767: 0.07984911075541447
Position 3463: 0.0770462981691773
Position 6168: 0.05815086837669396
Position 14387: 0.048370814715321495
Position 3572: 0.03479405663821743
Position 4775: 0.03454705554150718
Position 15566: 0.03378315132809846
Position 4697: 0.033112482682643794
Position 10568: 0.031806450092395966
Position 379: 0.023121681369413186
Position 4733: 0.021925853957399523
Position 4341: 0.015772873706811408
Position 4327: 0.012184859579009801
Position 13666: 0.009087232519790333
Position 4153: 0.009057329953595537
Position 4486: 0.008753438693508588
Position 11095: 0.008348927697279107
Position 10159: 0.006953849624856441
Position 10400: 0.006561478087544349
Position 3353: 0.0056684320185005355
Position 328: 0.005151567625337372
Position 2631: 0.005038782435179107
Position 13521: 0.004596832201487861
Position 11367: 0.003965765953069354
Position 12162: 0.0033176805142968173
Position 4623: 0.0030438209965089297
Position 2573: 0.0021940167030760115
Position 3649: 0.0019963389355734064
Position 9786: 0.0018760291336709395
Position 10998: 0.0018328829189139745
Position 448: 0.001050953649475181
Position 4305: 0.0005316368837845982
Position 4251: 0.00040496577578016366
Position 4127: 1.9686601154491273e-05
