Gene = THOC7
index = 1398
Annotated 5SS: [  132 24248 25532 25928 27603 28580 28750]
Annotated 3SS: [24129 25403 25840 27544 28512 28679 29703]
SMsplice 5SS: [  132  2388 10878 24248 25532 25928 27603 28580 28750]
SMsplice 3SS: [ 2250 10759 24129 25403 25840 27544 28512 28679 29703]
top_k =  100
Partition function (log Z): -15.702350492741516

Sorted 5' Splice Sites (High to Low Probability):
Position 132: 0.8347787464463996
Position 2388: 0.8255251794420583
Position 10878: 0.6355527243515707
Position 2436: 0.16673159573780302
Position 577: 0.03975572027952041
Position 758: 0.03823589691862891
Position 513: 0.0363452976821425
Position 1080: 0.018767886161493823
Position 913: 0.012697005182958099
Position 420: 0.011057851628907564
Position 854: 0.008806851754039897
Position 1298: 0.000277446552647796
Position 2484: 0.0001075867138387925
Position 1524: 8.534025772702125e-05
Position 1027: 3.3882850876652428e-06
Position 496: 3.084098236526404e-06
Position 809: 1.985374860646353e-06
Position 400: 9.344725751428281e-07
Position 437: 9.069246678879965e-07
Position 587: 8.361478166764829e-07
Position 891: 7.713189818585594e-07
Position 122: 9.551949954942445e-10
Position 35: 2.0670801437312888e-11
Position 41: 3.0449122307131013e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2250: 0.9835620427964633
Position 24129: 0.9433624524329831
Position 10759: 0.6470868676567846
Position 16173: 0.013793456209321294
Position 11674: 0.006072461870614249
Position 2379: 0.005896591639909178
Position 10421: 0.005885437211748059
Position 2927: 0.005388116442985989
Position 2146: 0.0032788202751937363
Position 2954: 0.002371688480291533
Position 9436: 0.0019444159366127983
Position 3012: 0.0015721302985553932
Position 9763: 0.0014741401629046994
Position 11143: 0.0011773719906632994
Position 9954: 0.0010633416304041095
Position 9998: 0.0007997574529588019
Position 4658: 0.000529450588369467
Position 1153: 0.0004989789123425591
Position 7849: 0.0003423256396291945
Position 5314: 0.00031484073250083976
Position 2713: 0.00030339281721438355
Position 5895: 0.0002456058986175562
Position 3461: 0.00023879482997706377
Position 5944: 0.00023100149938741143
Position 4019: 0.00021476012357539128
Position 3997: 0.00020173197989592243
Position 249: 0.0001387609302304255
Position 5588: 0.0001352295481504699
Position 645: 9.403663361846094e-05
Position 1396: 9.192926893052602e-05
Position 4160: 8.79073622538118e-05
Position 329: 7.981038672073281e-05
Position 654: 6.376130186537726e-05
Position 385: 4.9608093219165836e-05
Position 929: 4.9296493444075155e-05
Position 1357: 4.2763864947311864e-05
Position 987: 2.990220500376947e-05
Position 381: 1.6987663767825618e-05
Position 661: 7.0674488165185836e-06
