Gene = NDOR1
index = 922
Annotated 5SS: [  243   640  6930  8209  8399  8744  9022  9349  9533  9852 10136 10348
 10519]
Annotated 3SS: [  561  6831  8109  8296  8533  8899  9127  9424  9736  9988 10228 10423
 10601]
SMsplice 5SS: [  640  8209  8775  9022  9349  9533  9852 10136 10348 10519]
SMsplice 3SS: [ 8109  8699  8876  9127  9449  9736  9988 10228 10423 10601]
top_k =  100
Partition function (log Z): 11.771777220839008

Sorted 5' Splice Sites (High to Low Probability):
Position 9022: 0.986260075232094
Position 9349: 0.9785007801621555
Position 8209: 0.9738810056995002
Position 640: 0.966526662278784
Position 9533: 0.9203872221986878
Position 10519: 0.8849817976800135
Position 9852: 0.855703499251629
Position 8775: 0.8311390563386312
Position 10348: 0.8098782817948723
Position 10136: 0.4532665172478859
Position 8399: 0.2802153705337048
Position 6930: 0.1960746705694558
Position 7959: 0.18085940129856048
Position 1979: 0.1673277154498574
Position 9662: 0.1167142975661631
Position 243: 0.10574979583616727
Position 7541: 0.08639736734406754
Position 4038: 0.08465624599203768
Position 4696: 0.0845373774136636
Position 2155: 0.08318139827757158
Position 8780: 0.0647300846416589
Position 8744: 0.059261551114153585
Position 9690: 0.03967374064077444
Position 377: 0.0322582557789018
Position 10692: 0.02796912816287257
Position 7545: 0.020677092476658634
Position 8601: 0.02039083635714386
Position 775: 0.02033747956844894
Position 9627: 0.013741475620583844
Position 8970: 0.01139097651826979
Position 9870: 0.008676900927445602
Position 216: 0.007475409776244892
Position 10352: 0.006892570735678859
Position 9601: 0.0060684557660179795
Position 10497: 0.0034618295664314925
Position 1727: 0.003147984945125998
Position 437: 0.0030709885449610045
Position 562: 0.002725451617033932
Position 9279: 0.001539026809342
Position 414: 0.001329087467911238
Position 181: 0.0011085574600656716
Position 478: 0.001090517814546244
Position 1205: 0.0009213531352266557
Position 533: 0.0008193547150429545
Position 240: 0.0007399900325032024
Position 345: 0.0007363307414562916
Position 540: 0.0007306112019727492
Position 167: 0.0006460680054145667
Position 542: 0.0005939665809697108
Position 9284: 0.0003414180794462674
Position 10012: 0.00032778979335334454
Position 165: 0.0003120186211339088
Position 10066: 0.0003072753489350222
Position 129: 0.00022167803670535057
Position 544: 0.00021455524047983424
Position 517: 7.886160870010683e-05
Position 498: 2.8293830409406357e-05
Position 493: 2.7954745554610033e-05
Position 391: 2.761097161449862e-05
Position 8911: 1.3828828507202035e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8109: 0.9986423509215886
Position 10423: 0.9913034291358712
Position 9127: 0.9433639177232914
Position 10228: 0.808111525701555
Position 8876: 0.7596513516280426
Position 9449: 0.7292378607281034
Position 8699: 0.7266568641193791
Position 10601: 0.6473808829235479
Position 9757: 0.460870775298368
Position 9988: 0.44422757286307174
Position 9736: 0.3976014441990166
Position 9424: 0.2642148389143752
Position 8296: 0.25409637623320336
Position 1883: 0.24041815751091672
Position 8899: 0.22242533249301377
Position 8533: 0.2094645062643937
Position 6831: 0.1960746705694558
Position 7860: 0.18221705037697344
Position 10656: 0.14375996476732644
Position 7405: 0.10707445982072623
Position 9626: 0.08970429411104376
Position 3996: 0.08465624599203776
Position 11015: 0.08262694990106566
Position 561: 0.07461587198448905
Position 4596: 0.0497992888259642
Position 4575: 0.03473808858769942
Position 610: 0.03145488311090109
Position 10777: 0.023152837276381094
Position 526: 0.02258476073787165
Position 9146: 0.018704845330044538
Position 8672: 0.01537660427634281
Position 10980: 0.013746555690288239
Position 8568: 0.01299433571390128
Position 472: 0.012276770709632085
Position 10039: 0.012133105038819926
Position 8621: 0.011634461299250522
Position 2071: 0.010090956216512306
Position 9608: 0.010044781307642142
Position 8930: 0.00736216385497306
Position 9156: 0.006769766196125839
Position 9641: 0.006694864332936903
Position 11301: 0.005108050739119809
Position 9335: 0.004978340528857229
Position 11205: 0.004953678690498408
Position 8969: 0.004440206477166357
Position 9085: 0.0040564673041027935
Position 9203: 0.003339392387356096
Position 713: 0.003327594255543186
Position 8957: 0.0031668923637739113
Position 10160: 0.0029038030107366615
Position 1501: 0.00212912668052642
Position 10611: 0.002045950789874149
Position 9605: 0.0020128446334853507
Position 752: 0.0017438462161922157
Position 9773: 0.0015677110945288705
Position 10429: 0.001229643305684006
Position 9098: 0.001128089316539177
Position 1646: 0.0010188582645995798
Position 10426: 0.0005839121942977483
Position 368: 0.00044690929387986586
Position 1044: 0.0004219910405840344
Position 9689: 0.0004150066285052756
Position 9778: 0.0003818405304334044
Position 990: 0.0002639445553164636
Position 967: 0.00023541753932615782
Position 639: 0.00020943966367227063
Position 667: 0.0001894245028366589
Position 9504: 7.706475939548877e-05
