Gene = NOL9
index = 950
Annotated 5SS: [  429  4140  4965  9491  9710 12706 21256 22073 22568 25542 27840]
Annotated 3SS: [ 3919  4836  9354  9612 12607 21093 21774 22455 25363 27705 28531]
SMsplice 5SS: [  429  2191 16437 16673 16949 21256 22568 25542 27840]
SMsplice 3SS: [ 2143 16274 16546 16790 21093 22455 25363 27705 28531]
top_k =  100
Partition function (log Z): -18.273115938541167

Sorted 5' Splice Sites (High to Low Probability):
Position 429: 0.8593527829415936
Position 2191: 0.6277436451684686
Position 613: 0.24807078967905605
Position 4965: 0.23711018992771027
Position 4140: 0.11572476323952743
Position 2404: 0.09144017938999473
Position 378: 0.06263052582032741
Position 954: 0.040143146988839105
Position 158: 0.021173819538302857
Position 2423: 0.016158017422238387
Position 4157: 0.013291842353227869
Position 2216: 0.00888057344561608
Position 433: 0.006401144619870683
Position 2037: 0.0047121127581925696
Position 606: 0.003834593069577368
Position 163: 0.0015754267447448858
Position 13: 0.0015712653927786575
Position 90: 0.0011041402541508102
Position 446: 0.0010888271187342907
Position 2261: 0.0009312485164111836
Position 185: 0.0007569242593810622
Position 237: 0.00047508646763720386
Position 179: 0.0003419457441198915
Position 573: 0.0002471266792557961
Position 203: 0.00015169251209520664
Position 502: 1.261957376919801e-05
Position 64: 8.299757387302938e-09
Position 239: 3.802706700257379e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4836: 0.6996299001547
Position 2143: 0.5006000857779732
Position 5947: 0.3639343431533853
Position 546: 0.15791578346519156
Position 2103: 0.14352027282968682
Position 2326: 0.11982695771709251
Position 3919: 0.0885944844497156
Position 3967: 0.05984563038087619
Position 700: 0.05797954093246986
Position 9012: 0.03566352962323091
Position 5919: 0.031908820218271995
Position 500: 0.028421104171536052
Position 8279: 0.012306575101101056
Position 283: 0.010193228078686752
Position 295: 0.009414738633378597
Position 720: 0.008015571280493024
Position 2110: 0.007505785166335233
Position 3199: 0.007187308979435757
Position 3993: 0.005447370479236437
Position 1799: 0.0047121127581925696
Position 2503: 0.004210514475124302
Position 2385: 0.0015871258991629457
Position 320: 0.0015734251064062554
Position 696: 0.0014816350297455513
Position 2947: 0.0013461127387951856
Position 262: 0.00092597228020917
Position 587: 0.0007735185503159397
Position 859: 0.0002978607050359319
Position 2294: 3.5222919782614814e-05
Position 601: 1.7964950064982167e-05
Position 110: 1.7621682315505677e-05
Position 557: 1.2316120902233336e-05
Position 465: 1.0906816469996821e-05
Position 121: 5.482112941262934e-06
Position 349: 2.036933206905901e-06
Position 98: 1.9102465629189355e-06
Position 236: 1.44538071483512e-06
Position 195: 1.5911051282769704e-07
Position 148: 5.584387789270149e-08
Position 604: 1.1474946876094897e-08
