Gene = NSA2
index = 963
Annotated 5SS: [ 372 2127 2373 3819 7069]
Annotated 3SS: [1938 2221 3638 6875 9611]
SMsplice 5SS: [ 372 2127 2373 3819 7069]
SMsplice 3SS: [1938 2221 3638 6875 9611]
top_k =  100
Partition function (log Z): 2.5248893734347786

Sorted 5' Splice Sites (High to Low Probability):
Position 2127: 0.9990434443558529
Position 2373: 0.9978326670621318
Position 372: 0.9459191928547099
Position 3819: 0.9405643997327637
Position 7069: 0.6386730862225346
Position 1828: 0.603527896713146
Position 10481: 0.41196752727441943
Position 7003: 0.2802905601615945
Position 5430: 0.1591683320905033
Position 6102: 0.0323755699527075
Position 454: 0.025073521264363227
Position 1250: 0.012081324270964998
Position 8484: 0.011669251796975089
Position 1744: 0.009625192692542223
Position 559: 0.007106427164056207
Position 3126: 0.005330928411189985
Position 447: 0.004296087141566387
Position 839: 0.0031756236001957957
Position 7023: 0.0028687979941179145
Position 6062: 0.0028287550029437868
Position 414: 0.0027855055160188867
Position 3561: 0.002764820891956564
Position 1136: 0.00233137806878985
Position 1262: 0.002296378773028477
Position 1422: 0.0020407025711991398
Position 1242: 0.0015492232485488971
Position 254: 0.0014896942803560335
Position 464: 0.0012222566258848137
Position 2331: 0.0007705862063412659
Position 2604: 0.0007202640298550503
Position 1330: 0.0005805228070542873
Position 1144: 0.0004893540455498373
Position 2917: 0.00039387869702560375
Position 500: 0.0003507265667369427
Position 3666: 0.00027188423810518126
Position 3508: 0.0002672192423723513
Position 3112: 0.0002072754819585124
Position 2066: 0.000186823100183009
Position 2039: 0.00011875385283655255
Position 68: 8.83655085907961e-05
Position 38: 7.234629743388465e-05
Position 3374: 3.782756217494817e-05
Position 2021: 3.405650625023101e-05
Position 2985: 2.1015064232902757e-05
Position 223: 1.2680852197972734e-05
Position 143: 1.2601321544841385e-05
Position 726: 4.607547858143347e-06
Position 220: 3.263428344025587e-06
Position 141: 1.9734044621930366e-06
Position 21: 1.1482957240791442e-06
Position 513: 9.222168843217465e-07
Position 2435: 1.1093784816332544e-07
Position 1103: 9.136133575205591e-08
Position 267: 2.4514708061925968e-08
Position 1412: 8.467940415789052e-09
Position 244: 7.057027916189119e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2221: 0.9891316768739388
Position 1938: 0.9875299331947832
Position 6875: 0.8779047336554949
Position 3638: 0.4460623805366661
Position 9611: 0.4456354595337654
Position 10366: 0.4329645189248362
Position 3476: 0.33761987456674664
Position 1705: 0.3166591944457015
Position 12808: 0.20947155376138013
Position 1708: 0.17162924365989443
Position 5320: 0.1489492890522261
Position 3711: 0.13504321841612868
Position 10612: 0.10289094672907943
Position 1634: 0.07428628396529288
Position 7923: 0.051438331867403174
Position 8292: 0.04202304867815229
Position 6001: 0.03520432495565131
Position 11465: 0.034171804796430276
Position 6775: 0.03086570306667952
Position 7328: 0.027971341980635472
Position 11760: 0.02699110512586069
Position 10615: 0.02675026464555938
Position 6745: 0.01611856093364332
Position 3666: 0.013211791577939695
Position 1772: 0.011673003578877239
Position 1944: 0.011498528410191023
Position 1022: 0.011399088052680487
Position 5177: 0.01021904303827719
Position 1190: 0.008257012880433273
Position 1663: 0.008088365122522086
Position 3687: 0.00759266442872787
Position 1739: 0.007402630321611047
Position 1649: 0.0068701257560782785
Position 3768: 0.006580329538431651
Position 11135: 0.006558858757621417
Position 2228: 0.006391860403747767
Position 1522: 0.006201378703483585
Position 10546: 0.005132993458487692
Position 2937: 0.00460391795194988
Position 8996: 0.002518310791684145
Position 2190: 0.002455354666879042
Position 8850: 0.0019488927254681684
Position 717: 0.0017654860371075255
Position 4456: 0.0010154702738467789
Position 3965: 0.0008553887841713645
Position 2873: 0.0008134115402078252
Position 1321: 0.0006931383853686254
Position 2279: 0.0005128508966603378
Position 336: 0.00048651103315584267
Position 1276: 0.00046688366868337237
Position 2543: 0.0004616950906044619
Position 2493: 0.0002505995627371575
Position 1852: 0.0002112053428168698
Position 3090: 0.00017446094583627546
Position 2796: 0.00014664944468387558
Position 723: 0.0001376012440539385
Position 757: 0.00011911046430779893
Position 252: 0.00011825987598442663
Position 2308: 0.00011084699814593746
Position 3045: 9.956757540533081e-05
Position 2711: 8.826327290932028e-05
Position 3265: 3.782756217494817e-05
Position 1165: 1.2124020791316552e-05
Position 2884: 9.41182451082641e-06
Position 1144: 9.280554479713628e-06
Position 2947: 8.971336299333463e-06
Position 2656: 8.443762604337254e-06
Position 1177: 7.764716684606801e-06
Position 2578: 7.719411074032094e-06
Position 2240: 8.216475878408524e-07
Position 2558: 1.1017534905012151e-07
Position 2354: 4.56316253366353e-08
Position 2468: 3.883539150763671e-09
Position 2242: 3.2664515627475924e-09
Position 2258: 3.084448815073017e-09
Position 2286: 2.052798747274654e-09
Position 2600: 1.098168981343378e-09
