Gene = UBE2H
index = 1519
Annotated 5SS: [   447  72055  73382  94048  95439 113743]
Annotated 3SS: [ 71977  73306  94007  95385 113613 117887]
SMsplice 5SS: [   447  31819  55849  73382  94048  95439 103976 113743]
SMsplice 3SS: [ 31709  55698  73306  94007  95385 103871 113613 114364]
top_k =  100
Partition function (log Z): -61.93907920732987

Sorted 5' Splice Sites (High to Low Probability):
Position 447: 0.7486126601167786
Position 68: 0.24698473499284304
Position 2896: 0.03702839461698901
Position 489: 0.014724152333071764
Position 3991: 0.011902631699718304
Position 678: 0.008906614817655848
Position 475: 0.004698111061026758
Position 1154: 0.00403300705661574
Position 60: 0.002302806406731358
Position 1238: 0.0016921824061563097
Position 3: 0.0004637814714409182
Position 238: 6.858179246267399e-05
Position 436: 2.3965737754586438e-05
Position 196: 1.5853252731559858e-05
Position 228: 1.4912120764681908e-05
Position 479: 1.1846725899912719e-05
Position 477: 8.04585507949159e-06
Position 439: 4.478998259316821e-06
Position 286: 3.0983233830830684e-06
Position 491: 1.341874995413721e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5561: 0.181962978039233
Position 576: 0.1535073019733352
Position 643: 0.08886679443971374
Position 1628: 0.0851846694536936
Position 7442: 0.0794482287510535
Position 2815: 0.06357956439247547
Position 2856: 0.061848572633698154
Position 687: 0.05949961290255687
Position 4586: 0.04750836932568224
Position 8596: 0.04508385095474454
Position 3506: 0.026930859029392695
Position 1099: 0.026455240838371
Position 6490: 0.02515651854752933
Position 606: 0.01708933038521687
Position 3846: 0.011686386240583655
Position 5676: 0.010406418311592086
Position 5516: 0.010039070403143557
Position 3817: 0.009915952578548826
Position 332: 0.009433399743478016
Position 5486: 0.00870114348139426
Position 357: 0.008670848159864053
Position 872: 0.006828500970984324
Position 822: 0.006769459030933371
Position 4301: 0.005663155677210117
Position 1131: 0.004906164362897942
Position 4062: 0.004469152821816845
Position 3466: 0.0043650391756888144
Position 1016: 0.0032141135804006167
Position 545: 0.0029675952626662117
Position 1083: 0.002864547022623685
Position 2561: 0.002556031728308126
Position 2431: 0.0024803107008621664
Position 958: 0.001365606233236211
Position 221: 0.0009946339706196224
Position 407: 0.0006176942359940888
Position 194: 0.00017077043333964682
Position 305: 0.00013407726237565665
Position 308: 0.00012205977644456239
Position 334: 1.5652314257532223e-05
Position 371: 1.3683638539641305e-05
Position 377: 3.851685628692899e-06
Position 161: 2.9509576137830172e-06
Position 367: 1.0402326228476307e-06
