Gene = ARHGEF35
index = 94
Annotated 5SS: [118]
Annotated 3SS: [7259]
SMsplice 5SS: [118]
SMsplice 3SS: [7259]
top_k =  100
Partition function (log Z): -9.765937025771507

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.9993295715939509
Position 7456: 0.5649359966018904
Position 8106: 0.0699534284520355
Position 4253: 0.05351335452865792
Position 8179: 0.05323703740636096
Position 2618: 0.05153351641546675
Position 6180: 0.03261618059620594
Position 3510: 0.022447338232077334
Position 776: 0.02043042801434609
Position 6485: 0.018881087468729425
Position 6480: 0.008470248402998782
Position 3505: 0.007595041628551684
Position 3628: 0.0016763687536908935
Position 177: 0.0003968963573350734
Position 444: 0.0001156608981142238
Position 597: 4.878558974990735e-05
Position 293: 4.866533787261062e-05
Position 238: 2.1180539221105542e-05
Position 313: 1.6194274996857725e-05
Position 368: 1.480829527345663e-05
Position 122: 8.237113489335704e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 7259: 0.7210475503796475
Position 7946: 0.20555962476135514
Position 7693: 0.1702476721433026
Position 8837: 0.14732507963858418
Position 8541: 0.11935211272990082
Position 7323: 0.07979060066093918
Position 3911: 0.05584056379652443
Position 7661: 0.049826183784390785
Position 3432: 0.038770333616166545
Position 6017: 0.038442195226847053
Position 2519: 0.03716113574986254
Position 7213: 0.029776485049016595
Position 581: 0.028199735429804668
Position 7511: 0.027510990650184315
Position 6363: 0.02735133587172821
Position 9248: 0.027178303349909748
Position 3730: 0.022756247060697708
Position 3788: 0.018159387444569956
Position 2393: 0.012698450548269407
Position 5236: 0.00911644990989
Position 679: 0.006860588803851235
Position 837: 0.0047762424392849955
Position 2544: 0.003915860646292372
Position 634: 0.0025901202513070494
Position 2667: 0.0025716025364292175
Position 3258: 0.002509452108113089
Position 280: 0.0024033178422821337
Position 4760: 0.0021310453746859527
Position 1364: 0.0015942284593238663
Position 1058: 0.001531940247171705
Position 612: 0.0014485755743610538
Position 405: 0.00117492664123406
Position 2157: 0.0010815930445307429
Position 1979: 0.0009254003014148542
Position 503: 0.0006837061691661062
Position 1417: 0.0006791563173074535
Position 1159: 0.0006534364618540522
Position 551: 0.0006138255168653913
Position 963: 0.0004791795138083315
Position 250: 0.000471149911383217
Position 2357: 8.424053875442017e-05
