Gene = TROVE2
index = 1491
Annotated 5SS: [  355 10213 16619 17226 17629 22059 22878 23287]
Annotated 3SS: [ 9611 16397 17078 17490 21941 22763 23139 25156]
SMsplice 5SS: [  355 17226 17629 21858 22059 22878 23287 24311]
SMsplice 3SS: [17078 17490 21770 21941 22763 23139 24161 25156]
top_k =  100
Partition function (log Z): -17.987433632397483

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.7073202648350104
Position 801: 0.29890338735190536
Position 349: 0.2835827925190706
Position 9760: 0.17477383288115497
Position 543: 0.031161435579327292
Position 841: 0.015572071368218405
Position 110: 0.003908407834887293
Position 523: 0.0020329092833087526
Position 761: 0.001118283433710982
Position 337: 0.0006314061796674227
Position 229: 5.506074674873248e-06
Position 265: 6.582284153488956e-07
Position 69: 2.758216171628162e-07
Position 286: 2.0057561717706394e-08
Position 194: 6.538955572854152e-09
Position 237: 4.600163644792367e-09
Position 243: 1.2091603581489718e-09
Position 249: 1.0035032224034307e-09
Position 255: 3.286350056205398e-10
Position 283: 1.653457063354728e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9611: 0.4323461446426162
Position 639: 0.25801085718977657
Position 3787: 0.12334105524769702
Position 11469: 0.10154636057228397
Position 583: 0.08952252086619308
Position 10840: 0.07322747230887108
Position 3618: 0.0666726349801437
Position 451: 0.06540688519734679
Position 7788: 0.05718700660346939
Position 1142: 0.039461863662843696
Position 7392: 0.038910633215397714
Position 3094: 0.02693637130435027
Position 4241: 0.026525392059877487
Position 3512: 0.02007738986920473
Position 5389: 0.01752378483873849
Position 5631: 0.015239971586566918
Position 1338: 0.01508772430863176
Position 4032: 0.013211656788373443
Position 6916: 0.012402231973210874
Position 1813: 0.01096976472828193
Position 2764: 0.004992893364799494
Position 1590: 0.002616173780931965
Position 1057: 0.0024655155771796554
Position 601: 0.0016272146463163486
Position 294: 0.0015367250641146115
Position 1946: 0.001424418575995912
Position 269: 0.0003924112596160285
Position 229: 0.00014526282386224788
Position 423: 0.00014280074654901234
Position 304: 1.6316581892536638e-05
Position 402: 1.4095135685263624e-05
Position 740: 8.764123739795502e-06
Position 459: 7.440278419493493e-06
Position 707: 7.11908740065213e-06
Position 333: 2.887939430268403e-06
Position 535: 2.419006687899312e-06
Position 709: 3.9799215980516504e-07
Position 561: 3.428682936445473e-07
Position 348: 2.5243676304922613e-07
Position 180: 5.361688418166214e-08
Position 177: 2.237352591632764e-08
Position 188: 1.585362401814652e-08
Position 165: 5.0169773937264365e-11
Position 182: 1.7564152158390506e-11
