Gene = EXO5
index = 515
Annotated 5SS: [ 137  885 1050]
Annotated 3SS: [ 709  991 5773]
SMsplice 5SS: [ 168  885 1050]
SMsplice 3SS: [ 709  991 5773]
top_k =  100
Partition function (log Z): -6.5548149539983065

Sorted 5' Splice Sites (High to Low Probability):
Position 885: 0.9073670798745338
Position 168: 0.6165034203243972
Position 1050: 0.5713876147674228
Position 1209: 0.3001021760077041
Position 149: 0.2515284771242598
Position 609: 0.1723007114615328
Position 408: 0.15950130756648517
Position 574: 0.094003658192346
Position 4991: 0.07648207600394814
Position 137: 0.07577908635038753
Position 367: 0.07185960006372705
Position 820: 0.031073420332018403
Position 4727: 0.023942186254694277
Position 869: 0.01920631789492109
Position 824: 0.014606212374797697
Position 538: 0.006986899219610298
Position 422: 0.0033023930625275862
Position 518: 0.0029772419042884916
Position 159: 0.002778306443887333
Position 803: 0.00181231338655346
Position 415: 0.001236938481087682
Position 847: 0.0008884801412775211
Position 908: 0.000342251040404065
Position 255: 0.0003293959573267073
Position 744: 0.00031665531837226496
Position 630: 0.0002538508430456252
Position 142: 5.709949709845586e-05
Position 219: 2.4528023562284593e-05
Position 102: 7.007648740444921e-06
Position 339: 2.5828296473700134e-06
Position 85: 6.861687588330096e-07
Position 30: 6.69466709984042e-08
Position 46: 5.343274243652066e-08
Position 49: 4.241691662559203e-08
Position 224: 1.3398014461817215e-08
Position 204: 1.2350681645690387e-08
Position 241: 3.142369547286929e-09
Position 44: 1.7991542273584795e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 709: 0.9843879575708734
Position 991: 0.6348518447752833
Position 5773: 0.5925037688862362
Position 300: 0.4415149613867266
Position 4873: 0.20900765755269837
Position 1005: 0.14025154112872387
Position 971: 0.10150918286416456
Position 3158: 0.03981486750727657
Position 1092: 0.03686931341712425
Position 2760: 0.031023681299956904
Position 2212: 0.026530299976703642
Position 4600: 0.023942186254694277
Position 3734: 0.023744252583528504
Position 3062: 0.02083326376537554
Position 2799: 0.01825866266998999
Position 1799: 0.013655808417945054
Position 494: 0.01237008436858718
Position 1731: 0.009838254186527938
Position 3880: 0.009685837741323214
Position 957: 0.008925585214987673
Position 460: 0.007089602098378118
Position 2579: 0.006884784217669736
Position 1134: 0.005514088517219286
Position 2246: 0.004467942328975183
Position 339: 0.000976825032067174
Position 275: 0.0005747576691434937
Position 403: 0.00047755485081743163
Position 567: 0.00044338957582310565
Position 518: 0.0004065102219815693
Position 432: 0.0002828749425659696
Position 474: 0.00028080856389095673
Position 716: 3.0160986777828187e-05
Position 1137: 1.1857471876699938e-05
