Gene = PRKRIP1
index = 1072
Annotated 5SS: [  515  2180 12053 12426 32641 33802 35752 40787 43602]
Annotated 3SS: [ 2057 11925 12314 32079 33722 35650 40700 43536 61116]
SMsplice 5SS: [  310   515  2180 12053 12426 16721 31993 32227 33802 35752 40787 43602]
SMsplice 3SS: [  397  2057 11925 12314 16587 31822 32079 33722 35650 40700 43536 61116]
top_k =  100
Partition function (log Z): -15.496953028585217

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9998550886600275
Position 12426: 0.9976204459276226
Position 515: 0.9899451403713497
Position 310: 0.9640280858909865
Position 12053: 0.8661293751317365
Position 16721: 0.5321672903059869
Position 3621: 0.4039904388166556
Position 18887: 0.06064209156303824
Position 19011: 0.04661276481911989
Position 12049: 0.04364715236419349
Position 967: 0.03930704353993359
Position 305: 0.01206242224949242
Position 18960: 0.01103671857226572
Position 150: 0.0058520387592691245
Position 3810: 0.0036942585044736406
Position 819: 0.00327340398842396
Position 12399: 0.002379554072374686
Position 226: 0.0005718303503386683
Position 2002: 0.0004646296925854399
Position 271: 0.0004435113499158497
Position 269: 0.0004328251024951299
Position 1060: 0.0003614795875044737
Position 135: 0.00031525243432820456
Position 1786: 0.00029978340833225486
Position 123: 0.000265418134997983
Position 14: 0.00014551784618538376
Position 178: 5.07271476781216e-05
Position 273: 2.0319910033608406e-05
Position 229: 6.098270717742081e-06
Position 408: 3.033452691661508e-06
Position 69: 2.3782024664951642e-06
Position 567: 9.004926679963723e-07
Position 556: 7.404986093789447e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12314: 0.9971425189278884
Position 397: 0.9630183188414284
Position 11925: 0.9097765274959285
Position 16587: 0.5496062851466684
Position 2057: 0.40169773789685076
Position 19911: 0.3666590972518846
Position 2076: 0.32743975122525903
Position 2120: 0.2674288670859278
Position 18818: 0.2267359129691953
Position 3529: 0.2254305783466096
Position 3491: 0.12689112471862646
Position 17492: 0.09489174581980621
Position 17036: 0.07348469842081859
Position 20069: 0.05839249449975993
Position 13188: 0.04994602190698951
Position 20088: 0.04893348863382964
Position 15165: 0.038315724238844676
Position 3424: 0.03364027025555361
Position 13326: 0.02675667588576069
Position 13797: 0.02232862544462278
Position 871: 0.019025389342478514
Position 13456: 0.019012547307071657
Position 3515: 0.017967231825513304
Position 13666: 0.017365589223886237
Position 799: 0.014931871115426916
Position 13993: 0.008258597406236207
Position 13828: 0.00781274553098594
Position 13565: 0.007629613286595505
Position 17011: 0.00745560782629894
Position 12757: 0.006367320059989733
Position 371: 0.004937182160816128
Position 15558: 0.004636444234957891
Position 12667: 0.004161656128836876
Position 14291: 0.003598432184328918
Position 668: 0.0032080245583083404
Position 3691: 0.0030744505920449654
Position 849: 0.0028890513179636876
Position 420: 0.0024343522528863827
Position 402: 0.0023033636998806965
Position 648: 0.0022100814363925927
Position 12916: 0.0020639998343978286
Position 2098: 0.0017066221195461593
Position 12231: 0.0016116857311796904
Position 15161: 0.0015174603572048224
Position 1721: 0.0012795099666405023
Position 16408: 0.001268505144975742
Position 12185: 0.0012457953409269434
Position 12613: 0.0011334039293811994
Position 14361: 0.0010877228288203925
Position 439: 0.0009284212392384075
Position 3711: 0.0006198079124286858
Position 13604: 0.0006113704867754714
Position 394: 0.0005139240816930087
Position 12753: 0.0004270792714862235
Position 1981: 0.0004011847920959238
Position 2001: 0.00033432284291119024
Position 1907: 0.00033150583171363574
Position 772: 0.00029745057421530285
Position 936: 0.0002834605606543426
Position 733: 4.901163993256783e-05
Position 3456: 4.225300594373028e-05
Position 827: 2.5620517446383856e-05
Position 683: 2.1966053043381034e-05
Position 3358: 1.3474124552413153e-05
Position 423: 6.520886451082106e-06
Position 3234: 5.506539855927469e-06
Position 458: 1.6207241797902908e-06
Position 452: 9.548258924734165e-07
Position 412: 7.636332856590209e-07
Position 461: 3.2330094465837957e-07
Position 320: 2.0023900601372584e-07
Position 345: 1.3423064189351277e-07
Position 482: 7.256153083336264e-08
Position 436: 7.013455643247871e-08
Position 493: 1.1000387687370405e-08
Position 510: 6.651411414478877e-09
