Gene = MEGF9
index = 833
Annotated 5SS: [   713  55097  91855 102075 106730]
Annotated 3SS: [ 54894  91714 101930 106459 108828]
SMsplice 5SS: [   713   1112  10077  16172  17584  36396  55097  69746  91855 102075
 106631]
SMsplice 3SS: [   969  10003  16024  17486  36228  54894  69622  91714 101930 106459
 108828]
top_k =  100
Partition function (log Z): -53.67994831897416

Sorted 5' Splice Sites (High to Low Probability):
Position 713: 0.9934684897255924
Position 1112: 0.8939321623808153
Position 10077: 0.12404383678972003
Position 3782: 0.07197698256749654
Position 8810: 0.054148703083109054
Position 7049: 0.04648751353698143
Position 8755: 0.03242156282602528
Position 8802: 0.02251676117035474
Position 262: 0.02189352272171274
Position 17: 0.007218482303585513
Position 850: 0.0009180292319110951
Position 239: 0.0007516153414198495
Position 823: 0.0006883850310833736
Position 285: 0.0004740185413211803
Position 8: 0.00039614274242821135
Position 589: 0.0002857239914332689
Position 773: 0.00017828407131011126
Position 601: 0.00017063688552901993
Position 62: 0.0001586242336458338
Position 44: 0.00011591477553963879
Position 717: 8.074103633935793e-05
Position 904: 2.5177190787304974e-05
Position 26: 2.027163050653089e-05
Position 171: 1.751127803405502e-05
Position 32: 9.41717643064846e-06
Position 174: 4.5941125995397474e-06
Position 232: 1.8944381227969786e-06
Position 370: 1.9618145837917513e-09
Position 270: 1.0424478719148217e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.8485316637309311
Position 10003: 0.6803235039157399
Position 8666: 0.13528035542668884
Position 11422: 0.1054392858305253
Position 13358: 0.05327097637657364
Position 989: 0.0493444747808319
Position 6941: 0.04648751353698143
Position 7368: 0.036361161579508736
Position 7642: 0.036240857502202635
Position 6109: 0.025612082995541078
Position 5060: 0.025045726549942294
Position 3534: 0.02469230040247811
Position 462: 0.021100619424392956
Position 3674: 0.019250168828515397
Position 2860: 0.017971920741911424
Position 2219: 0.016924797986775934
Position 3566: 0.016100750616689523
Position 9091: 0.014348524485719803
Position 9554: 0.012980988774105511
Position 8553: 0.010900835104583574
Position 3608: 0.007920114220423371
Position 3654: 0.007915145682597413
Position 7994: 0.007802324047960218
Position 4440: 0.005579705185356054
Position 3677: 0.005045751866836845
Position 3900: 0.0049683053827906925
Position 6132: 0.004854002938641849
Position 813: 0.004443996151021389
Position 2215: 0.0028451182978858213
Position 5029: 0.002774393135291029
Position 4073: 0.002293205545477668
Position 5693: 0.001981180416120819
Position 525: 0.0017122855296569342
Position 647: 0.0015456178512121674
Position 3174: 0.0015391690197582623
Position 3924: 0.0015228410558747224
Position 4048: 0.001478905254163649
Position 4465: 0.0011932274785218817
Position 592: 0.0011580756309245255
Position 3420: 0.0010460083116970796
Position 1192: 0.0009459269491498926
Position 1364: 0.0009144842875769748
Position 2289: 0.0007960170841741577
Position 1469: 0.0005663032589898794
Position 2239: 0.0004979787423157009
Position 2078: 0.0004294270724267871
Position 2049: 0.0003830760316328258
Position 1745: 0.0003709378141348134
Position 1409: 0.00035270523736180705
Position 650: 0.00034870586088365634
Position 317: 0.00034065431255831204
Position 339: 0.0002839368256337352
Position 991: 0.00020818763414582773
Position 653: 3.183783149593009e-05
Position 400: 2.5587948263479584e-05
Position 712: 2.489383425926282e-05
Position 1034: 1.4559940677088753e-05
Position 822: 1.4135237439103568e-05
Position 536: 1.3415776754525844e-05
Position 405: 1.3304596984614656e-05
Position 849: 5.764624830422428e-07
Position 946: 2.2663308032298686e-07
Position 890: 2.0642179063596552e-07
Position 1061: 3.4166203388907354e-08
Position 690: 1.9948672189845925e-10
Position 347: 6.53525901543306e-11
