Gene = ALG1L2
index = 72
Annotated 5SS: [  206  9541 10392 11330 12683 14333 15420]
Annotated 3SS: [ 9429 10269 11269 12571 14217 15343 16391]
SMsplice 5SS: [  206  9541 10392 12683 15420 16278]
SMsplice 3SS: [ 9429 10269 12571 15343 16092 16401]
top_k =  100
Partition function (log Z): -0.4010016175594915

Sorted 5' Splice Sites (High to Low Probability):
Position 9541: 0.9999999999999979
Position 206: 0.9396278711826888
Position 15420: 0.9056167555788471
Position 10392: 0.8763159978268635
Position 12683: 0.7553537584582732
Position 16278: 0.70327543613102
Position 11330: 0.5552431963358444
Position 12134: 0.25455524451193345
Position 14297: 0.17253307989829061
Position 10370: 0.1015101498972132
Position 4067: 0.08890729870240019
Position 14333: 0.0788200656866656
Position 15718: 0.0786139884479275
Position 7223: 0.07168662977373122
Position 15606: 0.05853864584544781
Position 5352: 0.043457981091722164
Position 9964: 0.04165082317636383
Position 6427: 0.03986533488344912
Position 3950: 0.03509772183878745
Position 10631: 0.03319149572244883
Position 5568: 0.03082551254241065
Position 15592: 0.023256099713628735
Position 10030: 0.021498551816851348
Position 8985: 0.019022753275545153
Position 5471: 0.018789184285294285
Position 58: 0.01847078077101824
Position 335: 0.016285971972625938
Position 6108: 0.01578046382786937
Position 20: 0.013687414203636995
Position 301: 0.011927961870027735
Position 6052: 0.01005689465254939
Position 10614: 0.009350848566973373
Position 14436: 0.005523708844973983
Position 12637: 0.005226863816942724
Position 15861: 0.004930141882073332
Position 15781: 0.004435382838624125
Position 16256: 0.003908080264476574
Position 9797: 0.0037762189188468467
Position 16169: 0.0028218274877745246
Position 3819: 9.527012856887437e-05
Position 2732: 7.389000545381783e-05
Position 3271: 6.325941292234908e-05
Position 3409: 5.605938528097961e-05
Position 2293: 5.2056044322130856e-05
Position 10419: 4.7651048768692706e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 9429: 0.9999999999999982
Position 15343: 0.9927350978891215
Position 16092: 0.9210874583257648
Position 12571: 0.7605806222752158
Position 10269: 0.6490631681880838
Position 16401: 0.5672140415158554
Position 11269: 0.5521183168224216
Position 10248: 0.3230698341303503
Position 12076: 0.15164505482475515
Position 14217: 0.11356338995817647
Position 11937: 0.10291018968717824
Position 16391: 0.095648264941336
Position 16432: 0.0906533432856418
Position 14180: 0.07659487184882405
Position 15639: 0.07579156001366266
Position 5184: 0.07531409524080973
Position 7116: 0.07168662977373122
Position 14214: 0.06671859262292971
Position 3949: 0.05166369380021792
Position 5968: 0.03400934803298631
Position 4045: 0.03171512000910217
Position 6224: 0.03169334533088157
Position 15504: 0.029047054882558362
Position 9611: 0.025295697771330422
Position 3883: 0.024976373445115684
Position 10574: 0.019709802016285475
Position 9820: 0.01938006816787446
Position 8880: 0.019022753275545153
Position 5512: 0.017758582678617386
Position 9861: 0.017253801163830965
Position 15597: 0.01321953733587718
Position 10468: 0.010685420653531468
Position 3724: 0.009788130100173664
Position 10604: 0.006917922694663158
Position 10274: 0.006706140684782643
Position 3920: 0.005842809575212507
Position 10015: 0.004996026809026168
Position 10500: 0.0042142185159336765
Position 11298: 0.003124879513422723
Position 3617: 0.0001141637399345208
Position 3152: 0.00010445517182324872
Position 2670: 6.944851669738994e-05
Position 2147: 5.2056044322130856e-05
Position 10084: 4.96361786369292e-05
Position 3311: 7.770653827360553e-06
Position 3314: 7.092972552719182e-06
Position 2632: 4.441488756427704e-06
