Gene = AASS
index = 1
Annotated 5SS: [  306  4462  7448 15260 15516 16944 17190 18749 20225 20705 32202 32452
 35078 35373 40775 40980 42120 47811 52323 54226 54961 55985]
Annotated 3SS: [ 4284  7362 15191 15368 16864 17061 18599 20101 20592 32141 32383 34955
 35245 40663 40870 41978 47642 52226 54109 54871 55807 57214]
SMsplice 5SS: [  306  4462  7448 15260 15516 16944 17190 18749 20705 32202 32452 40775
 40980 47811 52323 54674 54961 55985]
SMsplice 3SS: [ 4345  7362 15103 15368 16864 17061 18599 20592 32141 32315 40663 40870
 47642 52226 54494 54871 55807 57214]
top_k =  100
Partition function (log Z): -6.3873362228697985

Sorted 5' Splice Sites (High to Low Probability):
Position 306: 0.9998781311512179
Position 17190: 0.9986008538328199
Position 7448: 0.9980271930036672
Position 16944: 0.9893562470899647
Position 18749: 0.9862362625241883
Position 20705: 0.8838645021430994
Position 4462: 0.7842223109534229
Position 15516: 0.648983877823489
Position 15502: 0.3508803937659958
Position 8374: 0.310420577367923
Position 12277: 0.23503433536949117
Position 18207: 0.2057573863968674
Position 21058: 0.07285545058124546
Position 7740: 0.06787432668849779
Position 4646: 0.06224012609309339
Position 659: 0.052933336783798794
Position 7024: 0.05258587096396757
Position 17612: 0.05237525004075748
Position 6917: 0.038845406087858816
Position 20717: 0.029547944429696747
Position 5839: 0.02452784003841702
Position 7086: 0.017005947528360623
Position 18183: 0.01601524543648439
Position 2924: 0.0108189401525085
Position 3844: 0.008417255658367855
Position 5343: 0.006370121944528649
Position 3111: 0.004363422267080889
Position 2093: 0.004258864287866963
Position 19305: 0.002960872111068008
Position 19026: 0.0029099824938718876
Position 2438: 0.0021894439929383935
Position 7503: 0.0011270658086705778
Position 7571: 0.0008746095422672558
Position 17239: 0.0006520507543027103
Position 15968: 0.0004456549880647497
Position 17235: 0.0003388286310489836
Position 17144: 0.0003296977815303808
Position 7606: 0.00020027432812320877
Position 7452: 0.00015795230712380682
Position 329: 4.7865078034548594e-05
Position 264: 2.9293326394823206e-05
Position 88: 1.951637279767705e-05
Position 310: 1.234631983939843e-05
Position 105: 6.381723353669323e-06
Position 135: 5.517927502388428e-06
Position 427: 9.481008500580464e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7362: 0.9999999999999933
Position 15368: 0.999864271589485
Position 17061: 0.9842876685978832
Position 18599: 0.9462531452432817
Position 16864: 0.682894224494354
Position 4345: 0.6334713712072934
Position 20592: 0.5964974447948151
Position 21276: 0.36314086910211263
Position 20945: 0.32530390317066443
Position 20644: 0.31691500177797993
Position 16740: 0.2961873293503403
Position 8226: 0.26998753188416424
Position 12145: 0.23503433536949112
Position 18047: 0.1298234327842529
Position 6848: 0.10102520282679806
Position 4176: 0.07631060026123321
Position 22579: 0.07594584514534129
Position 4558: 0.06224012609309335
Position 17430: 0.05051472843608747
Position 21925: 0.049682305943812635
Position 4284: 0.04965580114131607
Position 25757: 0.04516882916050412
Position 19404: 0.043737340154887366
Position 21229: 0.04250173731774737
Position 7700: 0.03875567134904443
Position 18559: 0.031345445640570145
Position 521: 0.02677807318166035
Position 4251: 0.024784538343580333
Position 5691: 0.02452784003841702
Position 21433: 0.022406620229768765
Position 18163: 0.02228302012584717
Position 18114: 0.02164867441577706
Position 26076: 0.020980794112295312
Position 18129: 0.01727551046252877
Position 8148: 0.016614902381542913
Position 567: 0.015458891490132161
Position 7528: 0.01457927382017309
Position 17949: 0.014169833012152244
Position 20891: 0.01235922997663216
Position 24230: 0.012265560911256926
Position 22757: 0.012100447582664927
Position 18403: 0.01159764262671591
Position 8279: 0.01060830255014495
Position 22515: 0.01057536586233387
Position 7570: 0.010410510838791687
Position 16525: 0.010274693245270491
Position 22396: 0.010219726963701246
Position 17917: 0.009813617545495841
Position 17068: 0.009214551066416127
Position 23792: 0.008055254452846642
Position 6715: 0.007412021753389071
Position 2847: 0.007163456309661263
Position 23436: 0.0070951234984426865
Position 18973: 0.006842291745236569
Position 455: 0.006831799687989926
Position 17882: 0.006758543487297736
Position 8166: 0.006526396116173065
Position 17113: 0.006167081988645085
Position 7651: 0.004515965670347097
Position 2985: 0.004336830491332418
Position 3621: 0.004282776165022605
Position 1982: 0.004258864287866963
Position 19251: 0.004133233579409365
Position 8019: 0.003696800670465512
Position 2663: 0.0034630813807856185
Position 3744: 0.0033774030367615883
Position 5220: 0.003216589720837164
Position 5181: 0.0031535322236914856
Position 8089: 0.0029866437654323934
Position 482: 0.0028814910487190933
Position 20795: 0.0027786077725363146
Position 2338: 0.0021894439929383935
Position 17500: 0.0017656077411723245
Position 539: 0.0009830813752972267
Position 18947: 0.00047219983578962357
Position 3566: 0.0004675006027752049
Position 15857: 0.0004456549880647508
Position 3661: 0.0002895758538084573
Position 2895: 0.00021899423781008827
Position 17092: 0.00021647026916488203
Position 17449: 9.491386349764519e-05
Position 17142: 2.229121634286214e-05
Position 17121: 1.3367861248065289e-05
Position 18517: 1.0476818221897655e-06
