Gene = RINT1
index = 1143
Annotated 5SS: [  273   785  4665 10565 14999 15249 16626 18081 18402 19623 23143 31863
 33373 33564]
Annotated 3SS: [  738  4479 10322 14824 15098 16468 17969 18175 19484 22942 31647 33191
 33444 35033]
SMsplice 5SS: [  273   785  4665 10565 18081 18402 19623 27962 31863 33373 33564]
SMsplice 3SS: [  738  4479 10447 17969 18175 19484 27815 31647 33191 33444 35410]
top_k =  100
Partition function (log Z): -14.341740742432945

Sorted 5' Splice Sites (High to Low Probability):
Position 273: 0.9865769376081096
Position 4665: 0.8347745676027979
Position 785: 0.49702221364391297
Position 2708: 0.3253085208089739
Position 914: 0.20911030003874218
Position 4638: 0.15618691291587514
Position 1913: 0.058780390130442096
Position 859: 0.056594584425215325
Position 842: 0.052374847579589
Position 1293: 0.05208341536089319
Position 514: 0.023561923585761105
Position 590: 0.009008405195031202
Position 3607: 0.007904826609808051
Position 466: 0.00723189667412972
Position 657: 0.004016900260745068
Position 151: 0.003355847099975595
Position 5325: 0.0029024519243482194
Position 92: 0.0017269765579494584
Position 17: 0.0009600374578106986
Position 354: 0.0008487242937473332
Position 535: 0.0006735598869236717
Position 367: 0.00030110461597897476
Position 492: 0.0002981796945542298
Position 412: 0.00028909716298231687
Position 381: 0.0002791994583075526
Position 501: 0.0002578311230620421
Position 148: 0.00018057531972675938
Position 884: 0.00016505896828528273
Position 524: 0.00015969885917011767
Position 322: 0.00011810360353545729
Position 557: 0.00011212123135200855
Position 624: 7.460325490892294e-05
Position 434: 4.566994918855359e-05
Position 155: 4.319021596268221e-05
Position 110: 1.0014596439652114e-05
Position 126: 4.233121632150368e-08
Position 157: 3.9016651549796224e-08
Position 159: 1.2798655496721966e-08
Position 4: 2.84620090752842e-09
Position 116: 2.4198563927004493e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4479: 0.9892201409503564
Position 738: 0.8124206999371816
Position 2572: 0.32530852080897393
Position 8014: 0.1751886534672035
Position 11269: 0.12861282626488746
Position 11216: 0.10533382986065055
Position 5928: 0.08563221369173764
Position 6399: 0.08548420595474401
Position 5065: 0.07461822144770379
Position 5463: 0.06674059946003562
Position 6273: 0.06112144264062794
Position 1835: 0.05582184221625322
Position 5090: 0.03581622158135586
Position 6314: 0.03491004106443771
Position 398: 0.03191755051273638
Position 4837: 0.02557482585311132
Position 5280: 0.021052006052515587
Position 6559: 0.01810550318172332
Position 6614: 0.017005190130163758
Position 878: 0.016806135767411814
Position 1172: 0.01615616982313787
Position 7123: 0.01615107569686955
Position 4948: 0.013965217312565666
Position 6617: 0.012444207906506983
Position 1139: 0.012158348044556263
Position 8202: 0.011546689965028459
Position 4572: 0.009268458046177732
Position 3486: 0.007904826609808072
Position 1008: 0.0074369794838279385
Position 5225: 0.004560960911153596
Position 657: 0.003222901375981785
Position 1733: 0.0029585479141888593
Position 371: 0.0020456887639448535
Position 172: 0.0017790032308422005
Position 556: 0.001635302071566883
Position 477: 0.0008129595672810971
Position 425: 0.00040083190224690695
Position 1053: 0.00038274224285426815
Position 348: 0.0002689852461007412
Position 176: 0.0002640475264894686
Position 572: 0.00020915515815530473
Position 620: 0.00019883616392059395
Position 1108: 0.00014649438654671485
Position 185: 0.00014328336440407963
Position 267: 0.00011889446671590121
Position 380: 0.00011780555840101168
Position 487: 6.860641126302171e-05
Position 403: 5.949344637403676e-05
Position 501: 5.4221522524315206e-05
Position 577: 4.975794284150794e-05
Position 523: 3.467924458386801e-05
Position 416: 2.6131267459692703e-05
Position 225: 2.0928296322633288e-05
Position 207: 1.8984250834588472e-05
Position 752: 1.507187610762457e-05
Position 624: 1.827107548263174e-06
