Gene = STX17
index = 1351
Annotated 5SS: [   74  8730 22211 44653 53400 53523 61107]
Annotated 3SS: [ 8544 22144 44426 53283 53471 61019 61800]
SMsplice 5SS: [   74  8730 10350 15663 19781 22211 44653 53400 53523 61107]
SMsplice 3SS: [ 8544 10246 15568 19704 22144 44426 53283 53471 60988 63222]
top_k =  100
Partition function (log Z): -23.503493202879554

Sorted 5' Splice Sites (High to Low Probability):
Position 8730: 0.9999363526956557
Position 74: 0.9877232551604992
Position 19781: 0.9494448704473188
Position 22211: 0.9425906503964835
Position 15663: 0.6641151082261157
Position 10350: 0.5999606488097686
Position 1379: 0.5082597190430781
Position 15794: 0.2575255819373429
Position 12069: 0.09071326302683663
Position 16780: 0.08148135227458735
Position 1786: 0.05909131220790216
Position 7181: 0.045029328063147876
Position 585: 0.04368375704291844
Position 10899: 0.04359711227036185
Position 1412: 0.037865328463338926
Position 12026: 0.03743425669357324
Position 761: 0.010724986960122113
Position 571: 0.006594317151177398
Position 763: 0.003088366495812013
Position 174: 0.002058921089088403
Position 466: 0.001618525529923494
Position 279: 0.0014030664118623972
Position 725: 0.0012493753029449847
Position 1445: 0.0005497805474756576
Position 510: 0.0005080124897501584
Position 622: 0.0004965127820872426
Position 1145: 0.0002728485538349946
Position 438: 0.00020949094118942276
Position 127: 0.00020181019260790805
Position 451: 0.00016626675637507226
Position 1252: 0.00012657600924031719
Position 1538: 0.00011127137986117156
Position 665: 0.00010825751062242533
Position 574: 0.00010293023155862669
Position 371: 9.130023550990822e-05
Position 207: 1.284815235737904e-05
Position 193: 1.055054962081479e-05
Position 339: 1.0669340082419549e-08
Position 107: 5.963971153562211e-09
Position 3: 1.2297102295322108e-09
Position 144: 3.36134011312449e-10
Position 142: 9.3320304653006e-11
Position 38: 3.5837261792859838e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8544: 0.9999775823425446
Position 19704: 0.9941739399857241
Position 22144: 0.9425906503964835
Position 15568: 0.9268469717744009
Position 10246: 0.5999606488097686
Position 1225: 0.5469290583961345
Position 30431: 0.3191393249773675
Position 28855: 0.17139212788354768
Position 11965: 0.12858431520648878
Position 27511: 0.11523367283829986
Position 24364: 0.10100030301724519
Position 24887: 0.08540275323337133
Position 16513: 0.08148135227458735
Position 1665: 0.059096064716399915
Position 465: 0.050987995550782164
Position 23659: 0.04576339745539468
Position 7000: 0.045029328063147876
Position 10652: 0.043597112270361935
Position 22989: 0.03174433384903518
Position 25234: 0.02813690332624277
Position 22508: 0.026882309382423804
Position 22292: 0.017895524433557655
Position 19889: 0.006854220050835702
Position 680: 0.003956216797733365
Position 612: 0.0030877030539541157
Position 227: 0.0011342560783620039
Position 1059: 0.00027284855383499437
Position 374: 0.00023474569458998388
Position 684: 0.00021885405611714247
Position 263: 0.0002140408420062049
Position 417: 0.0001407363263856214
Position 568: 7.93030779719478e-05
Position 9004: 3.5014451454806387e-05
Position 11145: 3.4448767550689707e-05
Position 9136: 2.992215301486944e-05
Position 9947: 1.9950240886596982e-05
