Gene = GCLM
index = 580
Annotated 5SS: [  373  4888  7826 11572 12793 14797]
Annotated 3SS: [ 4821  7740 11511 12589 14681 20250]
SMsplice 5SS: [  373  4888  7826 14797]
SMsplice 3SS: [ 4821  7740 14681 20250]
top_k =  100
Partition function (log Z): -8.167638077994004

Sorted 5' Splice Sites (High to Low Probability):
Position 14797: 0.9533902119806332
Position 373: 0.8889357872917742
Position 7826: 0.8052948730568128
Position 4888: 0.6736407607337476
Position 20342: 0.4793600824800874
Position 11572: 0.32721083186148064
Position 12793: 0.1705025329983629
Position 746: 0.12663246896016667
Position 8181: 0.07588713484677236
Position 13936: 0.049285168853629435
Position 14853: 0.03699548716955503
Position 2361: 0.025109558838208486
Position 2213: 0.018374453013166894
Position 1895: 0.018150693518413974
Position 16623: 0.011983218013225494
Position 3929: 0.010701859189518962
Position 1582: 0.010200009363970973
Position 3559: 0.009191080667733206
Position 15522: 0.0044962412265400495
Position 15033: 0.002062039200499108
Position 1336: 0.0001585790974464172
Position 1209: 0.00013614075564696314
Position 586: 1.2783132592077611e-05
Position 147: 1.1154141217028988e-05
Position 506: 7.853323467940476e-06
Position 861: 5.199213461772822e-06
Position 936: 3.2882846135473102e-06
Position 432: 2.7065835125959584e-06
Position 348: 1.62811683668031e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 14681: 0.9905697098824242
Position 20250: 0.9309592412057787
Position 7740: 0.801869444716403
Position 4821: 0.3915243281731005
Position 11511: 0.3272108318614804
Position 23604: 0.19327758495417757
Position 12589: 0.17050253299836296
Position 4763: 0.16709641128420064
Position 22950: 0.12474507504114596
Position 4797: 0.11502002127644667
Position 24115: 0.08576299349688701
Position 8085: 0.054057927845092606
Position 13728: 0.04928516885362945
Position 14961: 0.042605160867459836
Position 22759: 0.025723241500576
Position 22930: 0.024719261001468287
Position 16492: 0.020226003285146333
Position 1724: 0.015591347591384001
Position 7971: 0.014849345446897018
Position 2271: 0.01369747783277714
Position 2254: 0.011412081005431349
Position 626: 0.01130852558901433
Position 3814: 0.010701859189518962
Position 2113: 0.00904527598615038
Position 17329: 0.008658377537968649
Position 20823: 0.008645680873243435
Position 20546: 0.008274024892782336
Position 21340: 0.008212220719806807
Position 1501: 0.007299222091362004
Position 7948: 0.006979861554782737
Position 3467: 0.006123115059152835
Position 2101: 0.00463894791173568
Position 15319: 0.0044962412265400495
Position 7580: 0.003476379171132852
Position 2082: 0.0032927077512049036
Position 676: 0.003078472044012428
Position 3399: 0.003067965608580369
Position 18681: 0.0029794387860480245
Position 1315: 0.0029032205542054807
Position 16021: 0.002653029078005917
Position 1769: 0.002561755521644408
Position 16810: 0.0017580959020904966
Position 17386: 0.0015692314748976142
Position 510: 0.0015205912677097929
Position 2046: 0.001397521364075929
Position 15601: 0.0008021036924835595
Position 15178: 0.0007149311401083823
Position 14928: 0.00045083410486254443
Position 16520: 0.00042659252753896097
Position 2847: 2.4131721647692455e-06
