Gene = NHP2
index = 940
Annotated 5SS: [ 310  477 3080]
Annotated 3SS: [ 406 2973 4128]
SMsplice 5SS: [ 310  477 3080]
SMsplice 3SS: [ 406 2973 4128]
top_k =  100
Partition function (log Z): 0.6837823172264651

Sorted 5' Splice Sites (High to Low Probability):
Position 477: 0.9892226165225099
Position 310: 0.9881631485002325
Position 3080: 0.9415757921403232
Position 3678: 0.17412362811184057
Position 2839: 0.09088835008770053
Position 693: 0.08292814021469919
Position 2824: 0.03618005102261922
Position 3730: 0.035134580520533386
Position 3784: 0.01834503566674204
Position 629: 0.014581983259627273
Position 1397: 0.013242738248609184
Position 340: 0.011613630386584792
Position 4051: 0.008733007827453853
Position 643: 0.008270166769152798
Position 3386: 0.007966815881512213
Position 2051: 0.006311918890965295
Position 667: 0.006157027939807875
Position 3011: 0.005690704355766941
Position 1647: 0.004924923005033871
Position 1448: 0.004172188545610649
Position 3779: 0.0041585173384680076
Position 1933: 0.003796891112919456
Position 3747: 0.0035282351374089534
Position 2576: 0.003418745174570219
Position 4228: 0.0010485199014314056
Position 445: 0.00020981957956074486
Position 108: 5.536144516760742e-05
Position 84: 5.177263760200016e-05
Position 49: 4.9511011234507235e-05
Position 436: 3.6981073403016925e-05
Position 234: 3.4963138109372304e-05
Position 132: 3.11891834302034e-05
Position 604: 1.083640042729916e-05
Position 516: 5.038962877071144e-07
Position 409: 2.946188245849966e-07
Position 46: 1.610277515995261e-07
Position 202: 1.4470530435484284e-07
Position 327: 7.600609059903354e-08
Position 17: 3.464716148138783e-08
Position 348: 3.88754636553754e-09
Position 357: 3.419595062996705e-09
Position 99: 3.782764719446587e-12
Position 200: 4.048260329414266e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 406: 0.9999969781258393
Position 2973: 0.9487174825575926
Position 4128: 0.9094327801494636
Position 3638: 0.104279824103168
Position 2658: 0.07892530647865521
Position 3615: 0.07223443537049339
Position 573: 0.05251816872384472
Position 3257: 0.04967356243554414
Position 3635: 0.04933422631993781
Position 585: 0.047379066691684915
Position 2748: 0.04193875081542814
Position 3833: 0.01863353412482536
Position 1388: 0.011897477542757218
Position 2896: 0.00951997064621694
Position 3318: 0.008390321214502224
Position 3655: 0.0072781608083120185
Position 2685: 0.00691670273664503
Position 1949: 0.006311918890965295
Position 1044: 0.0051550964312415005
Position 2444: 0.005104301671802691
Position 1780: 0.003796891112919456
Position 4084: 0.0031555410865187527
Position 4108: 0.0027319111536148162
Position 885: 0.002673948114825061
Position 1270: 0.0026480704622878545
Position 3220: 0.0024733751290522475
Position 588: 0.002437961868463764
Position 4357: 0.0023880117799777653
Position 1192: 0.002043263236970416
Position 1232: 0.001972733164907791
Position 1437: 0.0016474738164306154
Position 4255: 0.001505716334068902
Position 4383: 0.0009582720758119737
Position 770: 0.0003358763261585093
Position 735: 0.00017003326806470616
Position 542: 4.4611003672210583e-05
Position 3424: 2.7626481610799814e-05
Position 539: 4.085661338853223e-06
Position 417: 1.9632186202898414e-06
Position 597: 1.6516068781255925e-06
Position 609: 5.008214977393705e-07
Position 557: 3.710256588311263e-07
Position 377: 3.1546665324213934e-07
Position 466: 2.0364158499481986e-07
Position 420: 1.6115918531400023e-07
Position 414: 1.577970782539914e-07
Position 423: 7.173929432498832e-08
Position 469: 4.688918249199892e-08
Position 442: 3.196278829420874e-08
Position 475: 3.174866841817808e-08
Position 444: 1.618186014664364e-08
Position 373: 1.4251648224893155e-08
Position 450: 4.206182146918856e-09
Position 257: 3.6095324165151907e-09
Position 131: 1.806211057641997e-12
Position 224: 2.636459069221884e-14
Position 168: 2.433522957777548e-14
Position 164: 2.3069853656070385e-14
