Gene = HMMR
index = 658
Annotated 5SS: [  189  3405  4253  7199  9280 10722 10914 12704 13008 13656 15123 18251
 22239 22623 22818 23696 30003]
Annotated 3SS: [ 3305  4172  7150  9090 10634 10812 12628 12828 13506 14907 18133 22091
 22469 22717 23518 29839 30561]
SMsplice 5SS: [  189  3405 10722 10914 12704 13008 18251 22239 22623 22818 30003]
SMsplice 3SS: [ 3305 10634 10795 12628 12828 18133 22091 22469 22717 29839 30561]
top_k =  100
Partition function (log Z): -4.975784909639558

Sorted 5' Splice Sites (High to Low Probability):
Position 3405: 1.0000000000000033
Position 22818: 0.9388115543557486
Position 10722: 0.8739445655681501
Position 10914: 0.8317638896338534
Position 13008: 0.817299383897554
Position 189: 0.7990322744975241
Position 18251: 0.7669653923425298
Position 12704: 0.7211940720492238
Position 9280: 0.7077512532408385
Position 4253: 0.5781671362457323
Position 15123: 0.4164351795772141
Position 13656: 0.3079267135966596
Position 18382: 0.22835161534966947
Position 10918: 0.1674097170773382
Position 193: 0.16477660390139443
Position 7199: 0.10859238494696276
Position 1373: 0.022217278901870887
Position 8025: 0.019351588713607645
Position 446: 0.010687785273088026
Position 23696: 0.009229062131786762
Position 70: 0.0044264124553847935
Position 1312: 0.003918804429254862
Position 32: 0.003650033733116719
Position 7386: 0.0028256616537279296
Position 287: 0.002648059645176575
Position 494: 0.0022895220049364245
Position 3925: 0.0016326768643678056
Position 772: 0.0009483997278909207
Position 932: 0.00075595247026115
Position 513: 0.000697663479413215
Position 905: 0.0006131763420290325
Position 1030: 0.0006030267677763667
Position 1303: 0.0004355630504157851
Position 3835: 0.00033276276014713763
Position 3023: 0.00028666043545615095
Position 3641: 0.0002268817576298173
Position 3935: 0.0001766348768015318
Position 1516: 0.0001353988477200012
Position 3: 6.599542357788782e-05
Position 36: 7.413925924761347e-06
Position 45: 7.670942515921127e-07
Position 145: 7.479493871863216e-08
Position 121: 7.000929187304883e-08
Position 307: 2.9530858375696973e-08
Position 77: 4.930013529161986e-09
Position 94: 3.6240115418529644e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 18133: 0.9953170076921996
Position 3305: 0.9878890672779373
Position 22717: 0.9850688043394702
Position 10634: 0.8790926411662621
Position 30561: 0.7973507009933464
Position 12828: 0.777708438888813
Position 12628: 0.6725699405730353
Position 10795: 0.560017562023075
Position 10812: 0.43400796909000494
Position 4172: 0.42202685370471965
Position 9090: 0.400712475452852
Position 9108: 0.30703877778798655
Position 13506: 0.2571538794712398
Position 14907: 0.24029655148847964
Position 14852: 0.17897668607161302
Position 4122: 0.14117889816861076
Position 7150: 0.089359885988517
Position 23518: 0.08519910423705743
Position 24639: 0.065490811257131
Position 12639: 0.04862413147618863
Position 12795: 0.03652842982087956
Position 13480: 0.03344643122154105
Position 13509: 0.018216223853308337
Position 7913: 0.015981510969441406
Position 4223: 0.013501441716013009
Position 6997: 0.010516371176485842
Position 3323: 0.010377436192571822
Position 1337: 0.00954255147222646
Position 7153: 0.007434129408880133
Position 18449: 0.005945503073880703
Position 20247: 0.004302700278848041
Position 1298: 0.004297688754002102
Position 12839: 0.003840726552578712
Position 7873: 0.0033700777441662425
Position 7041: 0.002550959140675702
Position 7282: 0.0015567008861320144
Position 3347: 0.0014266189168134808
Position 4202: 0.0014084491263245365
Position 1236: 0.0013355452974177047
Position 419: 0.001080918951624845
Position 3765: 0.0010477988460039118
Position 824: 0.0007078021617871775
Position 3794: 0.00035281885603122043
Position 3257: 0.00030666558178346983
Position 2899: 0.0002866604354561511
Position 1275: 0.00023304961857634456
Position 3547: 0.00021138959068125253
Position 3661: 0.00020465093401111868
Position 3834: 0.0001860302294133743
Position 307: 0.0001699404578197506
Position 337: 0.0001451903006563067
Position 157: 0.00012196298087145116
Position 3739: 0.00011789647215559791
Position 644: 0.0001154439242605418
Position 249: 9.923017855612911e-05
Position 13767: 9.186363346163139e-05
Position 13280: 8.503837731502972e-05
Position 3506: 8.10866081581489e-05
Position 3629: 7.834370718020099e-05
Position 73: 6.0990762320069764e-05
Position 4227: 5.1493530064474027e-05
Position 3828: 3.901473241484886e-05
Position 3775: 3.09016712443471e-05
Position 3595: 1.9024611652272077e-05
Position 3143: 2.1203089604580664e-07
