Gene = UTP11L
index = 1541
Annotated 5SS: [  124  3679  5029  5836  6411  6642 10068]
Annotated 3SS: [ 3616  4925  5721  6316  6510  9956 10802]
SMsplice 5SS: [  124  3679  5029  5836  6411 10068]
SMsplice 3SS: [ 3616  4925  5721  6316  9956 10802]
top_k =  100
Partition function (log Z): 7.913840659472048

Sorted 5' Splice Sites (High to Low Probability):
Position 5836: 0.9987402325238748
Position 10068: 0.9876196525633428
Position 124: 0.9784825096627056
Position 5029: 0.9594642380039541
Position 3679: 0.8705310081542161
Position 6411: 0.8621163579262238
Position 6642: 0.4691759465896015
Position 10982: 0.3252394503757006
Position 434: 0.21126578350332315
Position 5274: 0.17301633351708012
Position 4103: 0.08212683155240877
Position 3697: 0.0740252335096972
Position 10256: 0.07097282997618425
Position 7503: 0.05920558612644785
Position 10298: 0.05132473408136276
Position 738: 0.04863655294554573
Position 3492: 0.047998216925462904
Position 1580: 0.04672297025371664
Position 391: 0.04542725519114683
Position 5260: 0.03167226332773643
Position 10720: 0.030353153934745167
Position 5607: 0.017947209032914486
Position 6668: 0.017680727910470314
Position 10941: 0.014097910732963124
Position 549: 0.01287238309903675
Position 742: 0.010611662515804123
Position 1555: 0.009716889411658786
Position 11003: 0.009444058393351681
Position 5017: 0.009123424165786164
Position 5048: 0.007911497199633046
Position 446: 0.007170044285745739
Position 3423: 0.006720677406228602
Position 4107: 0.006273087874724876
Position 4052: 0.006001045723782185
Position 3193: 0.005454317817769787
Position 5609: 0.004766969408453726
Position 243: 0.00457385731840539
Position 10839: 0.004379163072652868
Position 5156: 0.004198195799028919
Position 4275: 0.0038423176092076752
Position 10824: 0.003698418611854615
Position 6428: 0.003110606733238912
Position 6130: 0.002476904278182157
Position 10986: 0.0018995305224855448
Position 383: 0.001421200332036097
Position 546: 0.001334032901619184
Position 5147: 0.0010226082668162273
Position 3113: 0.0003560144886120988
Position 147: 0.00022033971509010346
Position 237: 0.00019732035464993723
Position 6268: 0.00018562869335410034
Position 223: 0.00017865283365528343
Position 209: 0.00014955019011045855
Position 218: 9.15247622080736e-05
Position 537: 4.737413974133705e-05
Position 428: 3.572764918780944e-05
Position 534: 3.294697399834333e-05
Position 414: 2.7362739771468882e-05
Position 198: 2.4863729843018997e-05
Position 90: 1.349221778098954e-05
Position 53: 6.050751059993769e-06
Position 167: 4.393576098279195e-06
Position 159: 1.5999670890709831e-06
Position 14: 1.4897166821694052e-06
Position 247: 2.2296113635411978e-07
Position 189: 2.475576316207065e-08
Position 169: 5.865216772691961e-09
Position 331: 3.4494782389494153e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5721: 0.9939906372897375
Position 9956: 0.990404334336644
Position 4925: 0.9785360039662406
Position 3616: 0.9088097803016266
Position 10802: 0.8809936469358998
Position 6316: 0.6951868689707638
Position 6510: 0.40570488288737233
Position 11125: 0.30607926179165484
Position 319: 0.27623146730835946
Position 5146: 0.20461597407700685
Position 11674: 0.15346349219553346
Position 6276: 0.10271477200084816
Position 10192: 0.09764966727406604
Position 3383: 0.09046535569397816
Position 6361: 0.059478292183799714
Position 7386: 0.05920558612644783
Position 3917: 0.05202839405724777
Position 6473: 0.050335912097577845
Position 1401: 0.04898426653839914
Position 652: 0.043693798901024955
Position 4002: 0.03624560564317498
Position 10172: 0.028381833687062548
Position 10592: 0.025914705341056925
Position 5373: 0.022715832412565598
Position 6251: 0.02024189723199377
Position 6546: 0.012223568947896064
Position 610: 0.010181067235783785
Position 11121: 0.007282593278142928
Position 4007: 0.006126965450493108
Position 6109: 0.005578893630255864
Position 3132: 0.005454317817769787
Position 10601: 0.004438448593688243
Position 4167: 0.0038423176092076752
Position 5187: 0.0032565822367872253
Position 5692: 0.0030358709063774787
Position 11626: 0.003002809855935561
Position 6279: 0.002015338915663785
Position 10229: 0.0012121014195109817
Position 5648: 0.0009106026102094226
Position 5742: 0.0008014511388150506
Position 6191: 0.0004387670910545776
Position 5960: 0.00037549487935124295
Position 2805: 0.0003560144886120988
Position 6518: 0.0002499180455063694
Position 9655: 0.00020600755544847822
Position 6013: 0.0001858524801645652
Position 425: 8.239675400102351e-05
Position 494: 3.850278613790966e-05
Position 378: 2.0104591220062872e-05
Position 6198: 1.571276882314382e-05
Position 371: 1.4217182157131572e-05
Position 325: 9.274148129429119e-06
Position 223: 6.129882861032976e-06
Position 395: 2.714605867557361e-06
Position 428: 2.1676478944704697e-06
Position 407: 1.980187469977339e-06
Position 5349: 1.6607537468903656e-08
