Gene = MRPL32
index = 864
Annotated 5SS: [ 317 2937]
Annotated 3SS: [2754 5121]
SMsplice 5SS: [ 317 2937]
SMsplice 3SS: [2754 5121]
top_k =  100
Partition function (log Z): -4.673593242545422

Sorted 5' Splice Sites (High to Low Probability):
Position 2937: 0.9808234012452927
Position 317: 0.6579072206999669
Position 321: 0.24675044328387738
Position 3238: 0.0835985625080809
Position 637: 0.07954128196294932
Position 5396: 0.06241016455369089
Position 5042: 0.06058513109903769
Position 995: 0.03170849006638095
Position 2603: 0.020210918803518302
Position 592: 0.017164668051969843
Position 3213: 0.015297400861066963
Position 3191: 0.013027214767353433
Position 672: 0.012093989592077138
Position 3700: 0.009863241193330373
Position 2931: 0.008123606337806975
Position 660: 0.005989513836782255
Position 3991: 0.005797119515240812
Position 2392: 0.004381178753612974
Position 5197: 0.004003912676055003
Position 2586: 0.0032606473229182145
Position 914: 0.001841947722881263
Position 1838: 0.0017068696937456622
Position 135: 0.0013375920910725673
Position 1856: 0.0008690364535168543
Position 3742: 0.0002636414200371316
Position 2958: 0.00021845481567505067
Position 439: 2.264384771039497e-05
Position 2997: 1.3853690166380878e-05
Position 410: 3.859333247571185e-06
Position 442: 3.4564354267714908e-06
Position 430: 3.4511510436616522e-06
Position 225: 3.3928956631250337e-06
Position 312: 2.890491160757963e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2754: 0.9993181738823353
Position 5121: 0.6361143835462298
Position 3122: 0.11878138342122746
Position 3756: 0.08600176147052487
Position 3645: 0.0512159292876925
Position 5497: 0.04937633969502784
Position 3485: 0.04773778691383712
Position 3520: 0.043319342574901804
Position 4947: 0.027698571824035585
Position 4279: 0.027468934657557332
Position 4963: 0.02620556827660366
Position 2460: 0.02351056505478237
Position 4711: 0.022685826961526195
Position 548: 0.018719974562184483
Position 829: 0.01763976790689113
Position 5163: 0.016018116098342874
Position 5472: 0.014997932839809689
Position 5500: 0.013855639775299466
Position 3618: 0.013738201272295433
Position 4817: 0.009367686298614666
Position 5259: 0.008507468364738787
Position 958: 0.005973017791275435
Position 3100: 0.005197611538154927
Position 868: 0.005072453234203002
Position 4634: 0.004951907561059107
Position 3032: 0.004539739686794437
Position 3760: 0.003893423494772268
Position 3799: 0.003424574541241338
Position 404: 0.0033929760756615935
Position 2219: 0.0028515362881795887
Position 1759: 0.002575906147262518
Position 4715: 0.002468189252955334
Position 463: 0.0023019592342628514
Position 4193: 0.0019115844744701238
Position 5564: 0.0017118530694450519
Position 2286: 0.0015296424654333866
Position 3449: 0.001350490681308597
Position 3802: 0.0010575682800170977
Position 831: 0.000725567240776167
Position 2793: 0.0005666123746723846
Position 442: 0.0005465239749084654
Position 3073: 0.0003168174955474884
Position 3134: 9.803256906612467e-05
Position 2760: 6.348888562389449e-05
Position 3142: 1.3038759733595521e-05
Position 2682: 1.2725929025768383e-05
