Gene = RP5-877J2.1
index = 1189
Annotated 5SS: [    7  1187  7052 20033 23383 30088 30720 60020 69957 70371]
Annotated 3SS: [ 1120  6983 19968 23220 29906 30646 59718 69791 70289 71175]
SMsplice 5SS: [  956  1187  7052 14791 23383 30720 33682 69565 69957 70417]
SMsplice 3SS: [ 1120  6983 14606 23220 30646 33560 69406 69791 70289 71175]
top_k =  100
Partition function (log Z): -28.894894050488226

Sorted 5' Splice Sites (High to Low Probability):
Position 7052: 0.9987234775573505
Position 14791: 0.9748953009022644
Position 23383: 0.8666301336492099
Position 1187: 0.8609249436911687
Position 956: 0.8565915271485705
Position 13604: 0.4070555349220827
Position 4370: 0.3716341189937611
Position 8112: 0.3407561794041333
Position 4472: 0.24678517095590752
Position 364: 0.24139302050012287
Position 4687: 0.18850525842657911
Position 2565: 0.16709842503045325
Position 10252: 0.13432875335040562
Position 1216: 0.1262123140025257
Position 4387: 0.12394387526905837
Position 6204: 0.11262125134458202
Position 241: 0.03372864262198404
Position 2526: 0.03249687556659892
Position 927: 0.03056537542323785
Position 120: 0.029291137416423776
Position 1596: 0.02348165470350861
Position 260: 0.023263079267794466
Position 2372: 0.02115357127612797
Position 3247: 0.02094390795245395
Position 149: 0.01883788888707731
Position 7: 0.01840076682121546
Position 74: 0.015068562968917062
Position 277: 0.008460929532072108
Position 2959: 0.00694452603414243
Position 256: 0.006502685364534571
Position 1862: 0.005455144575434819
Position 584: 0.004644438043762537
Position 1591: 0.0035007977158224846
Position 350: 0.0008490086135902478
Position 5127: 0.0008287622006304475
Position 1619: 4.8483385036039385e-05
Position 1822: 7.332210643304495e-06
Position 297: 3.363630243904699e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6983: 0.9988621052805376
Position 14606: 0.9917946482842988
Position 1120: 0.9725498881900599
Position 23220: 0.9591828370700265
Position 4288: 0.7914555322579178
Position 27517: 0.4751101315201115
Position 13483: 0.4098477576439727
Position 8013: 0.3411044991447637
Position 23555: 0.29004747350085625
Position 857: 0.20451256934562495
Position 2350: 0.20204422786967632
Position 10130: 0.13432875335040562
Position 4593: 0.11467820929180056
Position 6118: 0.11348251845473577
Position 23890: 0.10147252862824241
Position 650: 0.02833875943022517
Position 4525: 0.024980444622432856
Position 794: 0.022432371614829187
Position 2447: 0.01872772673417591
Position 3199: 0.010759640460073156
Position 1395: 0.010513825904606066
Position 3041: 0.010184267492380794
Position 1134: 0.010120239445725468
Position 17168: 0.00988229281467674
Position 1526: 0.00838277157641359
Position 716: 0.008227271700570997
Position 881: 0.007836062231065562
Position 812: 0.007673455618089431
Position 2763: 0.006952297724365522
Position 16424: 0.005830171017558405
Position 924: 0.005620060266894219
Position 1719: 0.00545473476183795
Position 833: 0.005139435559911189
Position 1532: 0.00414446143334208
Position 13269: 0.003249320175767239
Position 1413: 0.002424201182081856
Position 1535: 0.0015524340950137127
Position 4978: 0.0008287622006304522
Position 1032: 0.0005336224499629346
Position 568: 0.0004946484162950897
Position 1006: 0.00040950065181604497
Position 677: 0.00035534815297416845
Position 7588: 0.00032760908756744513
Position 1103: 0.00026971468802149676
Position 9508: 0.00021135754719337385
Position 1176: 0.00020309819955961368
Position 955: 2.8221382525179826e-05
Position 1724: 7.742024240177924e-06
Position 1552: 6.658202001320931e-06
Position 2353: 1.066157315239533e-08
