Gene = DUS4L
index = 475
Annotated 5SS: [  252   719  3229  7309  9864 11353 12635]
Annotated 3SS: [  629  3091  7186  9745 11229 12407 13354]
SMsplice 5SS: [  252  3229  7309 11353 12635]
SMsplice 3SS: [ 3091  7096 11127 12407 13354]
top_k =  100
Partition function (log Z): 2.759724392950274

Sorted 5' Splice Sites (High to Low Probability):
Position 3229: 0.9972033201829273
Position 12635: 0.9941440769912636
Position 7309: 0.86386522960001
Position 11353: 0.6418436088254232
Position 252: 0.49342654924528306
Position 1042: 0.3722258183657747
Position 719: 0.3679416237263493
Position 1321: 0.34158743340024955
Position 11303: 0.3167650609587528
Position 894: 0.2579733399694528
Position 1494: 0.24459897466601124
Position 1326: 0.1978590348911131
Position 12928: 0.19392887321848756
Position 325: 0.18115840083143528
Position 9864: 0.14227461636451844
Position 7775: 0.11183570169837802
Position 3908: 0.10555739167617038
Position 2824: 0.049519470160380274
Position 102: 0.04741633053355105
Position 890: 0.027472571401387622
Position 11230: 0.022394962109101878
Position 706: 0.013768341366962427
Position 11877: 0.01094551291649255
Position 13186: 0.0062877268474044465
Position 394: 0.005920113863585993
Position 964: 0.005667419213876187
Position 294: 0.003976781590280276
Position 446: 0.0032500552637884966
Position 3194: 0.00279667981707228
Position 13537: 0.002774800900431111
Position 349: 0.0010553348612173667
Position 126: 0.0004354490704625228
Position 285: 7.864215158179613e-05
Position 534: 7.381982925020364e-05
Position 732: 1.5765796309997504e-05
Position 113: 3.2192130567828517e-07
Position 132: 2.789059342834762e-08
Position 168: 4.534696729394613e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3091: 0.999999999999999
Position 13354: 0.9716736118594401
Position 12407: 0.8942785333847995
Position 7096: 0.8632004865916745
Position 11127: 0.8445334124697225
Position 1196: 0.5137382382328407
Position 807: 0.2865794045072869
Position 629: 0.27272940822123104
Position 1391: 0.22827528897676494
Position 11189: 0.131105851480585
Position 9745: 0.09485921020658702
Position 7649: 0.07680635281908535
Position 3796: 0.07543805230466431
Position 890: 0.07281298599444287
Position 12734: 0.06586947185132454
Position 893: 0.0647258002740842
Position 12436: 0.057954666286761214
Position 12802: 0.05773646941651507
Position 2593: 0.04951947016038029
Position 9624: 0.047415406157931425
Position 785: 0.047411642224986165
Position 1160: 0.0414044780421701
Position 12762: 0.040116136211539366
Position 7531: 0.03502934887929267
Position 12383: 0.025515525615039364
Position 12790: 0.023839185904768547
Position 12868: 0.01865795822823643
Position 12450: 0.018334738834548454
Position 963: 0.015300589983264473
Position 769: 0.015094108329437576
Position 3799: 0.015060206039739326
Position 3852: 0.01505913333176676
Position 11758: 0.010945512916492551
Position 13084: 0.0062877268474044465
Position 13979: 0.006008970025305357
Position 11229: 0.005364367942970682
Position 12841: 0.004909364690336799
Position 14341: 0.0028970143292863988
Position 635: 0.002871492415206767
Position 13638: 0.0017370657814795958
Position 695: 0.0012818741709423374
Position 593: 0.0012340596627364551
Position 14390: 0.0007058388067138156
Position 6875: 0.0006647430083352728
Position 1236: 0.0006274377055977323
Position 13185: 0.0005749397715213393
Position 199: 0.0005232005995891759
Position 672: 0.0003813354840832975
Position 202: 0.00027764016198828553
Position 462: 0.0002525704038313748
Position 186: 0.00022576677908546993
Position 499: 9.179343155484989e-05
Position 455: 5.639370536680529e-05
Position 12217: 3.826011256645357e-05
Position 240: 6.6409968010749524e-06
