Gene = PQLC2L
index = 1066
Annotated 5SS: [  113  9944 27910 28647]
Annotated 3SS: [ 9832 27779 28557 56795]
SMsplice 5SS: [  113  9944 27910 28647 50185]
SMsplice 3SS: [ 9832 27779 28557 50009 56795]
top_k =  100
Partition function (log Z): -28.665749914510897

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.9998557998835507
Position 9944: 0.992017185390134
Position 10450: 0.41752924349814674
Position 11641: 0.24436646132262102
Position 14615: 0.019749883349242606
Position 12555: 0.018191452361919172
Position 10923: 0.017943675777780388
Position 2565: 0.00043990410911389313
Position 415: 8.037382176838248e-05
Position 98: 5.4402701942624914e-05
Position 1101: 1.2389160000814016e-05
Position 153: 1.0120297351847854e-05
Position 34: 9.691792894120507e-06
Position 79: 3.609207995775098e-07
Position 43: 1.0322402545687854e-07
Position 117: 4.6751408371315015e-08
Position 221: 2.3950252612221114e-08
Position 197: 1.2594058843275703e-08
Position 248: 5.159212975633495e-09
Position 261: 4.868325212800714e-09
Position 59: 2.948328285708561e-09
Position 309: 3.183976695433912e-10
Position 321: 1.2277217514626138e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9832: 0.9932839196797688
Position 14248: 0.5905230264583986
Position 11401: 0.1557125438938214
Position 10119: 0.13123805719397738
Position 10169: 0.12752953360956762
Position 10363: 0.11655680662170573
Position 12450: 0.10208448687173001
Position 10236: 0.09639312615707525
Position 11550: 0.09525206351623618
Position 10947: 0.07774766777979106
Position 15928: 0.0567756332087961
Position 14230: 0.04292669133853782
Position 11364: 0.025417109884359967
Position 10772: 0.0219527501120298
Position 10223: 0.021830936258975104
Position 10261: 0.01550639700682197
Position 10400: 0.013067645183628105
Position 10239: 0.006875101139056595
Position 12009: 0.0063669607004133814
Position 10034: 0.006041364764920986
Position 7304: 0.0020727007109000934
Position 7578: 0.0008890627006913031
Position 8371: 0.0006666493437809009
Position 2365: 0.0006472621463885492
Position 6800: 0.00041996196492650496
Position 7137: 0.00036488159739798146
Position 5831: 0.0003295537103352514
Position 685: 0.00031688865647739673
Position 4833: 0.0003073641565886279
Position 1100: 0.00022496256555242582
Position 5942: 0.00020635872826438515
Position 5275: 0.00018069517528030972
Position 1235: 0.00011431715765164954
Position 307: 0.000113691904793657
Position 3375: 0.00011159726376063333
Position 2988: 8.752409330274284e-05
Position 2424: 5.855368485148996e-05
Position 406: 4.523667748031714e-05
Position 202: 2.0953476388694078e-05
Position 270: 3.975746609729746e-07
Position 293: 2.756219949490722e-07
Position 350: 2.431999191957812e-07
Position 214: 1.0638674945254836e-07
Position 321: 5.058708051149665e-08
Position 238: 3.3859207330617753e-08
