Gene = RHBDD2
index = 1138
Annotated 5SS: [ 313 3289 4901]
Annotated 3SS: [2880 4749 9043]
SMsplice 5SS: [ 313 4853]
SMsplice 3SS: [4725 9043]
top_k =  100
Partition function (log Z): -5.9427063409889715

Sorted 5' Splice Sites (High to Low Probability):
Position 313: 0.9975304899749367
Position 4853: 0.5437846140878168
Position 2539: 0.47895786966089876
Position 4901: 0.4458945895860994
Position 1368: 0.13232309271140608
Position 6395: 0.10939247171982278
Position 2543: 0.05284260343506007
Position 637: 0.02070966383426886
Position 183: 0.0039054704519711266
Position 1546: 0.0037363592279006093
Position 3990: 0.0027497287066646243
Position 1427: 0.001575447840496172
Position 536: 0.0009070338277397708
Position 167: 0.0006949594535601912
Position 155: 0.000268394129145226
Position 173: 3.0977516746317955e-05
Position 157: 2.370685243812134e-06
Position 287: 1.0683491355412367e-06
Position 175: 8.823767272549624e-07
Position 104: 4.507060626630985e-07
Position 368: 2.8197153707726835e-07
Position 225: 1.8386782876898253e-09
Position 345: 1.7816641023353876e-09
Position 48: 1.2238997198425109e-09
Position 23: 4.2898549360847006e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4725: 0.7700226081367519
Position 9043: 0.5335047182696467
Position 2416: 0.5058391048956038
Position 4749: 0.16002096472316912
Position 1297: 0.10976624378723594
Position 6394: 0.10801458937964768
Position 9888: 0.07349619150657331
Position 6270: 0.07270388321796198
Position 4785: 0.06378842115058787
Position 6346: 0.05541150144156377
Position 6475: 0.05363167093789819
Position 6553: 0.0422754642599823
Position 6289: 0.031138838151531498
Position 9536: 0.03067756676877919
Position 7239: 0.02791701054817733
Position 2374: 0.0254819762783925
Position 4967: 0.023259120447127697
Position 8078: 0.021790863646222798
Position 5318: 0.020920338024900613
Position 515: 0.010925630148777387
Position 404: 0.007249045383321999
Position 1221: 0.005852714015341162
Position 1256: 0.004756615157111196
Position 1266: 0.004600929928556827
Position 5039: 0.004329918793725
Position 908: 0.003480110749794275
Position 2880: 0.0033176814335560906
Position 461: 0.003129537238945986
Position 1119: 0.0030012444944766694
Position 1426: 0.002918583778964251
Position 1335: 0.0027595905997801415
Position 3814: 0.0027497287066646195
Position 254: 0.002090052176095797
Position 2357: 0.0016143772436824325
Position 1079: 0.0006345638284949658
Position 1591: 0.0006133774642487112
Position 582: 0.0004021027959408207
Position 257: 0.0003506570679728029
Position 1094: 0.00034587052478933684
Position 382: 0.00021743849959039333
Position 1037: 0.00016571176606549882
Position 417: 0.00014226777272704363
