Gene = DR1
index = 470
Annotated 5SS: [ 978 8184]
Annotated 3SS: [ 8019 14604]
SMsplice 5SS: [ 978 3576 4114 8184]
SMsplice 3SS: [ 3495  4030  8019 12509]
top_k =  100
Partition function (log Z): -10.321126978895649

Sorted 5' Splice Sites (High to Low Probability):
Position 8184: 0.9910048135890662
Position 4114: 0.9827727975278041
Position 978: 0.8489912765051957
Position 3576: 0.6523057643145602
Position 1969: 0.5051380317769872
Position 9555: 0.5037343599453715
Position 360: 0.31281305647950197
Position 13031: 0.10986318502308436
Position 9888: 0.07704517832315373
Position 8879: 0.07222206843151038
Position 1252: 0.06985894078936648
Position 1076: 0.0452991223190158
Position 2765: 0.023767528595481282
Position 1537: 0.0134061355234525
Position 753: 0.01236408311972371
Position 349: 0.00843393676737265
Position 459: 0.006700597304323874
Position 265: 0.002507461006753672
Position 4589: 0.0024628112843562157
Position 694: 0.0006043412133901647
Position 251: 0.00045430021765530864
Position 420: 0.00039496967311658906
Position 234: 0.0003502154552121065

Sorted 3' Splice Sites (High to Low Probability):
Position 4030: 0.9542073192599395
Position 8019: 0.9182382477684576
Position 3495: 0.6371715742907423
Position 9410: 0.4865837849293356
Position 12509: 0.4122332936991084
Position 14604: 0.394788516188467
Position 1871: 0.27517972388573675
Position 801: 0.20496273849856422
Position 1766: 0.18683750596915366
Position 12934: 0.09912910213170142
Position 10003: 0.09309659624002788
Position 9720: 0.07480607627892771
Position 7734: 0.07366721811280297
Position 8773: 0.06621033197848958
Position 12872: 0.05763514323646237
Position 1145: 0.051314735513521254
Position 917: 0.03479066163847345
Position 3864: 0.02856547826786425
Position 9360: 0.02482566399574658
Position 8287: 0.02221677423202096
Position 2660: 0.021736286068721425
Position 1802: 0.016809639463782958
Position 3550: 0.015134190023817318
Position 1839: 0.013226388215950393
Position 1781: 0.013084774242363623
Position 1156: 0.010717788709695105
Position 10362: 0.007922817936953333
Position 8800: 0.007379483350836532
Position 1411: 0.006356602679630338
Position 9699: 0.00509027369145742
Position 647: 0.0035414955671945994
Position 8259: 0.003307441016634966
Position 597: 0.0022267787032152144
Position 8423: 0.002133681588025415
Position 1170: 0.0021079504978922356
Position 2587: 0.0019924360143337284
Position 9227: 0.0015086474557066758
Position 4374: 0.0013722303254008234
Position 7031: 0.001163745372986415
Position 1503: 0.0010965267647666448
Position 4393: 0.0010905809589553945
Position 5578: 0.0009720924427007191
Position 8427: 0.0009606736653353107
Position 1247: 0.0009114052791989177
Position 1482: 0.0007486272783220356
Position 1374: 0.0005943848434764566
Position 1333: 0.0005585223711395932
Position 1056: 0.000540651130142546
Position 748: 0.0005080829023641441
Position 1080: 0.0004094731624469657
Position 1344: 0.0002504935674456111
Position 730: 0.00023511490018410236
Position 1016: 7.891812575619092e-05
Position 1200: 6.891195763053408e-05
Position 1223: 6.536742948490672e-05
Position 531: 4.707997902204615e-05
Position 803: 4.5012850360341044e-05
Position 2671: 3.88065124261157e-05
Position 827: 5.227899653828457e-07
Position 510: 1.8017121375679788e-07
Position 671: 1.724869937887849e-07
Position 962: 7.0029965213268e-08
Position 949: 6.562275287348018e-08
Position 702: 6.534492052973318e-08
Position 609: 3.557834576132994e-08
