Gene = WASH1
index = 1556
Annotated 5SS: [  138  4889 11359 11712 12021 12396 12775 13022 13831 14659]
Annotated 3SS: [ 4734 11246 11564 11883 12259 12572 12862 13677 14589 14798]
SMsplice 5SS: [  138  4889 11126 11712 12396 12771 13022 13831 14659]
SMsplice 3SS: [ 4734 11071 11564 12259 12572 12862 13734 14589 14798]
top_k =  100
Partition function (log Z): 10.952428843692783

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 0.9999999999999983
Position 13022: 0.9997569511955728
Position 4889: 0.9905898793329277
Position 13831: 0.9634443793268687
Position 12396: 0.8589788389907663
Position 12771: 0.7582236195338012
Position 138: 0.714301468831535
Position 11126: 0.6813140323098941
Position 14659: 0.6635268968201466
Position 11359: 0.21836178481341534
Position 14129: 0.2039579052921411
Position 8667: 0.16891583527054654
Position 12775: 0.1661331335268137
Position 4409: 0.1645647289898578
Position 428: 0.15392349250464704
Position 12101: 0.13977712459702057
Position 7199: 0.11310618299395679
Position 133: 0.08503077670972009
Position 12426: 0.0774989345190762
Position 12753: 0.05889353401077315
Position 122: 0.046580802505742855
Position 12021: 0.03445275581083721
Position 1465: 0.03279706004299427
Position 11130: 0.02108123375659986
Position 4431: 0.018961983931782306
Position 11196: 0.018323488923643022
Position 1550: 0.017517589253969835
Position 5636: 0.015810292285819743
Position 14447: 0.012732632832706484
Position 14608: 0.012454764725679527
Position 11907: 0.011688794657053761
Position 14699: 0.011285282190991092
Position 14440: 0.010971669471977905
Position 4866: 0.00940570102556791
Position 12047: 0.005364145516383615
Position 5672: 0.004709992109330621
Position 11911: 0.004698732770726447
Position 5560: 0.004515908164783906
Position 13993: 0.00439739283767969
Position 12612: 0.0026872028396123294
Position 12416: 0.002250273751591709
Position 14221: 0.002229331799302266
Position 5357: 0.0018975000432465497
Position 14403: 0.0015265870971363266
Position 5595: 0.0010602645546059553
Position 6249: 0.0010006809164272493
Position 5600: 0.0009784128538653574
Position 12674: 0.0005647668694142892
Position 13539: 0.0003234654805725263
Position 13441: 0.0002252515238243322
Position 13090: 0.00021736565608526453
Position 359: 0.00016345944835487224
Position 13231: 0.00010098110901014478
Position 12405: 2.002456450709042e-05
Position 12269: 1.77540006625781e-05
Position 13086: 1.6195590428340513e-05
Position 13579: 3.305292189782535e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11564: 0.9997982823270544
Position 12259: 0.9385113807825629
Position 14589: 0.9146439802835977
Position 12862: 0.8868836711336002
Position 13734: 0.7628866184616591
Position 11071: 0.7499991066132662
Position 4734: 0.7392739383793444
Position 12572: 0.6674564902193854
Position 14798: 0.5093475376224015
Position 12532: 0.31904576656102884
Position 13958: 0.2518070405929439
Position 4773: 0.23807705904979642
Position 13677: 0.1945762276181387
Position 11246: 0.18908143319028653
Position 8603: 0.16891583527054657
Position 11883: 0.15290583982841005
Position 7020: 0.11310618299395683
Position 4273: 0.10764002357123251
Position 12916: 0.09958006486644168
Position 14890: 0.07843145795892775
Position 4343: 0.0570597744471845
Position 11800: 0.03479892545726014
Position 14959: 0.03227460861742738
Position 14317: 0.02877953340735038
Position 5471: 0.027029019180230592
Position 14734: 0.026856134274957286
Position 1369: 0.026782744049686218
Position 4802: 0.022360502208943568
Position 14784: 0.019286033292090034
Position 4103: 0.018826914903223024
Position 13938: 0.01876350929914385
Position 1496: 0.015070712021851222
Position 14861: 0.014585292378969984
Position 12839: 0.013500101223338326
Position 14568: 0.01118087333103409
Position 14893: 0.00933741250040531
Position 14995: 0.007733850706499238
Position 13317: 0.006026011161032125
Position 1246: 0.004985656570909528
Position 11889: 0.004508977830859887
Position 11969: 0.0037678102354914214
Position 1291: 0.003475536654517138
Position 5186: 0.0018542542453549617
Position 6153: 0.0010006809164272497
Position 13210: 0.0005812960757912169
Position 12370: 0.00025444504404105797
Position 4497: 0.00024177701841341883
Position 11636: 0.00020171767294398165
Position 14064: 5.519880201188599e-05
Position 5446: 4.585078817500511e-05
Position 5208: 4.324579789158908e-05
Position 13128: 2.7229415844389088e-05
Position 12973: 2.667521870559584e-05
Position 4539: 2.644601167474261e-05
Position 4542: 1.5857690324098856e-05
