Gene = NOBOX
index = 947
Annotated 5SS: [   85  5672  8359  9182 10022 10471 10831 11278 11946]
Annotated 3SS: [ 5546  8276  8629  9914 10363 10744 11048 11640 12685]
SMsplice 5SS: [   85  8605  9182 10022 10471 10831 11278]
SMsplice 3SS: [ 8513  9083  9914 10363 10744 11048 11640]
top_k =  100
Partition function (log Z): 3.4743050644466695

Sorted 5' Splice Sites (High to Low Probability):
Position 10471: 0.9858583689963857
Position 10831: 0.9288504710365368
Position 85: 0.9130731653264671
Position 11278: 0.8827036521086066
Position 11946: 0.6928312405658771
Position 10022: 0.6042526931955723
Position 8605: 0.5287679071791918
Position 9995: 0.3645546771638351
Position 11295: 0.10556357761573651
Position 12734: 0.09470826405020454
Position 11898: 0.09210155994087335
Position 9182: 0.09136085752244737
Position 12265: 0.061964520136226234
Position 118: 0.04710957455441636
Position 254: 0.022696934989827857
Position 11990: 0.016337476075828854
Position 10118: 0.013506171057421829
Position 5408: 0.01074778846106106
Position 11562: 0.00843239412011854
Position 10095: 0.00726349516851733
Position 177: 0.00654520822373719
Position 5672: 0.005923980055674121
Position 40: 0.005853770630599872
Position 5092: 0.005608065953835723
Position 10001: 0.005098583249728879
Position 874: 0.004721346274951491
Position 3531: 0.0034837839214420414
Position 10503: 0.0032708534610527275
Position 11259: 0.0023985514148317376
Position 10903: 0.002026011113737488
Position 12124: 0.0002760343074225351
Position 11100: 1.535026605174053e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 9914: 0.9946756198350752
Position 10363: 0.7902323613511111
Position 10744: 0.6892033959300572
Position 11640: 0.6282052758965225
Position 8513: 0.5287679071791918
Position 11048: 0.48175934073457033
Position 12685: 0.43167529858878956
Position 11139: 0.3942765763367807
Position 11811: 0.24862349930658378
Position 12075: 0.21723142379336363
Position 10337: 0.19499394974472437
Position 12816: 0.18617488485817218
Position 12108: 0.1797367683423294
Position 10646: 0.10376412736887418
Position 10686: 0.07544927224650809
Position 8831: 0.051267502263449
Position 11868: 0.04335659739800282
Position 8752: 0.04009335525899837
Position 11024: 0.038102262830856985
Position 11100: 0.03133952312525822
Position 10704: 0.03041328555210877
Position 11157: 0.02671849113528897
Position 10805: 0.024697111236882018
Position 10986: 0.013548156284794879
Position 11837: 0.012260076767064986
Position 11758: 0.010693426565647405
Position 11441: 0.00843239412011854
Position 5546: 0.005923980055674121
Position 4980: 0.005608065953835723
Position 5304: 0.005403673942090114
Position 5283: 0.005344114518970946
Position 10653: 0.0051072043243455805
Position 11077: 0.0049367809576769985
Position 10375: 0.0038698396914989756
Position 3423: 0.00348378392144204
Position 10830: 0.0008120030424843484
Position 10169: 0.0006512414345817047
Position 10808: 0.0004939116945397868
Position 10093: 0.0003180009899966433
Position 11620: 0.00026184355995585295
