Gene = U2SURP
index = 1516
Annotated 5SS: [  135  9321 10815 12871 14833 15437 18498 19155 19847 20017 21124 21526
 22480 25715 26868 27108 31408 31812 33437 34566 35797 36665 37422 41738
 49511 52256 53581]
Annotated 3SS: [ 9275 10682 12771 14717 15302 18429 19059 19810 19933 20957 21313 22435
 25609 26800 26943 31244 31731 33348 34442 35639 36568 37354 41577 49399
 52136 53403 54772]
SMsplice 5SS: [  135 10835 12871 14833 15437 18498 19155 20017 21124 21526 25715 26868
 27108 33437 34566 35797 36665 37422 41738 41986 49511 52256 53581]
SMsplice 3SS: [10682 12771 14717 15302 18429 19059 19933 20957 21313 25609 26800 26943
 33348 34442 35639 36568 37354 41577 41852 49399 52136 53403 54772]
top_k =  100
Partition function (log Z): 15.795565283682086

Sorted 5' Splice Sites (High to Low Probability):
Position 33437: 1.0000000000000036
Position 37422: 0.9993515478151622
Position 21124: 0.9959403153851166
Position 25715: 0.9958074157248316
Position 15437: 0.9782992417678131
Position 36665: 0.970099111224526
Position 14833: 0.9449263933232803
Position 18498: 0.9129645738668325
Position 20017: 0.9123464647541889
Position 21526: 0.911157370660816
Position 12871: 0.9033216389772297
Position 19155: 0.8864133642228561
Position 35797: 0.8770871826629403
Position 34566: 0.8396243526381445
Position 135: 0.8303398931628242
Position 41738: 0.7823713887166236
Position 10835: 0.6898308733482034
Position 41986: 0.5424229467576489
Position 9665: 0.5367871239408877
Position 27108: 0.4342693895736484
Position 31812: 0.32882989547251573
Position 10815: 0.31016912665179885
Position 9321: 0.21169648442887226
Position 14003: 0.20622204036529204
Position 34777: 0.19757921897410533
Position 155: 0.169660106837178
Position 36966: 0.11856305120245075
Position 35428: 0.08784469318624893
Position 19847: 0.08355273471705178
Position 23297: 0.07977684413955635
Position 37176: 0.0765072972661358
Position 20027: 0.06299098338557803
Position 37180: 0.055136707831811654
Position 38816: 0.05204764509548146
Position 20829: 0.036722830645155836
Position 20439: 0.03211149062759489
Position 40341: 0.029458506020531443
Position 15771: 0.028071117854628874
Position 22480: 0.027806384956164068
Position 19140: 0.024533207280903278
Position 14782: 0.02080375707772133
Position 41990: 0.019666075699118733
Position 22564: 0.016514394084317652
Position 23010: 0.015983664741390832
Position 20151: 0.012239418312651294
Position 20368: 0.010445723982258025
Position 37182: 0.009860735114057323
Position 19746: 0.00602341046361385
Position 25972: 0.005725807542284888
Position 36706: 0.004978045243770615
Position 19303: 0.003291962988839275
