Gene = PP2D1
index = 1056
Annotated 5SS: [  281 11301]
Annotated 3SS: [10233 26147]
SMsplice 5SS: [242]
SMsplice 3SS: [26387]
top_k =  100
Partition function (log Z): -18.065691991758662

Sorted 5' Splice Sites (High to Low Probability):
Position 242: 0.7489004796464954
Position 281: 0.24088866081142904
Position 1867: 0.06630232931311202
Position 2994: 0.051494363996796945
Position 29: 0.014035677807398901
Position 7484: 0.010837697142769585
Position 486: 0.004110924413987755
Position 1818: 0.0012095856179183025
Position 52: 0.0004453166229684915
Position 1814: 3.154557299635438e-05
Position 45: 1.00716875686112e-05
Position 93: 4.828750099300871e-06
Position 192: 3.6526763056302e-06
Position 57: 2.4990881468355907e-06
Position 33: 7.285449120142988e-07
Position 11: 5.227458728319536e-08
Position 60: 3.689239780555841e-08
Position 326: 4.147389807651044e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7226: 0.21008779359354154
Position 2876: 0.1397447422203602
Position 372: 0.13906902071327423
Position 10233: 0.09784005401518908
Position 538: 0.09046005081823551
Position 12105: 0.05362579430633477
Position 3769: 0.05219573954073661
Position 1746: 0.041104264611731785
Position 4946: 0.04102202103152607
Position 5192: 0.0354468547948566
Position 7580: 0.02829685638949202
Position 10123: 0.025294700982982296
Position 4333: 0.025007646370985938
Position 1555: 0.023151051468217835
Position 10045: 0.022398562754419652
Position 3401: 0.021815454871922584
Position 8582: 0.015839640933963717
Position 558: 0.014532132526560652
Position 3607: 0.008582932451941977
Position 2872: 0.00716719686837013
Position 1721: 0.0054379816373931866
Position 4564: 0.005434515745387974
Position 6091: 0.004974109940568515
Position 147: 0.004370131190768334
Position 4589: 0.004187539622531518
Position 1692: 0.0031701333557600524
Position 1412: 0.0023478991405330336
Position 341: 0.0022810387833420522
Position 2707: 0.002272460139842417
Position 3438: 0.002127190851481171
Position 4062: 0.002023924753636217
Position 2470: 0.0019179587691826594
Position 1697: 0.0018235303302386232
Position 534: 0.001511126442776484
Position 2922: 0.001175348862109177
Position 1817: 0.0004191146391299952
Position 93: 0.00010531908027306959
Position 192: 1.2383867448079394e-05
Position 97: 3.3940789791269917e-06
Position 411: 3.865691140604728e-07
Position 318: 2.358431752952777e-07
Position 253: 9.376792426968257e-08
Position 204: 5.354038137932285e-08
Position 226: 3.113498356620037e-08
Position 198: 2.1946535389349317e-08
Position 76: 8.750479198632117e-09
Position 241: 3.1824168062569613e-09
Position 206: 2.3604240371948215e-09
Position 262: 1.6831770064868077e-09
