Gene = HYI
index = 669
Annotated 5SS: [ 395  604 1785 2055 2192 2342 2580]
Annotated 3SS: [ 491 1669 1975 2141 2271 2444 2677]
SMsplice 5SS: [ 395  604 1785 2055 2192 2342 2580]
SMsplice 3SS: [ 491 1669 1975 2141 2271 2444 2677]
top_k =  100
Partition function (log Z): 7.464860359201573

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9990801737249583
Position 2192: 0.9088402866449077
Position 2342: 0.8703791609562116
Position 604: 0.8366623615427432
Position 1785: 0.8079094917818462
Position 2055: 0.7442802886339985
Position 2580: 0.6115681476436127
Position 2562: 0.35103691934061987
Position 577: 0.16054657008967843
Position 1895: 0.06133610228265531
Position 2162: 0.04353832906848535
Position 1379: 0.043195639385945984
Position 1360: 0.020350558763334546
Position 1087: 0.01381676540107979
Position 2338: 0.008673163145454552
Position 959: 0.008176575758482133
Position 1459: 0.004912677297191843
Position 2206: 0.0036314896721410753
Position 741: 0.0032781932990665107
Position 1555: 0.0019918050965029976
Position 916: 0.0019721777173332396
Position 655: 0.0012327961385809891
Position 734: 0.000896640508268284
Position 1864: 0.0008949609907594325
Position 1401: 0.0007781311208853412
Position 1794: 0.00043574422077755467
Position 1882: 0.0004001774529545075
Position 265: 0.0002854086962885008
Position 373: 0.0002769836253723041
Position 1620: 0.00023027894786967519
Position 315: 0.0002132056886870807
Position 2256: 0.00015913145567067062
Position 572: 4.886178740100435e-05
Position 304: 4.7964732063563574e-05
Position 87: 4.602413613275096e-05
Position 21: 4.452330881801571e-05
Position 1824: 5.287770654621796e-06
Position 399: 4.163124132735626e-06
Position 46: 1.4490533538138425e-06
Position 432: 1.388071318011566e-07
Position 81: 7.93652774283563e-09
Position 225: 6.196260721033967e-09
Position 91: 5.867954824084145e-09
Position 456: 3.0382672604732725e-10
Position 34: 2.7570332038705694e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 491: 0.9797135035587781
Position 2141: 0.9796371289674115
Position 2444: 0.954772341777733
Position 2677: 0.8966600523755764
Position 1669: 0.8771545053175964
Position 2271: 0.8594713653619587
Position 1975: 0.38738082408470115
Position 1957: 0.31401883637098776
Position 1213: 0.05952946644087762
Position 2780: 0.020094209800406854
Position 494: 0.018195554819469478
Position 2455: 0.014248734094239372
Position 654: 0.012999157868773783
Position 1881: 0.011742326831687772
Position 2029: 0.011545355051929
Position 2914: 0.011306945859497926
Position 2680: 0.009478744342925033
Position 2289: 0.009300068328109938
Position 984: 0.008908807932492125
Position 1554: 0.007750520633053751
Position 2917: 0.006899096082714342
Position 1276: 0.0068722827827723924
Position 2887: 0.005859795371849356
Position 2972: 0.005485282468121994
Position 2723: 0.004740944745833338
Position 1978: 0.0043560753811098
Position 1501: 0.0042610884120337505
Position 2818: 0.0040417533166775725
Position 942: 0.003963755780390145
Position 2397: 0.0039313973273256315
Position 2256: 0.0023436071255187405
Position 2158: 0.002190994478456543
Position 2464: 0.002059449041837142
Position 1999: 0.0016399399751157596
Position 887: 0.001140079638681546
Position 1067: 0.0010976647215819833
Position 1283: 0.0010901865042798004
Position 1008: 0.0010492191921476308
Position 2109: 0.0010119606256870763
Position 1784: 0.0009990317014540232
Position 541: 0.0005749465426741391
Position 1525: 0.00040693848244387735
Position 898: 0.00022803169387401615
Position 1215: 0.00020069564980481648
Position 1030: 0.00015327145272858465
Position 1513: 0.00014189334171456992
Position 2311: 0.0001408282904953373
Position 2147: 0.0001328264042493827
Position 834: 0.0001322175558938846
Position 2161: 0.00010590333467019068
Position 537: 5.153369390734459e-06
Position 958: 4.25852791898835e-06
Position 847: 2.286015302707166e-06
Position 660: 2.043854529645778e-06
Position 914: 1.5896990435040782e-06
Position 843: 8.974128352572275e-07
Position 869: 7.259255545837013e-07
Position 1132: 7.20602104661895e-07
Position 474: 6.803107122328694e-07
Position 500: 6.669484366927729e-07
Position 193: 2.565357014337207e-08
Position 587: 2.354816566326774e-08
Position 568: 2.326572940422903e-08
Position 281: 1.747233599810426e-08
Position 505: 1.4783561645193892e-08
Position 502: 1.3750481111107451e-08
Position 98: 9.256823476202561e-09
Position 554: 4.830486873652941e-09
Position 556: 3.8305174970154105e-09
Position 243: 2.1190044619613836e-09
Position 324: 7.025295595950172e-10
