Gene = RP11-11N7.5
index = 1158
Annotated 5SS: [  74  525 6710 8894]
Annotated 3SS: [  452  6640  8790 10152]
SMsplice 5SS: [  74  525 8496 8894]
SMsplice 3SS: [  452  8349  8790 10152]
top_k =  100
Partition function (log Z): -7.323045787804758

Sorted 5' Splice Sites (High to Low Probability):
Position 525: 0.9813140328499951
Position 74: 0.933493136122058
Position 8496: 0.9124443844887835
Position 8894: 0.8557788432130936
Position 130: 0.04427087773111695
Position 10251: 0.016745193787137867
Position 164: 0.012173301011359041
Position 1562: 0.009938649640992508
Position 9467: 0.009416332814414483
Position 9384: 0.008494267180137748
Position 9523: 0.007632919050486866
Position 132: 0.0034366249454378067
Position 316: 0.0013196567123782137
Position 112: 0.000841176041063505
Position 247: 0.0008034327051402488
Position 212: 0.0007447670991971744
Position 2691: 0.00046428489993814145
Position 529: 0.00036841470687590163
Position 872: 0.00025613327066741705
Position 206: 0.00025593016736966085
Position 42: 0.0001777894453713491
Position 881: 0.00015139417869537917
Position 260: 0.00014947724367824066
Position 157: 6.680014132201507e-05
Position 149: 5.634761769770067e-05
Position 9: 5.5298698046095026e-05
Position 331: 3.110466567290044e-05
Position 249: 2.423060799013101e-05
Position 1116: 4.0145306799722815e-06
Position 1468: 9.28638177914604e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8349: 0.9153130751474003
Position 452: 0.8977337164080014
Position 8790: 0.860521791594429
Position 10152: 0.5493931412833326
Position 8982: 0.33055938572753013
Position 9296: 0.06993975391644872
Position 349: 0.06429797625128042
Position 10320: 0.01674519378713787
Position 993: 0.013276182070972413
Position 2313: 0.0116152178258695
Position 1408: 0.010816688374965112
Position 10249: 0.00968586575088389
Position 410: 0.008381956740104451
Position 9150: 0.007568789507672685
Position 9320: 0.007039586376834898
Position 423: 0.004850555839573374
Position 246: 0.004765962656710915
Position 4122: 0.003936937235869392
Position 7908: 0.002624476684806143
Position 6640: 0.0021740941247154733
Position 1226: 0.0018855942931949434
Position 2389: 0.0014990596142811347
Position 1344: 0.001312553172768464
Position 6249: 0.0011353416128590502
Position 2052: 0.0008075814510526063
Position 2580: 0.000583791358915371
Position 941: 0.00047510694136518983
Position 2914: 0.00044246506809347364
Position 2681: 0.0003667549784384955
Position 1383: 0.00035973286736496
Position 755: 0.00018159051943716315
Position 637: 0.0001490509149390787
Position 898: 0.00013841582080153248
Position 460: 8.963397421236593e-05
Position 770: 6.630095405687267e-05
Position 661: 5.939775795968749e-05
Position 309: 4.118489027765347e-05
Position 687: 2.4158367962805006e-05
Position 354: 1.606989135889931e-05
Position 862: 1.574159284410432e-05
Position 609: 9.495356406985842e-06
Position 157: 4.605098450933766e-06
Position 237: 3.161490933096875e-06
Position 302: 2.346090921781365e-06
Position 432: 6.929464010032526e-08
Position 179: 5.763295327982473e-08
Position 323: 5.628566138926613e-08
Position 312: 4.453001393532378e-08
Position 500: 2.0941419874863376e-08
Position 192: 7.607588324389887e-09
Position 168: 4.111104429764571e-09
Position 260: 2.2986405302881826e-09
Position 206: 1.195263494360283e-10
