Gene = ABTB1
index = 6
Annotated 5SS: [ 142 1514 1661 3175 3492 3642 4144 4347 4624 4904 7246]
Annotated 3SS: [1450 1604 3029 3331 3595 4026 4227 4524 4735 7044 7328]
SMsplice 5SS: [ 142 1514 1661 3175 3492 3661 4144 4347 4624 4904 7246]
SMsplice 3SS: [1404 1604 3029 3331 3595 4026 4227 4524 4755 7044 7328]
top_k =  100
Partition function (log Z): 22.08173480748039

Sorted 5' Splice Sites (High to Low Probability):
Position 4347: 0.9924490662434673
Position 3492: 0.9755749805626656
Position 3175: 0.9693569429986993
Position 4624: 0.9680248797904372
Position 4904: 0.9648165717514295
Position 142: 0.9319321753482182
Position 1514: 0.9214134293733112
Position 7246: 0.8444000834410645
Position 1661: 0.7008039390265711
Position 4144: 0.5723283373750927
Position 3661: 0.4467637525642699
Position 6365: 0.42031826283667456
Position 3642: 0.3543096714657014
Position 4131: 0.25025598823176654
Position 5184: 0.22609035501905356
Position 444: 0.16703796782213576
Position 2812: 0.15559830213306683
Position 1709: 0.14437784692640565
Position 5295: 0.1381072407897744
Position 2816: 0.11192878877603374
Position 3709: 0.10219982594488607
Position 5333: 0.09950182333687413
Position 5567: 0.090127385352026
Position 2239: 0.08384262821491971
Position 3947: 0.07812643726634691
Position 6642: 0.07572298417199241
Position 4121: 0.07132438633792297
Position 1687: 0.06883190220603329
Position 6515: 0.06772808635112332
Position 2832: 0.06657996676755824
Position 1479: 0.05623835765235379
Position 1689: 0.05517429387778689
Position 369: 0.05301912534887429
Position 7159: 0.04837931402894341
Position 7234: 0.048063908286003376
Position 7522: 0.047863360109644336
Position 4176: 0.0334511959778694
Position 6511: 0.02725673531545256
Position 4155: 0.02652360900914736
Position 3939: 0.022602263298129827
Position 168: 0.022312513727199515
Position 7163: 0.022290101652484465
Position 7449: 0.021989883575381022
Position 2820: 0.019225660801814877
Position 3222: 0.018187048602637403
Position 1693: 0.015818420757346602
Position 484: 0.011951492176953035
Position 4885: 0.011743001728759497
Position 4053: 0.011298484136268331
Position 1731: 0.010353602701821061
Position 1485: 0.006911672219216296
Position 1451: 0.006334536854424976
Position 3208: 0.005893828604323656
Position 7531: 0.005438405600968001
Position 3780: 0.004072735370837787
Position 5188: 0.003809136945315062
Position 4982: 0.003722183313764118
Position 4362: 0.0036356495199487454
Position 1496: 0.0031791537853560346
Position 3125: 0.0031074575124699797
Position 1533: 0.0028260548477995746
Position 137: 0.002269542294191158
Position 3418: 0.0018124488482301239
Position 5468: 0.0013859999283568098
Position 1715: 0.0010454293140342746
Position 4351: 0.0008787970453862203
Position 2007: 0.0008724951730367394
Position 1542: 0.0006271546201505866
Position 5069: 0.000596946174592665
Position 3060: 0.0005465145006715431
Position 4630: 0.00045461966289748275
Position 1639: 0.0004286782925927421
Position 1707: 0.00039699086848722534
Position 177: 0.0003946851385094118
Position 2042: 0.00024750264843730735
Position 128: 0.00022771575683557045
Position 3908: 0.0002271754659634062
Position 1518: 0.0002095991014598668
Position 69: 0.00018606599459100525
Position 3468: 0.0001751372253442561
Position 900: 0.00014770216475455144
Position 1174: 0.00011180277387079246
Position 3412: 7.520258438333135e-05
Position 33: 6.308653782948714e-05
Position 3393: 2.3760442223732283e-05
Position 55: 2.3122134069609262e-05
Position 103: 1.966909568292533e-05
Position 3654: 1.1773687680995179e-05
Position 1312: 1.0292693527194063e-05
Position 1808: 6.9996808572576916e-06
Position 1697: 4.032930050418928e-06
Position 156: 9.754290032938187e-07
Position 58: 2.1508720772657665e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1604: 0.9972416297937049
Position 3029: 0.9805075058014076
Position 7328: 0.9796603936733442
Position 7044: 0.9739276210906503
Position 4026: 0.9639038220837167
Position 3595: 0.9635466272992819
Position 4524: 0.9435394326760732
Position 3331: 0.9095675935681187
Position 4227: 0.8287067155767586
Position 4755: 0.8265215867502965
Position 1404: 0.5687769944822897
Position 6302: 0.4203182628366746
Position 5068: 0.37379933565603374
Position 2699: 0.3265284091135705
Position 1450: 0.322024175952533
Position 6438: 0.17070780583856815
Position 4284: 0.15848635478863
Position 4735: 0.15421367124391844
Position 5278: 0.12042692104180767
Position 305: 0.10970270048700691
Position 1427: 0.10223415597602586
Position 2160: 0.07973353245617501
Position 5219: 0.06822394642897665
Position 258: 0.062251417704864996
Position 3372: 0.04649641639756017
Position 7830: 0.046073290110501354
Position 2752: 0.026804309364903828
Position 7606: 0.026151213955448695
Position 3339: 0.019493240108396512
Position 3032: 0.016584286417394244
Position 3768: 0.016195930931635263
Position 3875: 0.015448986912728297
Position 4470: 0.014285084292106768
Position 3737: 0.013048421093995328
Position 4047: 0.011048621427762386
Position 7850: 0.008885364094848296
Position 4571: 0.008562593393913647
Position 360: 0.006685204951487635
Position 313: 0.005109806784419372
Position 1212: 0.004426164344445545
Position 2177: 0.004109095758744537
Position 373: 0.00294440281120792
Position 283: 0.002617890317956763
Position 4447: 0.002426513360825701
Position 3421: 0.002058868436288559
Position 1932: 0.0010011631822189253
Position 1091: 0.00034666889501301233
Position 814: 0.0001477021647545513
Position 376: 0.00012673525587509975
Position 1795: 0.00011883463925512192
Position 4829: 0.00010823271902546112
Position 3481: 6.932780118343639e-05
Position 3628: 3.7899101558367385e-05
Position 1023: 2.8598422257229595e-05
Position 1048: 2.5535230802580127e-05
Position 3505: 1.1853075917644055e-05
Position 1565: 2.674063841440007e-07
