Gene = CCNH
index = 315
Annotated 5SS: [  342  1796  3730  5044  8176 11318 13626 17976]
Annotated 3SS: [ 1672  3655  4832  8011 11246 13513 17914 18534]
SMsplice 5SS: [  146   342  1796  2025  5044  7264  8176 11318 13626 17976]
SMsplice 3SS: [  238  1672  1942  4832  7124  8011 11246 13513 17866 18534]
top_k =  100
Partition function (log Z): 7.044872001976718

Sorted 5' Splice Sites (High to Low Probability):
Position 13626: 0.9999999999999987
Position 1796: 0.9905775056535261
Position 5044: 0.9836151578108052
Position 342: 0.9766500194211969
Position 17976: 0.9203890587465537
Position 146: 0.8544451075423815
Position 11318: 0.7700310278971438
Position 7264: 0.7369890506241037
Position 8176: 0.6097825776210519
Position 2025: 0.5568469870864867
Position 10236: 0.47139927553309985
Position 585: 0.4112563725043838
Position 18615: 0.26266932538072835
Position 3730: 0.12472525307097289
Position 12474: 0.10933605415687374
Position 140: 0.10507732260581425
Position 2377: 0.0950638511855608
Position 18365: 0.08146704391212212
Position 4121: 0.06975634917207561
Position 18470: 0.06368603085338091
Position 6907: 0.04437511521021626
Position 14516: 0.03216086015846436
Position 2020: 0.028285715845920857
Position 17668: 0.027069762405662865
Position 602: 0.01682619335032626
Position 2343: 0.0115568269109109
Position 751: 0.010524860889867213
Position 552: 0.009133042830163886
Position 18559: 0.004513443761258664
Position 60: 0.0033698273358368233
Position 1744: 0.0018197843560959143
Position 347: 0.0014325947937017809
Position 152: 0.0013206273913272393
Position 26: 0.0011348247180870865
Position 13782: 0.0009468289534290622
Position 75: 0.00020457992691129775
Position 81: 9.775150047838053e-05
Position 183: 2.365426135689748e-05
Position 37: 1.9568384092785438e-06
Position 189: 7.735392052316117e-07
Position 154: 1.9606569865825902e-07
Position 211: 1.9455917504609352e-08
Position 227: 1.5563979467301952e-08
Position 238: 1.5227834410955226e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 13513: 0.99130471929024
Position 4832: 0.9836151578108044
Position 1672: 0.9260783158134046
Position 11246: 0.7700310278971438
Position 7124: 0.7369890506241037
Position 18534: 0.681193435438479
Position 238: 0.6776022910630337
Position 1942: 0.555093626317479
Position 8011: 0.5437556108913446
Position 9994: 0.4713992755330998
Position 18712: 0.46708525750167684
Position 17914: 0.45062209313698265
Position 17866: 0.41757198057131895
Position 268: 0.24007510483286476
Position 460: 0.19641872094229665
Position 3655: 0.12472525307097293
Position 418: 0.11393011801474377
Position 12373: 0.10933605415687372
Position 2281: 0.10354685759580622
Position 18250: 0.07841697282616406
Position 7980: 0.0660269667297071
Position 18193: 0.06569823016729093
Position 482: 0.06359200606893656
Position 18173: 0.04717065288309424
Position 17900: 0.046347788791836056
Position 497: 0.04512371628999903
Position 6828: 0.04437511521021626
Position 1511: 0.04186613072102321
Position 18139: 0.03886740237003697
Position 241: 0.032213747801329774
Position 14487: 0.030699308414796834
Position 4010: 0.028264861046100584
Position 17575: 0.027069762405662865
Position 1897: 0.02518597957248691
Position 1691: 0.023424517312635614
Position 4028: 0.021962230428185597
Position 17775: 0.015667520328319796
Position 17173: 0.013952422425256222
Position 3982: 0.010922901701267805
Position 13363: 0.00869528070975932
Position 3889: 0.008606355996521634
Position 547: 0.006169619718173578
Position 14410: 0.004323938126575931
Position 196: 0.004197113947259721
Position 1878: 0.004071020041671645
Position 14633: 0.003919245438914833
Position 514: 0.003850783573228098
Position 2263: 0.0030434280548635134
Position 573: 0.0023767621351484724
Position 634: 0.0016808613289087232
Position 13847: 0.0013109208531337467
Position 278: 0.0012936048415429675
Position 665: 0.0012047497106695948
Position 13715: 0.001111142021298587
Position 662: 0.0009996923543909703
Position 16402: 0.0008571162782490899
Position 1437: 0.0008010882630598113
Position 13951: 0.0006298905371207163
Position 1911: 0.0004905927834825979
Position 1771: 0.0004015954568295519
Position 316: 0.00030657824369755926
Position 14049: 0.0002778208710913309
Position 272: 0.00021056190242720236
Position 245: 0.00011449652059680359
Position 1980: 8.780103978501736e-05
Position 248: 8.70792593857908e-05
Position 13717: 8.577630122621468e-05
Position 2221: 3.0392445801950984e-05
Position 2006: 2.8818925961424934e-05
Position 367: 2.4698154304229692e-05
Position 275: 2.318882517712391e-05
Position 14303: 2.1777462677897217e-05
Position 165: 4.136780205230979e-06
Position 13743: 1.8990203972409852e-06
Position 1407: 5.066942096317022e-07
Position 324: 5.6836770777585855e-08
Position 90: 5.5662588304064725e-08
Position 286: 1.0955201469031325e-08
