Gene = NOC2L
index = 948
Annotated 5SS: [   76   362  2192  2397  3196  3368  5287  5509  6116  6879  7291  8164
 10801 11160 12889 13118 13773 14234]
Annotated 3SS: [  208  2016  2264  3074  3276  5207  5397  6001  6689  7150  8051 10686
 11057 12744 13003 13636 14143 14489]
SMsplice 5SS: [   76   362  2192  2397  3196  3368  5509  6116  6879  7291  8164 10801
 11160 12889 13118 13773 14249]
SMsplice 3SS: [  208  2016  2264  3074  3276  5397  6001  6689  7150  8051 10686 11057
 12744 13003 13636 14143 14489]
top_k =  100
Partition function (log Z): 43.20163136566518

Sorted 5' Splice Sites (High to Low Probability):
Position 6879: 0.9999999999999968
Position 8164: 0.9999999999999908
Position 5509: 0.9996524338359567
Position 362: 0.9963792048130571
Position 10801: 0.9949099545178913
Position 11160: 0.9855425640401833
Position 3368: 0.9756183966654862
Position 3196: 0.9227737774753082
Position 2397: 0.8342034508505265
Position 7291: 0.7776499740053834
Position 14249: 0.7570774518178992
Position 2192: 0.7171990300630109
Position 6116: 0.6960079980371395
Position 13773: 0.6883446383952656
Position 12889: 0.5761704311846961
Position 76: 0.5677440832011826
Position 13118: 0.5325820921300767
Position 4874: 0.4634671687480348
Position 112: 0.4182025841364973
Position 570: 0.3062679373293302
Position 9429: 0.28726915508992645
Position 5287: 0.2434316643489662
Position 14618: 0.2338096590839013
Position 13263: 0.18782674053464107
Position 7962: 0.18067781579328893
Position 13144: 0.17842885502618677
Position 14234: 0.16935106392155388
Position 13968: 0.07420015150877017
Position 13804: 0.05412974326322671
Position 14267: 0.047248672373114545
Position 562: 0.03638113535356362
Position 7572: 0.03557664478857454
Position 645: 0.03300188798962796
Position 12793: 0.03154989814148747
Position 2979: 0.027172070850761735
Position 5738: 0.02620772086087351
Position 11476: 0.025312360532912057
Position 2462: 0.02528476943486498
Position 14257: 0.025133239643192716
Position 7878: 0.024628002559985
Position 3180: 0.022816982657441885
Position 7873: 0.022065983661295592
Position 5298: 0.018305304529098954
Position 1146: 0.017236426068245093
Position 4827: 0.016317310168965263
Position 4905: 0.016276003328532303
Position 11232: 0.01418488085841101
Position 6122: 0.012444061891050698
Position 5791: 0.011884968562665106
Position 122: 0.007899018884907674
Position 2985: 0.006809352656187993
Position 14636: 0.006623629422754476
Position 5881: 0.006394157621295739
Position 87: 0.005320198946934554
Position 6414: 0.004672190290347782
Position 810: 0.004530745345728126
Position 5189: 0.004464881085158119
Position 378: 0.0033820895620507176
Position 12814: 0.002585180686405569
Position 6284: 0.002317654013486519
Position 3405: 0.0013234413033463672
Position 14241: 0.0011895722442377495
Position 5743: 0.000835062297803687
Position 14645: 0.0007344584580858753
Position 41: 0.0006834599593211109
Position 3653: 0.0006282645340951096
Position 3879: 0.0005636379162397121
Position 14821: 0.0005104513720130108
Position 11254: 0.0002123734008452248
Position 328: 0.00018510552960278954
Position 118: 8.479758810500729e-05
Position 11298: 6.814947355087363e-05
Position 116: 5.9577853838466214e-05
Position 2698: 4.3776288680128077e-05
Position 414: 3.507412428893077e-05
Position 275: 8.092252595211925e-06
Position 366: 4.21194838683816e-06
Position 228: 3.444635619419319e-06
Position 28: 2.934880678525955e-06
Position 263: 2.777134399552263e-06
Position 23: 2.7192156163911417e-06
Position 45: 6.25325528268107e-07
Position 47: 7.383977038954788e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14143: 0.9999999999999974
Position 11057: 0.9999318859121573
Position 8051: 0.991920420024475
Position 5397: 0.9902961574199592
Position 14489: 0.9747948878098056
Position 10686: 0.9714467464703807
Position 208: 0.9475751802015948
Position 3276: 0.9391135486360106
Position 3074: 0.8842771013886755
Position 2264: 0.7699872631900823
Position 6689: 0.7419271364441319
Position 13636: 0.7418800073740429
Position 6001: 0.7037115288797522
Position 13003: 0.7020244939175088
Position 7150: 0.5421560442927796
Position 12744: 0.5308159183849345
Position 4766: 0.4960604822455325
Position 2016: 0.40777231500085187
Position 2068: 0.30644457765837013
Position 481: 0.2981358172171837
Position 9317: 0.28726915508992645
Position 14739: 0.2607457080582628
Position 6754: 0.25651307619336206
Position 5207: 0.22228026722395086
Position 7948: 0.18875739576880715
Position 7086: 0.11402668388384898
Position 13169: 0.09818426027848927
Position 7018: 0.08350001005981192
Position 2246: 0.07861754916397673
Position 12679: 0.07602180575965643
Position 13867: 0.07420015150877024
Position 13059: 0.07090973529266739
Position 153: 0.051292916914282734
Position 7719: 0.04669398622128071
Position 3028: 0.038268298359969324
Position 2786: 0.0376942126682081
Position 490: 0.0372998682342388
Position 7377: 0.03557664478857452
Position 444: 0.03524362271949833
Position 5105: 0.027170997482557455
Position 3092: 0.025691601119066786
Position 11408: 0.025312360532912075
Position 6987: 0.025212890135220066
Position 10712: 0.023463208047509277
Position 5686: 0.022982044164796638
Position 13007: 0.01922302403841126
Position 5054: 0.016757522172211648
Position 3307: 0.013254535339152171
Position 3261: 0.011450563600055008
Position 5592: 0.011179867464624831
Position 1090: 0.0108764249562091
Position 5709: 0.009987866844859224
Position 12967: 0.008496174163825363
Position 552: 0.00735620280771012
Position 7089: 0.007325180885210188
Position 6227: 0.006989844303834298
Position 3033: 0.006764160497391628
Position 5418: 0.005524712017820328
Position 14934: 0.005506050728718368
Position 991: 0.004772650812509856
Position 6066: 0.004719591961701632
Position 6970: 0.004650887115944636
Position 2268: 0.004581508063000634
Position 5355: 0.004172193646721664
Position 12792: 0.0034677858679982676
Position 601: 0.0025638040649829897
Position 2073: 0.002455843733930325
Position 2180: 0.002217379159893947
Position 1917: 0.0017353045806270061
Position 6836: 0.0015597873625030905
Position 2048: 0.0015233151186413193
Position 2130: 0.0013521946790242972
Position 5634: 0.0008245647043168144
Position 7005: 0.0007782776325681516
Position 955: 0.0007040925153435957
Position 184: 0.0006606972245434959
Position 14857: 0.0006315517399656269
Position 13591: 0.0005943742844494806
Position 3583: 0.00046122463689063223
Position 243: 0.00040478963098934483
Position 3761: 0.00034610610517195133
Position 774: 0.00026021039393157473
Position 3812: 0.00021753181106775926
Position 3450: 0.00016703989720447742
Position 451: 0.00011518588784866079
Position 733: 8.972532327405112e-05
Position 2569: 4.377628868012805e-05
Position 10921: 4.0789505176397356e-05
Position 294: 2.956340609601178e-05
Position 10951: 2.7321476951378977e-05
Position 6069: 2.0939086733739505e-05
Position 263: 2.0407974196763606e-05
Position 221: 1.3104394938787567e-05
Position 11227: 7.967772995276947e-06
Position 236: 2.4689108545149083e-06
Position 556: 5.271537640260607e-07
Position 275: 3.578643743528771e-07
Position 168: 3.2685094948211246e-07
Position 299: 1.5432973079968802e-07
Position 130: 2.9048054631437513e-08
Position 10983: 2.3732532524245913e-09
Position 338: 1.6530007918520776e-09
Position 309: 1.596388616250495e-09
Position 10934: 7.32457150041843e-10
