Gene = TUSC2
index = 1511
Annotated 5SS: [ 290 1887]
Annotated 3SS: [1765 2056]
SMsplice 5SS: [ 290 1887]
SMsplice 3SS: [1765 2056]
top_k =  100
Partition function (log Z): -3.8110503328036494

Sorted 5' Splice Sites (High to Low Probability):
Position 1887: 0.9947229485976079
Position 290: 0.8969795346722262
Position 533: 0.2558209750852669
Position 2186: 0.1925021670555534
Position 2268: 0.04228799178928804
Position 2504: 0.03790995913493288
Position 2117: 0.026866616630288803
Position 240: 0.02676516107860233
Position 1206: 0.019271615732840898
Position 75: 0.017654340832564723
Position 81: 0.010031714927367442
Position 1216: 0.00744185328743383
Position 98: 0.0032671613175266883
Position 96: 0.0030694409765478657
Position 1122: 0.0029832661889725096
Position 2132: 0.002442512040301653
Position 2978: 0.0024368604559389826
Position 2260: 0.002352250773044335
Position 969: 0.0022754778717271407
Position 976: 0.0019265322909603816
Position 751: 0.001139714438538466
Position 1962: 0.0003648180639977776
Position 1934: 9.494542317345893e-05
Position 158: 2.8509593052257616e-05
Position 273: 1.9805691670189325e-05
Position 261: 3.561956433590473e-06
Position 84: 2.8166801563682125e-06
Position 6: 2.518560659582626e-06
Position 12: 1.5100470006252562e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1765: 0.9955902797261041
Position 2056: 0.7229505049900324
Position 2586: 0.25753642546076694
Position 383: 0.2103579321031246
Position 2696: 0.08269826518042458
Position 2820: 0.0658987246915151
Position 2763: 0.05911040464281845
Position 3326: 0.03250441770489232
Position 2635: 0.023523159001639073
Position 2038: 0.019909515535304706
Position 1018: 0.018953780683284304
Position 2369: 0.013710038463277768
Position 2454: 0.012877499765886974
Position 1112: 0.009353348875684519
Position 2385: 0.005517824418727282
Position 1721: 0.004239276790983122
Position 3043: 0.002842246605687161
Position 794: 0.002283980686289085
Position 828: 0.0019180294763984304
Position 2280: 0.0013536858679087788
Position 154: 0.0012960295712012818
Position 639: 0.0011369819265170651
Position 2257: 0.001068188684670248
Position 487: 0.0009047871610202232
Position 1039: 0.0008636188973177953
Position 412: 0.0005679394335548674
Position 1060: 0.0005259867529606119
Position 201: 0.0004910540689834275
Position 2116: 0.0004701634393692233
Position 2014: 0.00010775132639660972
Position 2068: 6.472629435955518e-05
Position 165: 2.157352287616734e-05
Position 1997: 7.762151290871652e-06
Position 325: 3.230819215105888e-06
Position 478: 2.6579629965946928e-06
Position 671: 1.3584573153890423e-06
Position 213: 1.1320816638176085e-06
Position 222: 2.2411192578889116e-07
Position 2016: 1.2412511189593614e-07
Position 2011: 8.509696052407461e-08
Position 219: 7.776741664130763e-08
Position 392: 5.617751109703945e-08
Position 423: 5.235177557503089e-08
Position 388: 5.094872568193878e-08
Position 215: 4.3314665554250725e-08
Position 439: 3.1235553974640515e-08
Position 258: 1.8426589650906176e-08
Position 105: 1.580719310827402e-08
Position 492: 5.841670020976846e-09
Position 234: 2.4128288977425893e-09
Position 74: 1.2954356993844725e-09
Position 225: 5.208975467774098e-10
