Gene = THG1L
index = 1397
Annotated 5SS: [ 435 1848 3549 4738 6798]
Annotated 3SS: [1670 3378 4648 6689 8123]
SMsplice 5SS: [ 435 1848 3378 3549 4738 6798]
SMsplice 3SS: [1670 3302 3473 4648 6689 8123]
top_k =  100
Partition function (log Z): -1.54084985480394

Sorted 5' Splice Sites (High to Low Probability):
Position 3549: 0.9641020139014543
Position 1848: 0.9560705668224392
Position 4738: 0.9032965893806446
Position 3378: 0.9005678974327582
Position 435: 0.7285341973080115
Position 6798: 0.715975919679806
Position 7538: 0.26368522012535206
Position 351: 0.10619659820949283
Position 5656: 0.08762262184023292
Position 538: 0.07469484857555833
Position 86: 0.05314711423386937
Position 2540: 0.0437969444002277
Position 8307: 0.02950193468459355
Position 3361: 0.023310101101631033
Position 130: 0.022135101009295336
Position 3604: 0.021936989466276282
Position 5879: 0.019001096019098322
Position 5926: 0.01797838105241559
Position 1419: 0.016826278410833412
Position 5726: 0.016267087733274
Position 4565: 0.014919623593164419
Position 6114: 0.00869892605506318
Position 1779: 0.007884016706336495
Position 2594: 0.004394575118165638
Position 355: 0.0039188114742765515
Position 309: 0.0029215887517333268
Position 1797: 0.0023052162284913644
Position 813: 0.0019303745567472446
Position 557: 0.001881242503606315
Position 3573: 0.001706690773193197
Position 546: 0.0016484333028619394
Position 262: 0.0016204363166206488
Position 1371: 0.0015414412908724578
Position 36: 0.0015184762617662375
Position 3496: 0.0013249718772877055
Position 529: 0.0010414209991441762
Position 403: 0.001018564790681024
Position 3977: 0.0009856827740014088
Position 1534: 0.0006936936407773888
Position 4405: 0.0006481395891044891
Position 4021: 0.00037739874534670713
Position 182: 0.0002635316121540638
Position 1736: 0.00013581854164696391
Position 239: 2.0580065430380423e-05
Position 79: 5.680014604644112e-06
Position 268: 1.3386828840953668e-07
Position 246: 1.0862432846130719e-07
Position 237: 1.0256519952097992e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3473: 0.9868688332416039
Position 4648: 0.9086119856811304
Position 3302: 0.8722963644362743
Position 8123: 0.7881450295303348
Position 1670: 0.7454527427592471
Position 6689: 0.7183041612954206
Position 7337: 0.1438688206668023
Position 1722: 0.1056480835078476
Position 10176: 0.10376006408668942
Position 7384: 0.10102298756428767
Position 1709: 0.09871332908731192
Position 5549: 0.07928915412094767
Position 3275: 0.05413403637718458
Position 5811: 0.030180728276536565
Position 2318: 0.025476880024447802
Position 2344: 0.02145221013020459
Position 8473: 0.01927083504291623
Position 5787: 0.019202017358537604
Position 4836: 0.01643258948963228
Position 7508: 0.015336278852719798
Position 5459: 0.014892280030893282
Position 7652: 0.013100077017303742
Position 6610: 0.012193330439496719
Position 305: 0.011297954743893784
Position 7648: 0.010963995128424116
Position 4507: 0.010479511929158615
Position 1743: 0.008816329221885211
Position 10060: 0.008250409266727463
Position 6471: 0.007580863441443152
Position 1404: 0.0067376093265294765
Position 6045: 0.006528322710432373
Position 5594: 0.006526898353991053
Position 4319: 0.0059003180648805765
Position 9195: 0.005500617923832728
Position 7530: 0.0052079116305087094
Position 7605: 0.004247298259428682
Position 5559: 0.0038141941741767784
Position 1631: 0.0033935224347808744
Position 8746: 0.00339023541605293
Position 8683: 0.00335565021893213
Position 4955: 0.0030932190928326204
Position 242: 0.002998554456138684
Position 4458: 0.0029676873744185865
Position 4675: 0.0026746148800888716
Position 1495: 0.0018725541196793682
Position 3785: 0.001870079118004825
Position 7046: 0.0015396882287963582
Position 2397: 0.0012624293637409259
Position 1592: 0.00104109724304166
Position 1606: 0.0008315849148060456
Position 3764: 0.000792234502484666
Position 1116: 0.00043769366415380466
Position 523: 0.0003525543140969407
Position 1363: 0.0003472407983151599
Position 3417: 0.0003132332428456473
Position 1447: 1.3424553792942365e-05
Position 3486: 6.544893329970678e-07
Position 3504: 7.486919143860513e-08
